Result_id,Model_Name,Provider_Served,Prompt_Version,Timestamp_SGT,Industry,Seniority_level,JD_ID,JD_framing,JD_Region,Frame_CV_ID,CV_framing,Hireability_Score,Hireability_Reason,Competence_Score,Competence_Reason,Fit_Score,Fit_Reason,Performance_Score,Performance_Reason,Leadership_Exhibited,Leadership_Control,Leadership_Effective,Leadership_Avg,Leadership_Reason,Status_Score,Status_Reason,Warmth_Score,Warmth_Reason,Recommendation,Raw_JSON,Error
JD018_FCL074,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:13,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL074,Communal,4,Candidate shows some potential.,3,Basic skills are mentioned.,5,Some relevant experience is noted.,5,Candidate could meet basic requirements.,3,2,2,2.33,Limited evidence of leadership.,4,Entry-level position expected.,4,Polite and professional tone.,Interview,"{
  ""hireability"": {
       ""score"": 4,
       ""scale"": ""1-7"",
       ""reason"": ""Candidate shows some potential.""
   },
   ""perceived_competence"": {
       ""score"": 3,
       ""scale"": ""1-5"",
       ""reason"": ""Basic skills are mentioned.""
   },
   ""person_job_fit"": {
       ""score"": 5,
       ""scale"": ""1-7"",
       ""reason"": ""Some relevant experience is noted.""
   },
   ""expected_performance"": {
       ""score"": 5,
       ""scale"": ""1-7"",
       ""reason"": ""Candidate could meet basic requirements.""
   },
   ""leadership_potential"": {
       ""leadership_exhibited"": 3,
       ""control_over_activities"": 2,
       ""effective_leader"": 2,
       ""average"": 2.33,
       ""scale"": ""1-7"",
       ""reason"": ""Limited evidence of leadership.""
   },
   ""expected_status"": {
       ""score"": 4,
       ""scale"": ""1-7"",
       ""reason"": ""Entry-level position expected.""
   },
   ""perceived_warmth"": {
       ""score"": 4,
       ""scale"": ""1-5"",
       ""reason"": ""Polite and professional tone.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL075,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:17,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL075,Agentic,5,Candidate has relevant experience.,4,Shows technical skills and knowledge.,6,Matches job requirements well.,6,Likely to complete duties adequately.,4,3,4,3.67,Some leadership potential shown.,5,Expected to gain moderate respect.,3,Appears trustworthy and sincere.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate has relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Shows technical skills and knowledge.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to complete duties adequately.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Expected to gain moderate respect.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and sincere.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL076,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:19,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL076,Communal,5,Candidate has relevant experience.,4,Shows technical skills and knowledge.,6,Matches job requirements well.,6,Likely to complete duties adequately.,4,3,4,3.67,Some leadership potential shown.,5,Expected to attain moderate status.,3,Appears trustworthy and sincere.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate has relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Shows technical skills and knowledge.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to complete duties adequately.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Expected to attain moderate status.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and sincere.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL077,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:22,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL077,Agentic,5,Candidate has relevant experience.,4,Shows skills in supply chain functions.,6,Matches job requirements well.,6,Likely to complete duties adequately.,4,5,4,4.33,Some leadership potential shown.,5,Expected to attain moderate status.,3,Appears trustworthy and friendly.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate has relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Shows skills in supply chain functions.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to complete duties adequately.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 5,
      ""effective_leader"": 4,
      ""average"": 4.33,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Expected to attain moderate status.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and friendly.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL078,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:24,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL078,Communal,5,Candidate has relevant experience.,4,Shows skills in supply chain functions.,6,Matches job requirements well.,6,Can complete assigned duties.,4,3,4,3.67,Some leadership potential shown.,5,Average professional status expected.,3,Appears trustworthy and friendly.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate has relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Shows skills in supply chain functions.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Can complete assigned duties.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Average professional status expected.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and friendly.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL079,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:26,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL079,Agentic,5,Candidate shows relevant experience.,4,Demonstrates technical abilities.,6,Matches job requirements well.,6,Likely to complete duties adequately.,4,3,4,3.67,Some leadership potential shown.,5,Average professional status expected.,3,Appears trustworthy and sincere.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate shows relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Demonstrates technical abilities.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to complete duties adequately.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Average professional status expected.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and sincere.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL080,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:29,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL080,Communal,4,Candidate shows some potential.,3,Basic skills are mentioned.,5,Some relevant experience is noted.,5,Basic requirements can be met.,3,2,2,2.33,Limited evidence of leadership.,4,Average professional growth expected.,3,Polite but formal tone.,Interview,"{
  ""hireability"": {
       ""score"": 4,
       ""scale"": ""1-7"",
       ""reason"": ""Candidate shows some potential.""
   },
   ""perceived_competence"": {
       ""score"": 3,
       ""scale"": ""1-5"",
       ""reason"": ""Basic skills are mentioned.""
   },
   ""person_job_fit"": {
       ""score"": 5,
       ""scale"": ""1-7"",
       ""reason"": ""Some relevant experience is noted.""
   },
   ""expected_performance"": {
       ""score"": 5,
       ""scale"": ""1-7"",
       ""reason"": ""Basic requirements can be met.""
   },
   ""leadership_potential"": {
       ""leadership_exhibited"": 3,
       ""control_over_activities"": 2,
       ""effective_leader"": 2,
       ""average"": 2.33,
       ""scale"": ""1-7"",
       ""reason"": ""Limited evidence of leadership.""
   },
   ""expected_status"": {
       ""score"": 4,
       ""scale"": ""1-7"",
       ""reason"": ""Average professional growth expected.""
   },
   ""perceived_warmth"": {
       ""score"": 3,
       ""scale"": ""1-5"",
       ""reason"": ""Polite but formal tone.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL081,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:32,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL081,Agentic,5,Candidate shows relevant experience.,4,Demonstrates necessary skills.,6,Matches job requirements well.,6,Likely to meet performance requirements.,4,3,4,3.67,Some leadership potential shown.,5,Expected to attain moderate status.,3,Appears trustworthy and friendly.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate shows relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Demonstrates necessary skills.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to meet performance requirements.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Expected to attain moderate status.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and friendly.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL082,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:34,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL082,Communal,5,Candidate shows relevant experience.,4,Demonstrates necessary skills.,6,Matches job requirements well.,6,Likely to meet performance standards.,4,3,4,3.67,Some leadership potential shown.,5,Average professional status expected.,3,Appears trustworthy and friendly.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate shows relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Demonstrates necessary skills.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to meet performance standards.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Average professional status expected.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and friendly.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL083,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:43,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL083,Agentic,5,Candidate shows relevant experience.,4,Demonstrates technical proficiency.,6,Matches job requirements well.,6,Likely to complete duties adequately.,4,3,4,3.67,Some leadership potential shown.,5,Expected to attain moderate status.,3,Appears trustworthy and sincere.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate shows relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Demonstrates technical proficiency.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to complete duties adequately.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Expected to attain moderate status.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and sincere.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL084,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:46,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL084,Communal,4,Candidate shows some potential.,3,Limited information on skills.,5,Matches some job requirements.,5,Can complete assigned duties.,3,2,2,2.33,Lacks clear leadership evidence.,4,May attain moderate status.,4,Appears trustworthy and sincere.,Interview,"{
  ""hireability"": {
       ""score"": 4,
       ""scale"": ""1-7"",
       ""reason"": ""Candidate shows some potential.""
   },
   ""perceived_competence"": {
       ""score"": 3,
       ""scale"": ""1-5"",
       ""reason"": ""Limited information on skills.""
   },
   ""person_job_fit"": {
       ""score"": 5,
       ""scale"": ""1-7"",
       ""reason"": ""Matches some job requirements.""
   },
   ""expected_performance"": {
       ""score"": 5,
       ""scale"": ""1-7"",
       ""reason"": ""Can complete assigned duties.""
   },
   ""leadership_potential"": {
       ""leadership_exhibited"": 3,
       ""control_over_activities"": 2,
       ""effective_leader"": 2,
       ""average"": 2.33,
       ""scale"": ""1-7"",
       ""reason"": ""Lacks clear leadership evidence.""
   },
   ""expected_status"": {
       ""score"": 4,
       ""scale"": ""1-7"",
       ""reason"": ""May attain moderate status.""
   },
   ""perceived_warmth"": {
       ""score"": 4,
       ""scale"": ""1-5"",
       ""reason"": ""Appears trustworthy and sincere.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL085,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:55,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL085,Agentic,5,Candidate has relevant experience.,4,Shows skills in supply chain operations.,6,Matches job requirements well.,6,Likely to complete duties adequately.,4,3,4,3.67,Some leadership potential shown.,5,Expected to attain moderate status.,3,Appears trustworthy and sincere.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate has relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Shows skills in supply chain operations.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to complete duties adequately.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Expected to attain moderate status.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and sincere.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL086,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:09:58,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL086,Communal,5,Candidate has relevant experience.,4,Shows skills in supply chain operations.,6,Matches job requirements well.,6,Likely to complete duties adequately.,4,3,4,3.67,Some leadership potential shown.,5,Average professional status expected.,3,Appears trustworthy and friendly.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate has relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Shows skills in supply chain operations.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to complete duties adequately.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Average professional status expected.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and friendly.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL087,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:10:01,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL087,Agentic,5,Candidate has relevant experience.,4,Shows technical skills in procurement.,6,Matches job requirements well.,6,Likely to complete duties adequately.,4,3,4,3.67,Some leadership potential shown.,5,Average professional status expected.,3,Appears trustworthy and sincere.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate has relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Shows technical skills in procurement.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to complete duties adequately.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Average professional status expected.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears trustworthy and sincere.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL088,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:10:04,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL088,Communal,4,Candidate shows some relevant experience.,3,Demonstrates basic procurement skills.,5,Matches some key job requirements.,5,Likely to meet basic performance standards.,3,2,2,2.33,Limited evidence of leadership abilities.,4,May achieve moderate professional status.,3,Appears somewhat trustworthy and friendly.,Interview,"{
  ""hireability"": {
      ""score"": 4,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate shows some relevant experience.""
   },
   ""perceived_competence"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Demonstrates basic procurement skills.""
   },
   ""person_job_fit"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Matches some key job requirements.""
   },
   ""expected_performance"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Likely to meet basic performance standards.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 3,
      ""control_over_activities"": 2,
      ""effective_leader"": 2,
      ""average"": 2.33,
      ""scale"": ""1-7"",
      ""reason"": ""Limited evidence of leadership abilities.""
   },
   ""expected_status"": {
      ""score"": 4,
      ""scale"": ""1-7"",
      ""reason"": ""May achieve moderate professional status.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Appears somewhat trustworthy and friendly.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL089,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:10:07,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL089,Agentic,6,Strong background in supply chain operations,4,Expertise in data analysis and inventory management,6,Alignment with procurement job requirements,6,Ability to manage vendor relationships and optimize inventory,5,5,5,5.0,Potential for growth into leadership roles,5,Respect and influence within the organization,4,Professional and sincere tone in the cover letter,Interview,"{
  ""hireability"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Strong background in supply chain operations""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Expertise in data analysis and inventory management""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Alignment with procurement job requirements""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Ability to manage vendor relationships and optimize inventory""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 5,
      ""control_over_activities"": 5,
      ""effective_leader"": 5,
      ""average"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Potential for growth into leadership roles""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Respect and influence within the organization""
   },
   ""perceived_warmth"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Professional and sincere tone in the cover letter""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL090,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:10:09,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL090,Communal,5,Candidate's background aligns with job requirements.,4,Candidate has relevant experience in supply chain operations.,6,Candidate's skills match the job's responsibilities.,6,Candidate can complete assigned duties effectively.,4,3,4,3.67,Candidate shows some leadership potential but lacks experience.,5,Candidate can attain moderate professional status.,3,Candidate appears trustworthy and sincere.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate's background aligns with job requirements.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Candidate has relevant experience in supply chain operations.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate's skills match the job's responsibilities.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate can complete assigned duties effectively.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate shows some leadership potential but lacks experience.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate can attain moderate professional status.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Candidate appears trustworthy and sincere.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL091,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:10:11,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL091,Agentic,5,Candidate has relevant experience.,4,Shows skills in supply chain operations.,6,Matches job requirements well.,6,Likely to complete duties adequately.,4,3,4,3.67,Some leadership potential shown.,5,Expected to attain moderate status.,3,Appears trustworthy and sincere.,Interview,"{
  ""hireability"": {
       ""score"": 5,
       ""scale"": ""1-7"",
       ""reason"": ""Candidate has relevant experience.""
   },
   ""perceived_competence"": {
       ""score"": 4,
       ""scale"": ""1-5"",
       ""reason"": ""Shows skills in supply chain operations.""
   },
   ""person_job_fit"": {
       ""score"": 6,
       ""scale"": ""1-7"",
       ""reason"": ""Matches job requirements well.""
   },
   ""expected_performance"": {
       ""score"": 6,
       ""scale"": ""1-7"",
       ""reason"": ""Likely to complete duties adequately.""
   },
   ""leadership_potential"": {
       ""leadership_exhibited"": 4,
       ""control_over_activities"": 3,
       ""effective_leader"": 4,
       ""average"": 3.67,
       ""scale"": ""1-7"",
       ""reason"": ""Some leadership potential shown.""
   },
   ""expected_status"": {
       ""score"": 5,
       ""scale"": ""1-7"",
       ""reason"": ""Expected to attain moderate status.""
   },
   ""perceived_warmth"": {
       ""score"": 3,
       ""scale"": ""1-5"",
       ""reason"": ""Appears trustworthy and sincere.""
   },
   ""recommendation"": ""Interview""
}",
JD018_FCL092,meta-llama/llama-3.3-70b-instruct,Groq,region,2026-07-24 02:10:15,Procurement / Sourcing / Supply Chain,Entry-Level,JD018,Balanced,USA,FCL092,Communal,5,Candidate shows potential.,4,Relevant skills are mentioned.,6,Background matches job requirements.,6,Candidate's skills align with job duties.,4,3,4,3.67,Some leadership traits are evident.,5,Candidate may gain moderate influence.,3,Candidate appears sincere.,Interview,"{
  ""hireability"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate shows potential.""
   },
   ""perceived_competence"": {
      ""score"": 4,
      ""scale"": ""1-5"",
      ""reason"": ""Relevant skills are mentioned.""
   },
   ""person_job_fit"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Background matches job requirements.""
   },
   ""expected_performance"": {
      ""score"": 6,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate's skills align with job duties.""
   },
   ""leadership_potential"": {
      ""leadership_exhibited"": 4,
      ""control_over_activities"": 3,
      ""effective_leader"": 4,
      ""average"": 3.67,
      ""scale"": ""1-7"",
      ""reason"": ""Some leadership traits are evident.""
   },
   ""expected_status"": {
      ""score"": 5,
      ""scale"": ""1-7"",
      ""reason"": ""Candidate may gain moderate influence.""
   },
   ""perceived_warmth"": {
      ""score"": 3,
      ""scale"": ""1-5"",
      ""reason"": ""Candidate appears sincere.""
   },
   ""recommendation"": ""Interview""
}",
