Record_ID,Job_Title,Company,Country,Industry,Job_Function,Seniority,Employment_Type,Description,Source,Link
JDRAW_05117,Inside Sales Representative,BrainStation,"New York, NY",Sales / Business Development,Sales and Business Development,Entry level,Full-time,"The Inside Sales Representative is responsible for the development and maintenance of the sales funnel and managing all inbound sales inquiries. Using a combination of traditional sales methodologies and cutting-edge technology tools, the Inside Sales Representative works with various team members to meet revenue goals. By proactively managing the customer-facing sales experience, you will contribute directly to the success of the Sales team.  Responsibilities Manage customer-facing communication channels Manage person engagement and re-engagement strategies Send outbound emails with information on BrainStation's courses, workshops and events Handle inbound and outbound phone conversations Handle front facing communications with excellent customer service skills Execute and identify strategic sales opportunities through community initiatives Liaise and leverage partnerships with key players in the digital space Identify areas of improvement and communicate them in our daily standups  Successful candidates will have Bachelor's degree Proven ability to work independently and under pressure Customer Service experience Ability to engage in conversations with small and large groups with ease Proven work ethic with the utmost integrity and desire to excel and succeed Outgoing, energetic, upbeat and fun personality Motivation driven by KPI's Previous sales experience - an asset Previous experience in student recruitment - an asset  Perks And Benefits Comprehensive Health & Wellness Benefits Package Retirement Planning Parental Leave Program New Device Allowance Socials, Outings & Retreats Culture of Learning & Development Flexible Working Hours Work from Home Flexibility  About BrainStation  Established in 2012, BrainStation is the global leader in digital skills training and workforce transformation. BrainStation has worked with digital leaders from the most innovative companies in the world, developing cutting-edge, real-world digital education that has empowered more than 100,000+ professionals.  Bonus: Have you been to a campus or joined an online learning opportunity? We are actively seeking individuals that believe in lifelong learning and that have taken part in our On Campus or Online offerings.  NOTE: Only those applicants under consideration will be contacted. Please accept our utmost appreciation for your interest.  BrainStation is committed to maintaining a diverse work environment and is proud to be an equal opportunity employer. All qualified applicants, regardless of race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status will receive consideration for employment. If you have any accessibility requirements or concerns regarding the hiring process or employment with us, please notify us so we can provide suitable accommodation.",2021_10_09_01_12_Sales_dataFile,Unknown
JDRAW_05118,Entry Level Sales,Michael Page,"New York, NY",Sales / Business Development,Business Development,Entry level,Full-time,"All Recruitment Consultants at Michael Page operate in 360 degree roles, proactively headhunting candidates whilst developing and establishing new business relationships.  Client Details  At PageGroup, we have five values that have always contributed to our success: take pride, be passionate, never give up, work as a team and make it fun! Our values are reflected in everything we do - it's what sets us apart.  The United States is a high potential, high growth market for Page Group and we are investing now for our future growth. We have a proven track record of growth led by a highly experienced senior management team. Our emphasis on organic career growth starts with our world-class training, which spans across your entire career trajectory. With over 150 locations worldwide, we provide excellent career advancement potential, both locally and beyond.  Description  All Recruitment Consultants at Michael Page operate in 360 degree roles, proactively headhunting candidates whilst developing and establishing new business relationships. This position consists of a competitive base salary coupled with uncapped financial earning and career potential that is second to none. Those that have leadership experience and / or demonstrate the potential to lead teams will have the ability to fast track.    As a Recruitment Consultant, you will:  Manage your own portfolio of clients and candidates, both existing and new Build close partnerships with clients and help their business grow by developing and delivering the best solutions for attracting candidates Search, source, and screen potential candidates, utilizing multiple online resources Manage the process from interview through offer stage Conduct in-person interviews to thoroughly evaluate candidates Be responsible for ""hunting"" new business opportunities and lead generation Have an involvement in proposal process by developing and pitching proposals Negotiate commercial terms of business and rates Profile  Ideal candidates will possess the following:  Ability to think strategically, execute effectively, and deliver high quality work against tight deadlines Bachelors degree preferred in relevant field of study Consistent and successful sales track record An ambitious, outgoing personality and a will to win Extracurricular activity and/or competitive sports background preferred Experience in leading a team, a plus for leadership Job Offer  Career Development  Outstanding career potential to fast track to management through promotion targets that are set out for you Comprehensive training program starting from your first day Ongoing professional coaching and development National & International career opportunities Competitive Salary & Benefits  Above Market Base Salary + Uncapped earnings 20 Days Annual Vacation, 5 Sick Days and 11 Paid Holidays Medical / dental / vision coverage 401K Savings Plan with company match Gym Membership Employee Referral & Sales Incentives Desired Skills and Experience  Ability to think strategically, execute effectively, and deliver high quality work against tight deadlines Bachelors degree preferred in relevant field of study Consistent and successful sales track record An ambitious, outgoing personality and a will to win Extracurricular activity and/or competitive sports background preferred Experience in leading a team, a plus for leadership",2021_10_09_01_12_Sales_dataFile,Unknown
JDRAW_05119,Regional Business Development Manager,Unknown,"Singapore, Singapore",Sales / Business Development,Unknown,Unknown,Full-time,"Our Client is a European MNC that specializes in manufacturing thermal packaging solutions.  Due to continued growth in globally they are looking for a high caliber Regional Sales Manager to join the organisation in Singapore.  Position Requirements:  * University Degree Holder. * Minimum of 5 years sales / business development experience in Cold Chain Logistics, Pharmaceutical or Speciality Chemical Industries. * Proven track record of sales success. * A self starter, highly motivated to develop new ideas, strategy and markets. * Ability to cope with high pressure and strict deadlines. * Sound willingness and skills to solve problems. * Strong English communication skills (additional language is an added advantage). * Highly effective presentation skills. * Willingness to travel regionally (once Covid-19 pandemic and restrictions ease).",2021_10_10_12_31_Sales_dataFile,Unknown
JDRAW_05120,"Director of Sales, NY",Soraa,"New York, NY",Sales / Business Development,Sales and Business Development,Director,Full-time,"About Us  Ecosense is a rapidly growing technology company based in Los Angeles. Our purpose is to invent, inspire and transform how we experience light. Our strategy is audacious and our expectations are high. We are pioneering in the areas of color science, photometry and mixed reality. Using the sun and the moon as inspiration, we are using our inventions to enhance our industry's understanding of light and materially transform expectations for artificial light.  We have been fortunate to light some of the most coveted spaces on earth and to be recognized by the likes of Red Dot for innovation and design, as well as Inc 500 and Deloitte for consistently making their fastest growing companies lists.  Ecosense hires curious, collaborative, autonomous and smart people who also happen to be very nice. We have a passion for tackling the unknown, solving hard problems, and answering questions that haven't been explored.  Primary Role And Responsibility Use the companies Go to Market playbook to create strategies and plans that drive sales in the New York region Within 18-24 months have best practices implemented in your region compared to other North America regions Measurement of success will be based on penetration rates by product family. Penetration rate should be north of the average of the top 10 North America Specification Markets Ability to effectively launch new products into market Mandate the adoption of sales tools Hubspot and Sisense within your region Hubspot and Sisense should be viewed as tools to track activity, success, and areas that need to be improved Partner with VP of Sales and the finance team to craft aggressive annual quotas that are linked to the best in-class penetration rates Initiate accurate sales forecasts that provide information to management of each customer's potential revenue within the sales cycle Ability to manage others while still being responsible for a territory (Player/Coach) Plan, conduct, and lead marketing activities, e.g., informational seminars and/or user group seminars. Attend and participate in Company sponsored trade shows Required Skills/Qualifications Bachelor's Degree or higher is preferred Industry experience is required Results oriented and driven Excellent motivational and leadership skills Excellent written, oral communication and presentation skills Excellent presentation skills and intimate contacts with local business associations Detail oriented, sensitive to customers' needs and company's requirement for interaction to record and track customer information in company CRM program Ability to adapt creative solutions Strong business acumen Must be able to manage multiple projects simultaneously and have strong organizational skills with a strong attention to detail Travel Required; Field time/customer face to face 75%+ All qualified applicants will receive equal consideration for employment without regard to race, color, national origin, religion, sex, pregnancy, marital status, sexual orientation, gender identity, age, physical or mental disability, or covered veteran status.",2021_10_09_01_12_Sales_dataFile,Unknown
JDRAW_05121,Regional Sales Manager,"SiteSpect, Inc.","New York, NY",Sales / Business Development,Sales and Business Development,Mid-Senior level,Full-time,"- New York / New England  We are seeking a smart, energetic, and highly motivated individual with experience selling A/B testing and Experimentation products and services.  SiteSpect, Inc. The Regional Sales Manager is a hunter position. Responsible for all new business sales activities within their assigned region for SiteSpect Products and Services. The Manager will develop short-term plans to meet aggressive revenue goals and new logo attainment aligned with the company's long-term strategy. The ideal candidate must be extremely results-driven, customer-focused, technologically savvy, and skilled at building relationships.  Position Activities Include Current Rolodex of potential customers Prospect for potential customers using various direct methods (cold calling, attendance at trade events.) Drive the entire sales cycle from initial customer engagement to closed sales Using MEDDIC or Force Selling to qualify prospects against company criteria for ideal customers and sales Perform on-site and remote meetings with customers as needed to advance and qualify sales prospects. Make presentations to Prospect senior managers and decision-makers Draft and deliver proposals Work with team technical staff and product specialists where required to address customer requirements Develop and maintain key account plans that identify opportunities for company to deliver value, strategic motivators, main stakeholders, buying processes and forecasted sales Report on sales activity (include desired frequency - updated weekly Keep detailed notes on prospect and customer interactions updated weekly Provide forecasts on best case and most likely sales volumes over relevant time periods Work with delivery teams to proactively address problems Cultivate strong relationships with third party and partner companies that may be required to deliver full solutions to customers Work with marketing to plan and execute lead generation campaigns Provide feedback to sales management on ways to decrease the sales cycle, enhance sales, and improve company brand and reputation Provide feedback to company management on market trends, competitive threats, unmet needs, and opportunities to deliver greater value to customers by extending company offerings Identify sales support requirements and work with marketing to develop improve sales tools Be a positive representative of the company and its brand in the marketplace Conduct all sales activities with the highest degree of professionalism and integrity Participate in strategic planning sessions with the sales management team on a quarterly and annual basis. Desired Skills & Experience  We are searching for Regional Sales Managers that demonstrate a strong grasp of SiteSpect's value proposition and the ability to communicate that message effectively. Experience selling into marketing and IT teams >Knowledge of A /B testing and Optimization solutions  >Team player with a drive to win Demonstrated ability to sell product solutions between $50k and $250k Documented history selling enterprise solutions and exceeding assigned sales quotas Experience with target account selling, solution selling, and/or consultative sales techniques. A minimum of 4 years of direct customer solution selling experience Strong verbal and written communications skills, including presentation skills. Passionate relationship building and negotiating skills. Ability to work collaboratively with functional peers across all organizational functions An aptitude for understanding how technology products and solutions solve business problems. Demonstrated experience working with Sales organizations and technical teams. Ability to foster a positive work environment and attitude. Ability to work remotely, and able and willing to travel on short notice SiteSpect is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, gender, national origin, age, genetic information, creed, marital status, sexual orientation, gender identity, disability status, protected veteran status, or any other protected status as defined by federal, state or local law.  About SiteSpect  SiteSpect is leading the advancement of testing, targeting, and personalization software that empowers the world's most successful digital businesses to drive revenue growth, deepen customer engagements and sharpen their competitive edge. Only the SiteSpect Digital Optimization solution enables customers to test the entire user experience, from the front-end ""look and feel"" to the back-end functionality, and centrally manage those tests across channels, product lines, and business units.",2021_10_09_01_12_Sales_dataFile,Unknown
JDRAW_05122,National Accounts Senior Sales Executive,Aetna,"New York, NY",Sales / Business Development,Sales and Business Development,Associate,Full-time,"Job Description  We have two remote National Accounts Senior Sales Executive roles available and are seeking someone based in NYC as well as someone based in Boston  Sells to producers, prospective clients, and existing clients in Northeast National Accounts.  Cultivates strong, productive and influential relationships with brokers/consultants, customers, and peers focusing on the larger or more complex accounts/prospects. Implements strategies necessary to attain  sales objectives in assigned areas. Manages complex negotiations.  Positions products, rate levels, and expanded product portfolios to increase sales and maximize revenue. Manages the integration of client's and  Aetna's internal organizations to meet client's installation needs and close the deal. Provides expertise in difficult renewals. Collaborates with account  management and underwriting for renewals on assigned book of business.  Identifies various ways to partner with the client by drawing from entire spectrum of product line. Gains understanding of client's multifaceted needs and recommends appropriate benefits of Aetna's full product array (e.g.,  fully vs. self-insured, combination of products and/or covers a range of industries). Provides effective presentations to Aetna constituents. Exhibits  the following Senior Sales Executive Behaviors.  Required Qualifications  10 years + industry experience.  Applicable state licenses to sell products.  Preferred Qualifications  15+ years industry experience.  Education  Bachelor's degree.  Business Overview  At Aetna, a CVS Health company, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.  We are committed to maintaining a diverse and inclusive workplace. CVS Health is an equal opportunity and affirmative action employer. We do not discriminate in recruiting, hiring or promotion based on race, ethnicity, gender, gender identity, age, disability or protected veteran status. We proudly support and encourage people with military experience (active, veterans, reservists and National Guard) as well as military spouses to apply for CVS Health job opportunities.",2021_10_09_12_15_Sales_dataFile,Unknown
JDRAW_05123,Sales Marketing Coordinator,Motion Recruitment,"New York, NY",Sales / Business Development,"Marketing, Sales, and Administrative",Associate,Full-time,"Our clients, a large media and entertainment company In Los Angeles, CA is looking to hire a Sales Planner to assist the planning and sales teams in developing and executing marketing/media proposals for the Beijing Winter Olympics and assist with the planning team in working with cross functional departments (research, finance, marketing, operations) to create strategic Olympic proposals (linear + digital) to maximize revenue across the division  This position will be a 6+ month contract potential to extend offering Health, Dental and 401K-  Required Skills & Experience Organize and execute on all closed group deals for the Tokyo Olympics by creating organization charts, posting templates, and monitoring the production of creative and custom elements During the Olympic window execute and monitor campaign delivery for large scale group deals, including pulling delivery to date, optimizing campaigns and drafting updates for client/agency outreach  Lead the process of gathering all campaign elements (airchecks, digital screenshots) in flight to be included in client recaps at the conclusion of the Olympics   Assist in tracking overall Olympic revenue pacing across the division, in conjunction with the finance department, and report to senior management Minimum 1 years media experience with knowledge of broadcast, digital, social and out of home preferred Must be proficient in PowerPoint, Word, and Excel Familiarity with broadcast and/or digital sales systems a plus Familiarity with media math, Nielsen, Comscore  The Offer Competitive Pay: Up to $15/hr - DOE Contract Duration: 6+ month  You will receive the following benefits: Medical & Dental Insurance 401(k) company match Paid Sick Leave Pre-tax Commuter Benefit  Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.",2021_10_09_12_15_Sales_dataFile,Unknown
JDRAW_05124,Regional Sales Executive - Northeast,Papaya Global,"New York, NY",Sales / Business Development,Sales and Business Development,Associate,Full-time,"Papaya Global provides a payroll management platform and global workforce management solutions to companies operating in 140+ countries. Through our innovative technology, we allow our clients to manage their global payrolls, EoRs, and independent contractors in an efficient, secure, compliant, and cost-effective manner.  As Regional Sales Executive you will hold primary responsibility for identifying and bringing in new business. In this role, you will be reporting directly to the Regional Sales Leader.  Key Responsibilities Include Developing new business through proactive lead generation, with a primary focus on start-ups, scale-ups, and mid-market clients; Working closely with Group Marketing to ensure high conversion from MQLs to SQLs and enhance overall Marketing effectiveness; Staying abreast of the latest trends and developments related to global payroll, HR, and technologies; and understanding how to translate these trends into sales opportunities; Managing the entire sales process efficiently and effectively; from initial contact and product demo, to contract negotiations and handover to our service delivery teams; Presenting and demonstrating the Papaya Global value proposition and product offering verbally, through compelling tailored proposals (Word and PowerPoint) and by hosting technology demos; Working closely with Customer Success Managers and other internal resources to ensure a high-quality and seamless customer experience; Hitting and exceeding individual targets consistently; Requirements Minimum of 2-3 years of relevant technology sales/account management experience; Excellent English; written and verbal communication skills (Spanish a plus); University degree or a comparable level achieved through experience; General understanding of the global payroll, HR, and PEO space is preferred; willingness and eagerness to learn quickly and continuously is a must; Appreciation for the international expansion space in general; and for working in a global, cross-cultural, and multilingual organization in particular; Proven track record as a true hunter and consultative solution seller, ideally in the global HR/payroll space, is a must; Entrepreneurial mindset, hutzpah, and self-motivation are required; Team spirit: albeit an individual contributor role, you will be required to closely collaborate, share best practices and experiences, and celebrate wins with peers and colleagues on a regular basis; Domestic and international travel may be required up to 10%",2021_10_09_12_15_Sales_dataFile,Unknown
JDRAW_05125,Senior Sales Administrator of Hemp Operations (CBD),Curaleaf,"New York, NY",Sales / Business Development,Sales and Business Development,Associate,Full-time,"Curaleaf Holdings, Inc. (CSE: CURA) (OTCQX: CURLF) (""Curaleaf"") is a leading international provider of consumer products in cannabis, with a mission to improve lives by providing clarity around cannabis and confidence around consumption. As a high-growth cannabis company known for quality, expertise, and reliability, the company and its brands, including Curaleaf and Select provide industry-leading service, product selection, and accessibility across the medical and adult-use markets. In the United States, Curaleaf currently operates in 23 states with 108 dispensaries, 22 cultivation sites, and over 30 processing sites, and employs over 5,000 team members. Curaleaf International is the leading vertically integrated cannabis company in Europe with a unique supply and distribution network throughout the European market, bringing together pioneering science and research with cutting-edge cultivation, extraction, and production. Home | Curaleaf | Cannabis with Confidence  Our corporate social responsibility is Rooted In Good Diversity, Equity, Inclusion + Social Equity + Sustainability Social Responsibility | Curaleaf | Cannabis with Confidence We believe in taking corporate and social responsibility very seriously, from our educational outreach to national partnerships, state-wide initiatives and local causes. Giving back to the communities where we operate is important to us, and helps to change old attitudes by showing the positive impact of cannabis in creating jobs, changing lives, and helping local communities.  We educate. We advocate. We give.  The Sr. Sales Administrator of Hemp Operations and Customer Solutions will be responsible for managing all functions associated with producing, selling, and fulfilling orders of hemp derived products. They will oversee the Curaleaf Hemp and Select brand portfolio. This role will include maintaining a profitable co-manufacturer network, managing third party logistics relationship, order fulfillment, e-commerce (Shopify) maintenance, etc.  We are looking for someone that has a proven skillset in operations and strong negotiation capabilities. CPG experience is mandatory. The candidate, must be able to work cross functionally with finance, sales, production, etc.  Essential Functions (included, But Not Limited To) Set operations KPIs (key performance indicators) and metrics to measure effectiveness of various stakeholders Build and maintain a profitable co-manufacturer/co-packer network for production of hemp derived products On-board new customers via administrative duties, EDI mapping, etc. Optimize relationship with third party logistics company. Certify EDI (order to cash) flow is seamless, and orders are processed on time in full. Monitor performance and administer semiannual reviews Work cross functionally with finance to maintain accurate inventory counts on raw materials/finished good and accounts receivable Ensure purchase order fulfillment expectations for customers and distribution partners are being met. Measured by on time in full metrics. Adjust when necessary to close gaps and reduce costs Monitor and optimize e-commerce presence via Shopify. Ensure site is kept current with inventory, orders are processed on time, measure analytics for improvement, etc. Build production schedule based on sales data trends and forecasts. Confirm accurate inventory levels at all times Establish budget for operations investments and consistently seek cost saving opportunities Respond swiftly and effectively to internal and external crises to assure satisfactory resolution; support/monitor AR collections from past due customers/distributors Create distributor reports and other system generated reports utilizing ERP Validate and process all invoices and purchase orders in a timely manner Support Vice President of CBD/Wellness to build a profitable hemp derived segment for the Curaleaf company Minimum Requirements Location: Ability to commute daily to NYC office at 420 Lexington Ave preferred Bachelor's degree At least 5 years of operations experience, plus 3 years of experience in CPG History of setting and driving strategic initiatives in operations Experience with EDI preferred Experience working with co-manufacturers preferred Experience working with 3PL(s) preferred Sales experience preferred Experience with distributor management preferred Limited e-commerce experience preferred Ability for travel, 20% Current and valid drivers license with a clean driving record Subject to background check per state cannabis regulations Competencies Team player- ability to work seamlessly with multiple internal and external partners Ability to adapt and prosper in an ever changing / competitive atmosphere Strong problem-solving and analytical skills- able to create and discuss reports Strong negotiation skills Excellent oral and written communication skills Excellent customer service skills Passion for delivering value to the customer Candidates will be subject to a background check per state cannabis regulations. Candidates should be prepared to adapt to frequent/last minute adjustments to daily schedules, give special attention to detail, documentation and organization.  Curaleaf Equal Employment Employer  Curaleaf is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.  By submitting your interest in this job, you agree to receive text notifications with additional steps to complete your job application. You will receive up to 6 messages from the number ""63879"". Message & data rates may apply. Please refer to our privacy policy for more information.",2021_10_09_12_15_Sales_dataFile,Unknown
JDRAW_05126,"Associate, Corporate Fixed Income Sales","Santander Bank, N.A.","New York, NY",Sales / Business Development,Finance and Sales,Associate,Full-time,"The Analyst/Associate-Corporate Fixed Income Sales is responsible for the origination, structuring, distribution and execution of hedging strategies and other derivative products to major corporations, mid corps and institutions. Interact with Clients and internal stakeholders.  Additional Responsibilities Creates Pitch Book presentations with market information and hedging strategies Help senior team members in the execution, calculation and booking of derivative transactions with Clients and other Bank counterparties Identify currency and interest rate exposures for Clients Oversees the development of financial models for exposure and return metrics Participates in on-boarding process, from gathering Client information to ISDA negotiations At Santander, we value and respect differences in our workforce and strive to increase the diversity of our teams. We encourage everyone to apply. Bachelor's Degree or equivalent work experience - Business or equivalent field. 0-6 years - Financial Services internship experience, Business Development, Product Specialist Management, or related experience Ability to analyze/understand leading technologies and companies Ability to influence and drive complex initiatives and manage logistics with internal stakeholders Ability to travel within assigned territory as required Ability to work independently Expert presentation and public speaking skills Intellectually product savvy, energetic, and self-motivated with strong initiative to achieve sales goals Proficiency in Microsoft office products - Word, Excel and Outlook Strong analytical / problem solving skills Strong relationship management and negotiation skills Primary Location: New York, New York, United States  Other Locations: New York-New York  Organization: Santander Bank, N.A.  AN EQUAL OPPORTUNITY EMPLOYER M/F/Vet/Disabled/SO  2101550",2021_10_09_12_15_Sales_dataFile,Unknown
JDRAW_05127,Key Account Manager (Oncology) - Northeast,"Hologic, Inc.","New York, NY",Sales / Business Development,Sales and Business Development,Associate,Full-time,"Are you good at building strong relationships and are excited about working for a growing leader in the Oncology space? Then it is time to consider a career at Biotheranostics, a Hologic company.  Due to our success and continued growth, we are looking to add to our Commercial Team and bring in exceptional talent with big ideas, strong personalities, and a lot of potential to be part of this amazing journey.  Think this role is for you?  As a Key Account Manager at Biotheranostics, you will thrive at managing and enhancing relationships with strategic key accounts, these include Academic Centers, Integrated Delivery Networks, Medical Groups, Integrated Delivery Systems, etc.  From the day-to-day smooth management of the account relationship to the strategic partnership development, you will be in the driving seat. You will be responsible for the development and implementation of Customer Development Plans for your designated accounts.  Playing to your interpersonal and influencing skills and commercial acumen you will help to develop our key academic and thought leader relationships, as well as working with our state, regional and district business leaders to ensure appropriate levels of support are given to these accounts.  Key Outcomes:  Your reputation within the Oncology space, and deep relationships with Key Opinion Leaders will support us in reaching more patients by equipping us with the ability to get our products in front of the right teams, maximizing our patient outcomes and commercial returns.  Always thinking strategically, you will understand and execute upon the opportunities to maximize revenue streams within your accounts as well as helping us to be proactive and mitigate account risk from our competitors.  And with strong knowledge of healthcare reform, you will be a local expert, the eyes and ears of the ever-evolving landscape of oncology diagnostics. Whether you prefer working in an office, or from the comfort of your home, we offer flexible working to all of our employees.  Do you have what it takes?  Outside of your account relationships and ability to deliver you will love the opportunity to be part of a successful and team-driven culture.  You will work across the breadth of our business but can expect to be chatting with teams such as sales management, local reps, Field Science and Medical Science Liaisons, regularly, so having a conversational attitude is important.  You will also be able to soak up information quickly, and share it in a concise and informative manner, and given your background in pharmaceutical or biotech sales/marketing, we know this will come easily to you.  Join us as a Key Account Manager and grab the opportunity to improve lives across the whole world as part of the Hologic Family. It all starts here. What are you waiting for?  Additional Qualifications And Other Information BA/BS Degree Required 5+ years of Oncology Diagnostics, Pharmaceutical or Biotech Sales/Marketing experience 3+ years as an Oncology Key Account Manager in a similar capacity 75% travel within the region  Hologic, Inc. is proud to be an Equal Opportunity Employer inclusive of disability and veterans.  Agency And Third Party Recruiter Notice  Agencies that submit a resume to Hologic must have a current executed Hologic Agency Agreement executed by a member of the Human Resource Department. In addition, Agencies may only submit candidates to positions for which they have been invited to do so by a Hologic Recruiter. All resumes must be sent to the Hologic Recruiter under these terms or they will not be considered.",2021_10_09_12_15_Sales_dataFile,Unknown
JDRAW_05128,Sales Development Representative,Suggestr,"Singapore, Singapore",Sales / Business Development,Unknown,Unknown,Contract,"Suggestr is one of the fastest-growing product recommendations solutions for Shopify stores, backed by Entrepreneur First and leading angel investors in the e-commerce space.  We bring Facebook-quality product recommendations for DTC brands on Shopify, enabling them to increase store-wide conversion rates by up to 19%.  We are looking for an energetic self-starter with the ability to communicate clearly with influence to lead product demos for inbound interests, build rapport, and establish long-term relationships.   Responsibilities Update and manage all sales activities, opportunities, and account information in CRM Consistently achieve monthly quota of qualified opportunities Qualify prospects on calls and conduct sales presentations (some calls maybe in PST daytime)  Qualifications Bachelor's degree in Business or a related field At least 1 prior sales experience (internships are acceptable) Excellent written and verbal communication skills Ability to multi-task, organize, and prioritize work",2021_10_10_12_31_Sales_dataFile,Unknown
JDRAW_05129,"Director of Sales, Club & Mass",Banza,"New York, NY",Sales / Business Development,Sales and Business Development,Director,Full-time,"Location: Remote  Who We Are: Banza reimagines your favorite comfort foods, like pasta, pizza, mac & cheese and rice, using chickpeas. Why? Because we know chickpeas aren't just delicious, they're also one of the most nutritious and sustainable foods. Yet 80% of the country isn't eating enough of them. Our mission is to inspire people to eat more chickpeas and other beans, making a positive impact on human health and the environment. Banza is the fastest-growing pasta brand in the country, and our products are available in over 17,000 stores nationwide. We've been named TIME Magazine's Best Invention of the Year, Adweek's Best Food Brand, and are proud to have fans at Good Morning America, The New York Times, Food & Wine, Bon Appetit and more.  Your Mission: Banza has grown to date with an analytical mindset, a scrappy sales approach, and a passionate team. We want to accelerate our growth while staying analytical, scrappy, and passionate, and are looking for a sales leader to take up that mantle. We've grown 50-100% YoY for the last several years, and plan to continue that growth. You will lead our efforts to expand Club and Mass accounts, design and implement sales strategies across retailers including Costco, and execute those plans through meetings, broker management, and consistent communication. You'll have a direct impact on how we advance our mission and build our business across pasta, pizza, mac & cheese, rice, and new category launches.  What You'll Do: Strategic Account Management: own sales targets across Banza's key Club and Mass accounts, including selling new products to customers, account business planning support, build long term strategic plans, and execution of business portfolio strategies Use your analytical skills to identify opportunities and share impactful sales stories with our customers Build winning relationships with the retailers, broker, distributor team and category managers to ensure top notch execution and continued growth Proactively identify areas for improvement or new opportunities among your assigned customers, and take action across distribution, price optimization, product placement, and promotional effectiveness Execute promotional plans that drive positive gains and ROI Work alongside Category Management and Growth teams to support planning/analytical inputs, while delivering strategic insights and decision making Lead a regular strategic assessment of existing and potential accounts across existing and new product lines Develop strategic annual business plans and track to achieve or exceed net sales targets Represent Banza at retail meetings, trade events, broker meetings, and industry conferences  Who You Are: BA/BS with progressive experience (7-10+ years) working in sales/account management within the conventional grocery and club channels Experience from big CPG, high-growth startup, or ideally both Data analysis or Category management experience preferred Costco, Walmart and/or Target experience is highly preferred Strong Planning and Customer Management Skills of multiple customers at once, with excellent analytical skills and attention to detail Substantial experience with syndicated data (Nielsen, IRI, SPINS, etc.) Excellent verbal and written presentation and communication skills Proven ability to produce visually compelling presentations Strong knowledge of food retail environment/practices Willingness to be flexible, adaptable, and proactive in a constantly changing industry and company Self-starter that thrives in fast paced environment Ability to travel up to 25% of the time if needed (post-COVID) Must love Banza!  We're very aware of the research showing that historically underrepresented groups are less likely to apply to a job if they don't believe that they meet all of the criteria. Are you hesitant to submit an application because you're not sure if you check every box? Please apply anyway with a thoughtful cover letter! We would love to hear from you to discuss how you can help us build a great team at Banza.  Our Commitment: Banza is committed to a diverse and inclusive workforce. To achieve our mission of making nutritious food more accessible we greatly benefit from a range of perspectives, which comes from diversity of all types, at all levels of the organization. Achieving true diversity and inclusion is the right thing to do and the smart thing for our business. So we strongly encourage women, veterans, people with all abilities, people of color and gender nonconforming candidates to apply.  Banza is an Equal Opportunity Employer and does not discriminate on the basis of an individual's sex, age, race, color, creed, national origin, alienage, religion, marital status, pregnancy, sexual orientation or affectional preference, gender identity and expression, disability, genetic trait or predisposition, carrier status, citizenship, veteran or military status and other personal characteristics protected by law. All applications will receive consideration for employment without regard to legally protected characteristics. Banza will consider qualified applicants including those with criminal histories consistent with legal requirements.  To Apply: Write a cover letter describing why you want to join Banza and would be a great fit in this role and apply directly to this posting. If you have any questions, please email jobs@eatbanza.com.",2021_10_09_17_03_Sales_dataFile,Unknown
