Phrase_ID,Source,Source_Record_ID,Company,Country,Industry,Job_Function,Position,Seniority,Phrase,Word_Count,Phrase_Type,Competency
P_008504,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,Resolve transactional issues as needed.,5,Responsibility,Agentic
P_018139,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Ensuring stock shortfalls are avoided whilst keeping stock levels to a minimum.,12,Responsibility,Neutral
P_011397,2021_10_09_12_15_Sales_dataFile,JDRAW_05287,Lucas Group,"Phoenix, AZ",Sales / Business Development,Sales,Account Manager (Sales) AZ/NM,Associate,Maintain the knowledge required to be able to demonstrate standard equipment and software.,13,Requirement,Neutral
P_018786,2021_10_09_01_12_Sales_dataFile,JDRAW_06694,BigTeams,United States,Sales / Business Development,Unknown,Inside Sales Representative,Unknown,Ability to achieve targets with little to no supervision.,9,Skill,Agentic
P_008104,Philippines_Entry_dataFile,JDRAW_02265,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,The PM will work alongside a team of Project Managers.,10,Responsibility,Communal
P_007426,Ireland_Director_dataFile,JDRAW_01929,Cpl,Ireland,Procurement / Sourcing / Supply Chain,Unknown,Credit Controller - 3 Month Contract,Director,Handle day to day Credit and Collection activities on customer accounts,11,Requirement,Neutral
P_007426,Ireland_Director_dataFile,JDRAW_01929,Cpl,Ireland,Procurement / Sourcing / Supply Chain,Unknown,Credit Controller - 3 Month Contract,Director,Liaising with Customer Services to ensure customer queries are resolved on a timely basis,14,Skill,Communal
P_019151,2021_10_09_12_59_Sales_dataFile,JDRAW_06814,360F,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Account Manager,Entry level,Develop strategies and content that will retain and satisfy customers.,10,Skill,Agentic
P_022704,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Facilitate team and client meetings effectively.,6,Skill,Communal
P_007290,Indonesia_Director_dataFile,JDRAW_01794,JPMorgan Chase & Co.,Indonesia,Project Management / Programme Management,Unknown,Commercial Bank - Wholesale Lending Services - Credit Product Delivery - Associate,Director,This position will be based in [Location].,7,Requirement,Neutral
P_007278,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"Financing, insurance, guarantees, currency & commodity hedging, CF.",8,Requirement,Neutral
P_008281,Romania_Associate_dataFile,JDRAW_02363,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Manages projects involving external partners to the factory.,8,Skill,Agentic
P_022716,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Strong leadership skills,3,Skill,Agentic
P_022716,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,decision-making abilities,2,Skill,Agentic
P_013251,2021_10_08_11_02_Sales_dataFile,JDRAW_05601,Michael Page,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,APAC Sales Manager (Chemicals to Paper Industry),Entry level,"Develop market share in [Location], while working with distributors and service companies serving the paper industry.",16,Requirement,Neutral
P_020939,2021_10_09_16_33_Sales_dataFile,JDRAW_07247,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Purchasing Trainee (West Area),Internship,Graduates interested in this position should possess a Polytechnic Diploma or Professional Certification.,13,Requirement,Neutral
P_007262,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,A professional collaboration between the [Company] project roles is key for the overall project success.,15,Skill,Communal
P_007262,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Describe the remarkable challanges & characteristics of this position/ role.,10,Other,Neutral
P_007271,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Prepares commercial documentation for regular project status meetings and ensures the accuracy of the commercial project data.,17,Requirement,Neutral
P_007265,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Coordinates with Legal for document review and holds commercial project status meetings with relevant parties.,15,Skill,Communal
P_006714,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,must be a change leader,5,Skill,Agentic
P_006714,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Navigate uncertainty,2,Skill,Agentic
P_021994,2021_10_09_19_55_Sales_dataFile,JDRAW_07494,Ramboll,"Singapore, Singapore",Sales / Business Development,Administrative and Human Resources,Market and Business Development Manager,Mid-Senior level,"Strategic Planning - Creating the capacity for business value and developing business plans for the department, Business Unit and/or PBU.",20,Skill,Agentic
P_022710,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Minimum 2 years of experience in Client Services Management preferably in the video game industry.,15,Requirement,Neutral
P_008101,Philippines_Entry_dataFile,JDRAW_02265,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,Market Research Professional.,3,Requirement,Neutral
P_008101,Philippines_Entry_dataFile,JDRAW_02265,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,Experienced Project Manager.,3,Skill,Agentic
P_008107,Philippines_Entry_dataFile,JDRAW_02265,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,"Ability to act quickly to replace no-shows, follow up with late respondents, send last minute materials.",16,Skill,Agentic
P_008503,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"Growing the product category profitably in line with gross margin targets, while adhering to working capital and inventory requirements.",19,Requirement,Neutral
P_004098,2021_10_09_06_44_Sales_dataFile,JDRAW_00509,Ewellix China,"Guangdong, China",Sales / Business Development,Unknown,DD Sales South China,Unknown,Drive initiatives for distribution business growth.,6,Responsibility,Agentic
P_004098,2021_10_09_06_44_Sales_dataFile,JDRAW_00509,Ewellix China,"Guangdong, China",Sales / Business Development,Unknown,DD Sales South China,Unknown,Coordinate initiatives according to sales team strategy.,7,Responsibility,Agentic
P_019321,2021_10_09_01_12_Sales_dataFile,JDRAW_06840,Le Bleu Enterprises,Greensboro--Winston-Salem--High Point Area,Sales / Business Development,Unknown,Regional Sales Representative,Unknown,"While you would be centered in the [Location], our reps have the ability to sell into other key [Location] markets.",20,Responsibility,Neutral
P_007322,Indonesia_Director_dataFile,JDRAW_01811,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,"Working from [Location], you will help to develop a new portfolio of clients.",13,Responsibility,Agentic
P_009610,2021_10_08_23_43_Sales_dataFile,JDRAW_04881,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,"Collaborate with content partnership and product colleagues to develop, test, execute, and measure ideas for specific brand and agency clients.",20,Responsibility,Communal
P_018377,2021_10_09_22_38_Sales_dataFile,JDRAW_06546,Robert Half,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Accounting/Auditing and Finance,Controller (Business Controlling & Supply Chain),Director,"Monitor, evaluate and perform complex scenario analysis and present financial simulations.",11,Requirement,Agentic
P_018377,2021_10_09_22_38_Sales_dataFile,JDRAW_06546,Robert Half,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Accounting/Auditing and Finance,Controller (Business Controlling & Supply Chain),Director,Prepare and consolidate supply chain results and performance trends.,9,Responsibility,Agentic
P_018377,2021_10_09_22_38_Sales_dataFile,JDRAW_06546,Robert Half,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Accounting/Auditing and Finance,Controller (Business Controlling & Supply Chain),Director,Review strategic plans and track supply chain's project costing activities.,10,Responsibility,Agentic
P_018141,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Accurately projecting supply shortfalls and surpluses in a timely manner.,10,Requirement,Agentic
P_018325,2021_10_09_22_38_Sales_dataFile,JDRAW_06520,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Hands-on experience in Google Analytics.,5,Requirement,Neutral
P_004102,2021_10_09_06_44_Sales_dataFile,JDRAW_00509,Ewellix China,"Guangdong, China",Sales / Business Development,Unknown,DD Sales South China,Unknown,Distributor validation process and approval matrix management.,7,Responsibility,Neutral
P_006717,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,Demonstrate understanding of the risks and downstream impacts of inaccurate data capture.,12,Requirement,Neutral
P_006717,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,High degree of numeracy and aptitude for analytical examination of problems.,11,Skill,Agentic
P_007281,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"Manage delegation processes, ECC, Customs, and external auditors.",8,Responsibility,Agentic
P_007281,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"Drives interpersonal relationship, fosters effective communication and manages conflicts.",9,Skill,Communal
P_007281,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Interacts with all relevant stakeholders to ensure execution of project financing issues.,12,Responsibility,Communal
P_006706,India_Director_dataFile,JDRAW_01438,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,The role will report to the Head of [Location] Credit Product Delivery.,12,Other,Neutral
P_018149,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Continuous improvement of sourcing activities by identifying and implementing best practices.,11,Responsibility,Agentic
P_018320,2021_10_09_22_38_Sales_dataFile,JDRAW_06520,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Assist with additional ad hoc tasks to support the team.,10,Responsibility,Communal
P_018316,2021_10_09_22_38_Sales_dataFile,JDRAW_06520,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Be the point of contact for all client requests.,9,Responsibility,Communal
P_018316,2021_10_09_22_38_Sales_dataFile,JDRAW_06520,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Ensure that briefs are met with quality and timeliness.,9,Skill,Agentic
P_008279,Romania_Associate_dataFile,JDRAW_02363,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Structures the organization chart of the project.,7,Responsibility,Agentic
P_018152,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Work in project teams with colleagues and client staff to develop innovative procurement and supply chain solutions.,17,Responsibility,Communal
P_008513,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,Ability to create reports and analyze data.,7,Skill,Agentic
P_008513,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"Proficiency in Excel, PowerPoint, Word.",5,Requirement,Neutral
P_018156,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Managing a team of 11-50 people.,6,Responsibility,Agentic
P_006555,Hong_Kong_Entry_dataFile,JDRAW_01325,PCCW Solutions Limited,Hong Kong,Project Management / Programme Management,Unknown,Programme Manager - Pension,Entry,Experience in driving development of project management capability and adoption of critical project management techniques,15,Requirement,Agentic
P_011280,2021_10_08_23_43_Sales_dataFile,JDRAW_05258,Airswift,"Perm, Perm, Russia",Sales / Business Development,Sales and Business Development,Key account manager (Service - Ural region),Associate,"Providing technical information and consulting technical support to design institutes, technical services and customer procurement services",16,Requirement,Communal
P_011280,2021_10_08_23_43_Sales_dataFile,JDRAW_05258,Airswift,"Perm, Perm, Russia",Sales / Business Development,Sales and Business Development,Key account manager (Service - Ural region),Associate,Organizing and conducting seminars and presentations,6,Requirement,Agentic
P_011280,2021_10_08_23_43_Sales_dataFile,JDRAW_05258,Airswift,"Perm, Perm, Russia",Sales / Business Development,Sales and Business Development,Key account manager (Service - Ural region),Associate,Conducting price negotiations,3,Requirement,Agentic
P_018157,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,"At least 1 year experience as a Planning/ Forecasting, Sourcing or Supply Chain Consulting within Manufacturing, Transport & Logistics and Hospitality.",21,Requirement,Neutral
P_022712,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Degree in Management or relevant experience.,6,Requirement,Neutral
P_008512,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"Experience developing and driving integrated growth programs, using data mining and tools to target appropriate customer segments.",17,Requirement,Agentic
P_008511,South_Africa_Director_dataFile,JDRAW_02503,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"Ability to drive improvements in inventory management processes, forecasting, and surplus management.",12,Requirement,Agentic
P_016995,2021_10_09_17_34_Sales_dataFile,JDRAW_06327,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Wedding Sales Executive,Associate,Willingness to travel independently to other countries.,7,Requirement,Agentic
P_010112,2021_10_09_01_12_Sales_dataFile,JDRAW_05070,Beacon Building Products,"Nashville, TN",Sales / Business Development,Sales and Business Development,Outside Sales Representative,Entry level,Meet or exceed the sales and margin expectations for the assigned territory.,12,Requirement,Agentic
P_008276,Romania_Associate_dataFile,JDRAW_02363,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Report to the steering committee.,5,Requirement,Agentic
P_014544,2021_10_10_15_21_Sales_dataFile,JDRAW_05843,Zebra Technologies,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,Sales Eng Sr,Mid-Senior level,"Develops strong relationships with sales team, internal engineering, and key technical customer contacts.",13,Requirement,Communal
P_022720,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"Honest & open communication, speaks up in meetings, shares opinions.",10,Skill,Communal
P_020945,2021_10_09_16_33_Sales_dataFile,JDRAW_07251,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,"Learn about sourcing, procurement and coordination with multiple functions including purchasing, project, production, sales and quality.",16,Requirement,Communal
P_022703,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Ensure correct quality control procedures are carried out.,8,Requirement,Agentic
P_022708,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Communicate effectively with clients to identify needs and evaluate alternative business solutions.,12,Skill,Communal
P_018146,2021_10_09_22_38_Sales_dataFile,JDRAW_06491,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Developing and leading sourcing strategies together with cross-functional teams across the organisation.,12,Requirement,Agentic
P_000964,2021_10_08_11_02_Sales_dataFile,JDRAW_00102,Honeywell,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,"Sr Sales Representative,Beijing,UOP,PMT",Associate,"Develop customer relationships through coordinating and attending trade shows, seminar, and events.",12,Requirement,Communal
P_019435,2021_10_09_12_59_Sales_dataFile,JDRAW_06863,Shopee,"Singapore, Singapore",Sales / Business Development,Marketing and Sales,Singapore Marketing (Big Campaigns),Entry level,Strong communication and writing skills.,5,Skill,Agentic
P_019810,2021_10_09_12_59_Sales_dataFile,JDRAW_06942,Unknown,"Singapore, Singapore",Sales / Business Development,Marketing and Sales,Merchandiser,Entry level,Ensure timely submission of documents to various stakeholders when new price revisions are made.,14,Requirement,Agentic
P_007261,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Responsible for the completion of all commercial/financial related matters.,9,Requirement,Agentic
P_009607,2021_10_08_23_43_Sales_dataFile,JDRAW_04881,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,Develop a detailed project plan to monitor and track progress,10,Responsibility,Neutral
P_002580,2021_10_09_09_30_Sales_dataFile,JDRAW_00289,PeopleScout,"Chicago, IL",Sales / Business Development,Sales and Business Development,Sales Engineer,Entry level,Listens to clients.,3,Skill,Communal
P_002580,2021_10_09_09_30_Sales_dataFile,JDRAW_00289,PeopleScout,"Chicago, IL",Sales / Business Development,Sales and Business Development,Sales Engineer,Entry level,Researches and presents technical solutions to clients to solve business challenges.,11,Responsibility,Neutral
P_012601,2021_10_09_14_59_Sales_dataFile,JDRAW_05496,Amazon,"Seattle, WA",Sales / Business Development,"Sales, Advertising, and Business Development","Sales Manager, Healthcare",Mid-Senior level,Lead a business team.,4,Skill,Agentic
P_012601,2021_10_09_14_59_Sales_dataFile,JDRAW_05496,Amazon,"Seattle, WA",Sales / Business Development,"Sales, Advertising, and Business Development","Sales Manager, Healthcare",Mid-Senior level,Drive customer engagement and adoption for an innovative leader in supply chain.,12,Responsibility,Neutral
P_001604,2021_10_10_15_21_Sales_dataFile,JDRAW_00167,Pfizer,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Operation Supervisor,Mid-Senior level,Create and adapt communication plans and messages in support of the local colleagues.,13,Responsibility,Neutral
P_001203,2021_10_09_16_58_Sales_dataFile,JDRAW_00134,Syniverse,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Sales Director,Director,"Prepare periodic sales report showing sales volume, potential sales, and areas of proposed client base expansion.",16,Responsibility,Neutral
P_020949,2021_10_09_16_33_Sales_dataFile,JDRAW_07251,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,Graduates interested in this position should possess a Poly Diploma Qualification.,11,Requirement,Neutral
P_007323,Indonesia_Director_dataFile,JDRAW_01811,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,Experience and knowledge of working in relevant environments.,8,Requirement,Neutral
P_013680,2021_10_10_07_00_Sales_dataFile,JDRAW_05670,Honeywell,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,"Sr Sales Excellence Spec.,Shanghai,BSEC,HBT",Associate,"Develop and assess sales support libraries and templates to enable scalable work processes, reporting and financial roll-up.",17,Responsibility,Neutral
P_009612,2021_10_08_23_43_Sales_dataFile,JDRAW_04881,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,Work with sales and ad ops teams to launch campaigns and assist in optimizations to maintain client goals.,18,Responsibility,Neutral
P_018326,2021_10_09_22_38_Sales_dataFile,JDRAW_06520,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Ability to tell a story on a presentation deck.,9,Skill,Agentic
P_019299,2021_10_09_12_59_Sales_dataFile,JDRAW_06832,Decathlon Singapore,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,"Product Management, Supply Chain, and Strategy/Planning",Regional Category Manager (SEA),Entry level,"Ensure profitable, sustainable growth in [Location].",6,Responsibility,Neutral
P_019299,2021_10_09_12_59_Sales_dataFile,JDRAW_06832,Decathlon Singapore,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,"Product Management, Supply Chain, and Strategy/Planning",Regional Category Manager (SEA),Entry level,Make available the best offer on [Company] products for their portfolio.,11,Responsibility,Neutral
P_007267,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"Supports the [Company] in identifying, evaluating, assessing risks & opportunities, strategies and response activities and ensures adherence of [Company] regulations.",20,Responsibility,Neutral
P_003434,2021_10_09_09_30_Sales_dataFile,JDRAW_00405,AstraZeneca,"Detroit, MI",Sales / Business Development,Sales,"Pharmaceutical Sales Specialist - Primary Care, Detroit, MI",Entry level,Bachelor's degree.,2,Requirement,Neutral
P_003434,2021_10_09_09_30_Sales_dataFile,JDRAW_00405,AstraZeneca,"Detroit, MI",Sales / Business Development,Sales,"Pharmaceutical Sales Specialist - Primary Care, Detroit, MI",Entry level,A valid driver's license and safe driving record.,8,Requirement,Neutral
P_003434,2021_10_09_09_30_Sales_dataFile,JDRAW_00405,AstraZeneca,"Detroit, MI",Sales / Business Development,Sales,"Pharmaceutical Sales Specialist - Primary Care, Detroit, MI",Entry level,"Knowledge of the medical, healthcare or pharmacy industry.",8,Requirement,Neutral
P_000284,2021_10_09_01_12_Sales_dataFile,JDRAW_00021,Aetna,"Atlanta, GA",Sales / Business Development,Business Development and Sales,"Vice President, New Business Sales - Public & Labor",Executive,"Meets public & labor growth sales production, retention and profitability objectives.",11,Responsibility,Agentic
P_020937,2021_10_09_16_33_Sales_dataFile,JDRAW_07247,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Purchasing Trainee (West Area),Internship,Negotiation for prices and contract terms with vendors.,8,Responsibility,Neutral
P_012803,2021_10_09_17_34_Sales_dataFile,JDRAW_05541,Westpoint Transit Pte Ltd,"Singapore, Singapore",Sales / Business Development,Unknown,Senior Sales Executive,Unknown,Responsible for building and maintaining a strong sales presence for [Company].,11,Responsibility,Neutral
P_012959,2021_10_08_11_02_Sales_dataFile,JDRAW_05566,Michael Page,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,Sales Head,Director,Ability to drive change and strong in change management.,9,Skill,Agentic
P_006570,Hong_Kong_Entry_dataFile,JDRAW_01329,JAC Group,Hong Kong,Sales / Business Development,Unknown,Sales Representative (Sporting Goods),Entry,Work effectively under critical deadlines.,5,Skill,Agentic
P_019706,2021_10_09_12_59_Sales_dataFile,JDRAW_06926,Lam Soon Singapore Pte Ltd,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Representative,Entry level,Proficiency in [Company] Office.,4,Requirement,Neutral
P_007264,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Drives the review and evaluation of the contract conditions.,9,Responsibility,Agentic
P_017508,2021_10_09_22_38_Sales_dataFile,JDRAW_06412,Axxel Marketing Sdn Bhd,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Wholesale Business Manager,Director,Possess business acumen.,3,Requirement,Neutral
P_017508,2021_10_09_22_38_Sales_dataFile,JDRAW_06412,Axxel Marketing Sdn Bhd,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Wholesale Business Manager,Director,Excellent communication skills.,3,Skill,Communal
P_022722,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Self-motivated.,1,Skill,Agentic
P_022722,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Innovative.,1,Skill,Agentic
P_022722,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Analytical.,1,Skill,Agentic
P_022722,2021_10_09_03_13_Sales_dataFile,JDRAW_07632,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Strong attention to detail and accuracy.,6,Skill,Agentic
P_018323,2021_10_09_22_38_Sales_dataFile,JDRAW_06520,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Speak Tagalog.,2,Requirement,Neutral
P_018323,2021_10_09_22_38_Sales_dataFile,JDRAW_06520,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Who should not apply?,4,Other,Neutral
P_009611,2021_10_08_23_43_Sales_dataFile,JDRAW_04881,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,Monitor campaign delivery and make adjustments/recommendations to clients with ops team accordingly.,12,Responsibility,Neutral
P_007266,Indonesia_Associate_dataFile,JDRAW_01787,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Ensures correct methodology for evaluation of risk and opportunities as defined.,11,Requirement,Neutral
P_014842,2021_10_10_15_21_Sales_dataFile,JDRAW_05914,Avient Corporation,"Shenzhen, Guangdong, China",Sales / Business Development,Sales,Area Sales Manager,Mid-Senior level,Ability to coach.,3,Skill,Communal
P_014842,2021_10_10_15_21_Sales_dataFile,JDRAW_05914,Avient Corporation,"Shenzhen, Guangdong, China",Sales / Business Development,Sales,Area Sales Manager,Mid-Senior level,Ability to mentor.,3,Skill,Communal
P_014842,2021_10_10_15_21_Sales_dataFile,JDRAW_05914,Avient Corporation,"Shenzhen, Guangdong, China",Sales / Business Development,Sales,Area Sales Manager,Mid-Senior level,Ability to develop direct reports.,5,Skill,Communal
