Phrase_ID,Source_Record_ID,Source,Company,Country,Industry,Job_Function,Position,Seniority,Phrase,Word_Count
P_007428,JDRAW_01929,Ireland_Director_dataFile,Cpl,Ireland,Procurement / Sourcing / Supply Chain,Unknown,Credit Controller - 3 Month Contract,Director,Ability to prioritise workloads in accordance with business needs.,9
P_022700,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"Planning, applying and adapting project strategies with the support of the Team Leads.",13
P_000985,JDRAW_00106,2021_10_08_11_02_Sales_dataFile,Michael Page,"Beijing, Beijing, China",Sales / Business Development,Other,We're hiring for ambitious & commercial Sales people,Not Applicable,"If you are looking to work for a company, who is currently experieninge high growth (which means lots of opportunities for you!)",22
P_008447,JDRAW_02434,Saudi_Arabia_Director_dataFile,Arbete Careers,Saudi Arabia,Sales / Business Development,Unknown,Senior Sales Supervisor,Director,Gross salary: SAR 19000 Experience: Minimum 2 years We are hiring for the position of Senior Sales Supervisor for our reputed client in the Oil & Gas industry.,27
P_020521,JDRAW_07128,2021_10_09_12_59_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Business Development,B2B Business Development Associate (B2B Sales and Marketing),Entry level,Responsibilities Acquire new clients & maintain existing customers Perform lead generation & canvassing to acquire new accounts.,15
P_010184,JDRAW_05082,2021_10_09_17_03_Sales_dataFile,Connect Search,"New Jersey, United States",Sales / Business Development,Sales and Business Development,Global Sales Director,Director,"Our client, a specialist Ingredients division of a larger group, is recruiting for a Global Sales Director to execute the commercial strategy in this specialist Ingredients portfolio.",27
P_022122,JDRAW_07510,2021_10_09_09_30_Sales_dataFile,BarBak Hospitality,"Charleston, SC",Sales / Business Development,Unknown,Outside Sales Representative,Unknown,Determine product/service value delivered throughout customer operations and effectively communicate value to customers to promote new business and sales.,18
P_012729,JDRAW_05518,2021_10_09_16_58_Sales_dataFile,BMMP,"Shanghai, China",Sales / Business Development,Business Development and Sales,Director Of Business Development,Director,"Build, grow and manage BD team, as client portfolio grows.",10
P_021516,JDRAW_07422,2021_10_09_09_30_Sales_dataFile,Unknown,United States,Sales / Business Development,Unknown,Sales Representative,Unknown,Using a laptop I can make about 50 calls per hour.,11
P_008504,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Work with ADI South African leadership team by clearly communicating new opportunities, new products or suppliers and resolve transactional issues as needed.",22
P_018139,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Ensuring stock shortfalls are avoided whilst keeping stock levels to a minimum.,12
P_011397,JDRAW_05287,2021_10_09_12_15_Sales_dataFile,Lucas Group,"Phoenix, AZ",Sales / Business Development,Sales,Account Manager (Sales) AZ/NM,Associate,Maintain the knowledge required to be able to demonstrate standard equipment and software.,13
P_018786,JDRAW_06694,2021_10_09_01_12_Sales_dataFile,BigTeams,United States,Sales / Business Development,Unknown,Inside Sales Representative,Unknown,Ability to achieve targets with little to no supervision.,9
P_021937,JDRAW_07482,2021_10_09_19_55_Sales_dataFile,AURORA Talent,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Sales Manager - Waterproofing,Mid-Senior level,Our client is a leading MNC operating within the Building Materials sector.,12
P_008104,JDRAW_02265,Philippines_Entry_dataFile,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,The PM will work alongside a team of Project Managers.,10
P_019296,JDRAW_06832,2021_10_09_12_59_Sales_dataFile,Decathlon Singapore,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,"Product Management, Supply Chain, and Strategy/Planning",Regional Category Manager (SEA),Entry level,"We believe that humans are at the heart of our business, innovation is endless and that the freedom to decide and act is vital in building a strong workforce.",29
P_007426,JDRAW_01929,Ireland_Director_dataFile,Cpl,Ireland,Procurement / Sourcing / Supply Chain,Unknown,Credit Controller - 3 Month Contract,Director,Principal Accountabilities Handle day to day Credit and Collection activities on customer accounts Liaising with Customer Services to ensure customer queries are resolved on a timely basis.,27
P_019151,JDRAW_06814,2021_10_09_12_59_Sales_dataFile,360F,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Account Manager,Entry level,You will work with the team to develop strategies and content that will retain and satisfy customers.,17
P_007966,JDRAW_02199,Norway_Entry_dataFile,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,Quorum Software is the world's largest provider of digital technology focused solely on business workflows that empower the next evolution of energy.,22
P_022704,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Facilitate team and client meetings effectively.,6
P_006703,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,"Description J.P. Morgan is a global leader in financial services, providing strategic advice and products to the world's most prominent corporations, governments, wealthy individuals and institutional investors.",26
P_007290,JDRAW_01794,Indonesia_Director_dataFile,JPMorgan Chase & Co.,Indonesia,Project Management / Programme Management,Unknown,Commercial Bank - Wholesale Lending Services - Credit Product Delivery - Associate,Director,"This position will be based in Jakarta, Indonesia.",8
P_007278,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"financing, insurance, guarantees, currency & commodity hedging), CF (e.g.",7
P_008281,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Manages projects involving external partners to the factory.,8
P_022716,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Skills Strong leadership skills and decision-making abilities.,6
P_013251,JDRAW_05601,2021_10_08_11_02_Sales_dataFile,Michael Page,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,APAC Sales Manager (Chemicals to Paper Industry),Entry level,"Job Description Develop market share in APAC, while working with distributors and service companies serving the paper industry.",18
P_020939,JDRAW_07247,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Purchasing Trainee (West Area),Internship,Graduates interested in this position should possess a Polytechnic Diploma or Professional Certification.,13
P_007262,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,A professional collaboration between the CPM and the General Project Manager is key for the overall project success.Describe the remarkable challanges & characteristics of this position/ role.,24
P_007271,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,SAP # Prepares commercial documentation for regular project status meetings and ensures the accuracy of the commercial project data (i.e.,18
P_007265,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"all attachments, ensures examination by Legal # Holds commercial project status meetings with the involved commercials (incl.",16
P_006714,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,must be a change leader Navigate uncertainty,7
P_021994,JDRAW_07494,2021_10_09_19_55_Sales_dataFile,Ramboll,"Singapore, Singapore",Sales / Business Development,Administrative and Human Resources,Market and Business Development Manager,Mid-Senior level,"Strategic Planning - Creating the capacity for business value and developing business plans for the department, Business Unit and/or PBU.",18
P_008152,JDRAW_02311,Philippines_Mid-Senior_dataFile,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,"Founded in August 2012 in Singapore, the group has a leading presence in eight markets under the brands Carousell, Mudah.my, Cho Tot, OneKyat, Ox Street and Refash, serving tens of millions of monthly active users.",34
P_022710,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Minimum 2 years of experience in Client Services Management preferably in the video game industry.,15
P_000251,JDRAW_00019,2021_10_09_01_12_Sales_dataFile,Aetna,"Atlanta, GA",Sales / Business Development,Sales and Business Development,Regional Vice President - Sales Meritain Health,Executive,"We do not discriminate in recruiting, hiring or promotion based on race, ethnicity, gender, gender identity, age, disability or protected veteran status.",22
P_007357,JDRAW_01872,Indonesia_Internship_dataFile,Somethinc - BeautyHaul,Indonesia,Sales / Business Development,Unknown,Management Trainee - Sales Leadership Development Program,Internship,About The Company Beautyhaul is one of the fastest-growing beauty companies in Indonesia that aspires to be the largest vertically integrated beauty ecosystem from supply to retail.,26
P_008101,JDRAW_02265,Philippines_Entry_dataFile,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,"FOR MARKET RESEARCH PROFESSIONALS WITH EXPERIENCE ONLY**IMMEDIATE JOINING* Due to our continued growth and expansion, TIS is seeking an experienced Project Manager to join our team.",27
P_008107,JDRAW_02265,Philippines_Entry_dataFile,The Insights Shop,Philippines,Project Management / Programme Management,Unknown,Project Manager,Entry,"Ability to act quickly to replace no-shows, follow up with late respondents, send last minute materials, etc.",16
P_008503,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Growing the product category profitably in line with gross margin targets, while adhering to working capital and IOS (Inactive, Obsolete, Surplus) requirements.",22
P_019298,JDRAW_06832,2021_10_09_12_59_Sales_dataFile,Decathlon Singapore,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,"Product Management, Supply Chain, and Strategy/Planning",Regional Category Manager (SEA),Entry level,"Game changers and sport lovers, our doors are wide open for you!",12
P_000961,JDRAW_00101,2021_10_08_11_02_Sales_dataFile,Sabre Corporation,"Beijing, Beijing, China",Sales / Business Development,Marketing and Sales,"Online Sales Director, North Asia",Director,"Join our life community at Sabre by following us on Twitter, Facebook and LinkedIn Stay connected with Sabre Careers",19
P_022723,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Benefits Work on exciting projects.,5
P_006602,JDRAW_01349,Hong_Kong_Executive_dataFile,BNP Paribas,Hong Kong,Procurement / Sourcing / Supply Chain,Unknown,"Vice President, Transaction Banking - Supply Chain Management",Executive,"As a global Bank, we truly believe that inclusion and diversity of our teams is key to our success in serving our clients and the communities we operate in.",29
P_004098,JDRAW_00509,2021_10_09_06_44_Sales_dataFile,Ewellix China,"Guangdong, China",Sales / Business Development,Unknown,DD Sales South China,Unknown,Drive and coordinate the initiatives for distribution business growth according to sales team strategy.,14
P_019321,JDRAW_06840,2021_10_09_01_12_Sales_dataFile,Le Bleu Enterprises,Greensboro--Winston-Salem--High Point Area,Sales / Business Development,Unknown,Regional Sales Representative,Unknown,"While you would be centered in the greater Triad area, our reps have to ability to sell into other key markets such as the Columbia, Charleston and the Charlotte, NC regions.",31
P_006327,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,Your curiosity can take you to work with our other business streams as well.,14
P_007322,JDRAW_01811,Indonesia_Director_dataFile,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,"About The Procurement Director - Financial Services/Trade Finance Role Working from Jakarta, you will help to develop a new portfolio of clients.",20
P_009610,JDRAW_04881,2021_10_08_23_43_Sales_dataFile,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,"Collaborate with content partnership and product colleagues to develop, test, execute, and measure ideas for specific brand and agency clients",20
P_018377,JDRAW_06546,2021_10_09_22_38_Sales_dataFile,Robert Half,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Accounting/Auditing and Finance,Controller (Business Controlling & Supply Chain),Director,"You will monitor, evaluate and perform complex scenario analysis and present financial simulations, prepare and consolidate supply chain results and performance trends, review strategic plans and track supply chain's project costing activities.",32
P_018141,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Accurately projecting supply shortfalls and surpluses in a timely manner.,10
P_018325,JDRAW_06520,2021_10_09_22_38_Sales_dataFile,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Hands-on experience in Google Analytics / GA Certifications.,6
P_004102,JDRAW_00509,2021_10_09_06_44_Sales_dataFile,Ewellix China,"Guangdong, China",Sales / Business Development,Unknown,DD Sales South China,Unknown,Distributor validation process and approval matrix.,6
P_011932,JDRAW_05357,2021_10_09_01_12_Sales_dataFile,Vyaire Medical,"Richmond, VA",Sales / Business Development,Sales,"Medical Device Sales Consultant - Richmond, VA",Associate,"At Vyaire, you will find a company that puts the customer at the center of all we do.",18
P_006717,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,understanding of the risks and downstream impacts of inaccurate data capture High degree of numeracy and aptitude for analytical examination of problems,22
P_007280,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"OR, Legal and Compliance, HR (incl.",6
P_007281,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"Delegation process), ECC, Customs, external auditors etc # Drives interpersonal relationship, fosters effective communication and manages conflicts # Interacts with all relevant stakeholders in order to ensure the execution of all issues with regard to project financing, e.g.",35
P_006706,JDRAW_01438,India_Director_dataFile,JPMorgan Chase & Co.,India,Project Management / Programme Management,Unknown,"Vice President - Manager - Credit Product Delivery India, Wholesale Lending Services Asia Pacific",Director,The role will report to the Head of India Credit Product Delivery.,12
P_018149,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Continuous improvement of sourcing activities by identifying and implementing best practices.,11
P_008274,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,"and externally (CP, Sales, QMM)",5
P_018320,JDRAW_06520,2021_10_09_22_38_Sales_dataFile,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Assist with additional ad hoc tasks to support the team as and when required.,14
P_018316,JDRAW_06520,2021_10_09_22_38_Sales_dataFile,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,"Be the point of contact for all client requests, ensuring that briefs are met with quality and timeliness.",18
P_008279,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Structures the organization chart of the project,7
P_018152,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Working in project teams with both colleagues and client staff from a wide variety of business areas to develop innovative procurement and supply chain solutions.,25
P_008513,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Ability to create reports and analyze data, adept at Excel, PowerPoint, Word.",12
P_020943,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,"JFS is an equal opportunity employer, committed to providing a working environment in which employees are encouraged to realise their full potential in an open atmosphere of trust, honesty and respect.",31
P_018156,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Managing a team of 11-50 people.,5
P_006555,JDRAW_01325,Hong_Kong_Entry_dataFile,PCCW Solutions Limited,Hong Kong,Project Management / Programme Management,Unknown,Programme Manager - Pension,Entry,Experience in driving development of project management capability and adoption of critical project management techniques,15
P_011280,JDRAW_05258,2021_10_08_23_43_Sales_dataFile,Airswift,"Perm, Perm, Russia",Sales / Business Development,Sales and Business Development,Key account manager (Service - Ural region),Associate,"Working with design institutes, technical services and customer procurement services: providing technical information and consulting technical support, organizing and conducting seminars and presentations on the services and products offered, conducting price negotiations",32
P_018157,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,"Ideal Profile You have at least 1 year experience ideally as a Planning/ Forecasting, Sourcing or Supply Chain Consulting within Manufacturing, Transport & Logistics and Hospitality.",24
P_022712,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Degree in Management (an asset) or relevant experience.,8
P_008512,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Experience developing and driving integrated growth programs across all sub-categories, using data mining and other tools to target appropriate customer segments.",20
P_007965,JDRAW_02199,Norway_Entry_dataFile,Quorum Software,Norway,Procurement / Sourcing / Supply Chain,Unknown,Contracts Administrator,Entry,"Then now is the time to join Quorum Software, a rapidly growing company and industry leader in oil & gas transformation.",20
P_008153,JDRAW_02311,Philippines_Mid-Senior_dataFile,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,"We have three technology development centers in Singapore, Taiwan, and India, as well as offices in Hong Kong, Malaysia, Philippines, Indonesia, Myanmar, and Vietnam.",24
P_006333,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,Consider this as an opportunity to take the next steps and grow.,12
P_020942,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,JFD is committed to offering the opportunity for our trainee to get involved with a challenging and exciting role.,19
P_009986,JDRAW_04969,2021_10_09_02_45_Sales_dataFile,Canonical,"Moscow, Moscow, Russia",Project Management / Programme Management,Project Management and Information Technology,Technical Engagement Project Manager,Associate,Our mission is to streamline and accelerate the adoption of open source across the entire global enterprise technology market.,19
P_006334,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,We will receive applications during the holiday season in July and the interviews will start after the holiday season in August.,21
P_008511,JDRAW_02503,South_Africa_Director_dataFile,Resideo,South Africa,Procurement / Sourcing / Supply Chain,Unknown,Access Control & Fire Category Manager,Director,"- Ability to drive improvements in inventory management processes, including SIOP (Sales, Inventory, Operations, Planning), forecasting, and IOS (Inactive, Obsolete, Surplus).",20
P_016995,JDRAW_06327,2021_10_09_17_34_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Sales and Business Development,Wedding Sales Executive,Associate,Are you willing to do whatever it takes (including travelling to other countries independently)?,14
P_010112,JDRAW_05070,2021_10_09_01_12_Sales_dataFile,Beacon Building Products,"Nashville, TN",Sales / Business Development,Sales and Business Development,Outside Sales Representative,Entry level,Our Ideal Candidate Will Meet or exceed the sales and margin expectations for the assigned territory.,16
P_008276,JDRAW_02363,Romania_Associate_dataFile,Bosch Romania,Romania,Project Management / Programme Management,Unknown,Project Manager,Associate,Report to the steering committee,5
P_014544,JDRAW_05843,2021_10_10_15_21_Sales_dataFile,Zebra Technologies,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,Sales Eng Sr,Mid-Senior level,"Develops strong relationships with sales team, internal engineering, and key technical customer contacts and leverages to Zebra's advantage",18
P_022720,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,"Honest & open communication, speaks up in meetings, shares opinions.",9
P_020945,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,"Trainee will learn about sourcing, procurement and coordination with multiple functions including but not limited to purchasing, project, production, sales and quality.",22
P_022703,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Ensure correct quality control procedures are carried out.,8
P_022708,JDRAW_07632,2021_10_09_03_13_Sales_dataFile,Keywords Studios,"St Petersburg, St Petersburg City, Russia",Project Management / Programme Management,Project Management,Chinese speaking Customer Support Project Manager - Video Games,Mid-Senior level,Communicate effectively with clients to identify needs and evaluate alternative business solutions.,12
P_018146,JDRAW_06491,2021_10_09_22_38_Sales_dataFile,White Sand Group,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Purchasing and Supply Chain,Procurement Director,Director,Developing and leading sourcing strategies together with cross-functional teams across the organisation.,11
P_000964,JDRAW_00102,2021_10_08_11_02_Sales_dataFile,Honeywell,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,"Sr Sales Representative,Beijing,UOP,PMT",Associate,"You will develop customer relationships through coordinating and/or attending trade shows, seminar, and similar events.",14
P_019435,JDRAW_06863,2021_10_09_12_59_Sales_dataFile,Shopee,"Singapore, Singapore",Sales / Business Development,Marketing and Sales,Singapore Marketing (Big Campaigns),Entry level,Strong communication and writing skills.,5
P_019810,JDRAW_06942,2021_10_09_12_59_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Marketing and Sales,Merchandiser,Entry level,Ensure timely submission of documents to various stakeholders when new price revisions are made.,14
P_007261,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,Mission/Position Headline: Responsible for the completion of all commercial/financial related matters.,9
P_009607,JDRAW_04881,2021_10_08_23_43_Sales_dataFile,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,Develop a detailed project plan to monitor and track progress,10
P_002580,JDRAW_00289,2021_10_09_09_30_Sales_dataFile,PeopleScout,"Chicago, IL",Sales / Business Development,Sales and Business Development,Sales Engineer,Entry level,"Listens, researches and presents technical solutions to clients to solve business challenges.",12
P_006328,JDRAW_01229,Finland_Mid-Senior_dataFile,Sofigate,Finland,Project Management / Programme Management,Unknown,SAP Project Managers,Mid-Senior,We offer an extensive learning and development program for all our employees covering e.g.,13
P_012601,JDRAW_05496,2021_10_09_14_59_Sales_dataFile,Amazon,"Seattle, WA",Sales / Business Development,"Sales, Advertising, and Business Development","Sales Manager, Healthcare",Mid-Senior level,Would you like to lead a business team to drive customer engagement and adoption for an innovative leader in supply chain?,21
P_001604,JDRAW_00167,2021_10_10_15_21_Sales_dataFile,Pfizer,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Operation Supervisor,Mid-Senior level,Create and adapt communication plans and messages in support of the local SMS colleagues.,14
P_001203,JDRAW_00134,2021_10_09_16_58_Sales_dataFile,Syniverse,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Sales Director,Director,"Prepare periodic sales report showing sales volume, potential sales, and areas of proposed client base expansion.",16
P_022343,JDRAW_07546,2021_10_09_19_55_Sales_dataFile,Unknown,"Singapore, Singapore",Sales / Business Development,Business Development and Sales,Senior Business Development Manager / Business Development Director,Mid-Senior level,We were 1 of the 3 agencies part of a national COVID initiative by ESG last year to help the retail sector.,22
P_020949,JDRAW_07251,2021_10_09_16_33_Sales_dataFile,Unknown,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,Management and Manufacturing,Supply Chain Trainee #SGUnitedTraineeship #SGUT,Internship,Graduates interested in this position should possess a Poly Diploma Qualification.,11
P_008154,JDRAW_02311,Philippines_Mid-Senior_dataFile,Carousell Group,Philippines,Procurement / Sourcing / Supply Chain,Unknown,Category Manager (Autos),Mid-Senior,"Carousell is backed by leading investors, including Telenor Group, Rakuten Ventures, Naver, STIC Investments and Sequoia Capital India.",18
P_007323,JDRAW_01811,Indonesia_Director_dataFile,Robert Walters,Indonesia,Procurement / Sourcing / Supply Chain,Unknown,Procurement Director - Financial Services/Trade Finance,Director,Key Requirements Experience and knowledge of working in relevant environments (i.e.,10
P_013680,JDRAW_05670,2021_10_10_07_00_Sales_dataFile,Honeywell,"Shanghai, Shanghai, China",Sales / Business Development,Sales and Business Development,"Sr Sales Excellence Spec.,Shanghai,BSEC,HBT",Associate,Develop and assess sales support libraries and templates to enable scalable work processes as well as right and fast reporting and financial roll-up.,22
P_009612,JDRAW_04881,2021_10_08_23_43_Sales_dataFile,TikTok,"Moscow, Moscow City, Russia",Project Management / Programme Management,Project Management and Information Technology,Project Manager,Mid-Senior level,"Work with both sales and ad ops teams to timely launch, and assist in campaign optimizations to ensure revenue is maintained and balanced with client goals",26
P_018326,JDRAW_06520,2021_10_09_22_38_Sales_dataFile,"Happy Marketer, A Merkle Company","Singapore, Singapore",Project Management / Programme Management,Information Technology,"Director, Delivery",Director,Your ability to tell a story on a Slide deck,10
P_019299,JDRAW_06832,2021_10_09_12_59_Sales_dataFile,Decathlon Singapore,"Singapore, Singapore",Procurement / Sourcing / Supply Chain,"Product Management, Supply Chain, and Strategy/Planning",Regional Category Manager (SEA),Entry level,"Your Role To satisfy sport users and ensure profitable, sustainable growth in Southeast Asia, the Offer & Supply Sport leader will have to make available the best offer on DECATHLON products for their portfolio.",33
P_007267,JDRAW_01787,Indonesia_Associate_dataFile,Siemens,Indonesia,Project Management / Programme Management,Unknown,Commercial Project Manager,Associate,"in FRG, PM guide # Supports the PM in identifying, evaluating, assessing risks & opportunities, strategies and response activities # Ensures adherence of NCM regulations, incl.",23
P_003434,JDRAW_00405,2021_10_09_09_30_Sales_dataFile,AstraZeneca,"Detroit, MI",Sales / Business Development,Sales,"Pharmaceutical Sales Specialist - Primary Care, Detroit, MI",Entry level,"Essential for the role Bachelor's degree A valid driver's license and safe driving record Desirable for the role Knowledge of the medical, healthcare or pharmacy industry and skills in clinical",30
P_001596,JDRAW_00167,2021_10_10_15_21_Sales_dataFile,Pfizer,"Beijing, Beijing, China",Sales / Business Development,Sales and Business Development,Operation Supervisor,Mid-Senior level,It is your hard work and focus that will make Pfizer ready to achieve new milestones and help patients across the globe.,22
P_000284,JDRAW_00021,2021_10_09_01_12_Sales_dataFile,Aetna,"Atlanta, GA",Sales / Business Development,Business Development and Sales,"Vice President, New Business Sales - Public & Labor",Executive,"Preferred Qualifications Meets public & labor growth sales production, retention and profitability objectives for assigned book of business.",17
