Analysis_Step,Model_Provider,Model_Name,Outcome,Prompt_Version,Formula,CV_framing,Seniority_level,Mean,Std,Median
Step_2a,minimax,MiniMax-M3,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.6381944444444443,0.5681488573279739,3.0
Step_2a,minimax,MiniMax-M3,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.1493055555555554,0.3828310705782749,2.0
Step_2a,minimax,MiniMax-M3,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.4743055555555555,0.5959378973126968,2.0
Step_2a,minimax,MiniMax-M3,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.0034722222222223,0.3302899929190079,2.0
Step_2a,minimax,MiniMax-M3,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.75625,0.5347180418637935,3.0
Step_2a,minimax,MiniMax-M3,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.2256944444444446,0.4264119786165517,2.0
Step_2a,minimax,MiniMax-M3,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.548611111111111,0.5431980188800714,3.0
Step_2a,minimax,MiniMax-M3,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.0833333333333335,0.32713722354675845,2.0
Step_2a,minimax,MiniMax-M3,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.5358958333333335,0.5064485100983319,2.67
Step_2a,minimax,MiniMax-M3,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.1575,0.384727731493488,2.0
Step_2a,minimax,MiniMax-M3,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.3602988186240443,0.4744543542737117,2.0
Step_2a,minimax,MiniMax-M3,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.02775,0.3202293631622053,2.0
Step_2a,minimax,MiniMax-M3,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.6145833333333335,0.5023182878071059,3.0
Step_2a,minimax,MiniMax-M3,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.1819444444444445,0.38772922387440834,2.0
Step_2a,minimax,MiniMax-M3,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.4256944444444444,0.49742163944779805,2.0
Step_2a,minimax,MiniMax-M3,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.0555555555555554,0.2576900049993211,2.0
Step_2a,minimax,MiniMax-M3,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.888888888888889,0.35973720450424973,3.0
Step_2a,minimax,MiniMax-M3,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.9805555555555556,0.222837153969903,3.0
Step_2a,minimax,MiniMax-M3,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.96875,0.3245714017863251,3.0
Step_2a,minimax,MiniMax-M3,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.0208333333333335,0.23188354653185095,3.0
Step_2a,deepseek,deepseek-v4-pro,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.1444444444444444,1.012759307319654,3.0
Step_2a,deepseek,deepseek-v4-pro,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.272222222222222,0.6366657025001583,2.0
Step_2a,deepseek,deepseek-v4-pro,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.888888888888889,0.9556613150833222,3.0
Step_2a,deepseek,deepseek-v4-pro,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.048611111111111,0.5033571949972903,2.0
Step_2a,deepseek,deepseek-v4-pro,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.722916666666667,0.6523831066632738,3.0
Step_2a,deepseek,deepseek-v4-pro,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.279861111111111,0.5003237119042939,2.0
Step_2a,deepseek,deepseek-v4-pro,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.495833333333333,0.6193402528928432,2.0
Step_2a,deepseek,deepseek-v4-pro,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.088888888888889,0.42557423269572225,2.0
Step_2a,deepseek,deepseek-v4-pro,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.3381944444444445,1.1097831758491767,3.0
Step_2a,deepseek,deepseek-v4-pro,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.3368055555555554,0.7782882919787761,2.0
Step_2a,deepseek,deepseek-v4-pro,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.061111111111111,1.0761881041234016,3.0
Step_2a,deepseek,deepseek-v4-pro,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.063888888888889,0.6194228422938576,2.0
Step_2a,deepseek,deepseek-v4-pro,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.4993055555555554,1.0398586347351193,3.0
Step_2a,deepseek,deepseek-v4-pro,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.4805555555555556,0.7764137525752728,2.0
Step_2a,deepseek,deepseek-v4-pro,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.2270833333333333,1.0164538467218451,3.0
Step_2a,deepseek,deepseek-v4-pro,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.1909722222222223,0.6671496831403793,2.0
Step_2a,deepseek,deepseek-v4-pro,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.1144375,0.7106612647387919,2.0
Step_2a,deepseek,deepseek-v4-pro,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,1.7256157407407409,0.5986908533526362,2.0
Step_2a,deepseek,deepseek-v4-pro,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,1.9561782407407406,0.6527663440702834,2.0
Step_2a,deepseek,deepseek-v4-pro,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,1.5797685185185186,0.572889101886591,2.0
Step_2a,deepseek,deepseek-v4-pro,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.545138888888889,0.7690440498928675,2.0
Step_2a,deepseek,deepseek-v4-pro,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,1.9736111111111112,0.6663756024329485,2.0
Step_2a,deepseek,deepseek-v4-pro,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.3194444444444446,0.7234076738959385,2.0
Step_2a,deepseek,deepseek-v4-pro,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,1.7458333333333333,0.5912114040281644,2.0
Step_2a,deepseek,deepseek-v4-pro,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.717361111111111,0.5702650300193547,3.0
Step_2a,deepseek,deepseek-v4-pro,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.810416666666667,0.5051807690827186,3.0
Step_2a,deepseek,deepseek-v4-pro,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.89375,0.6242403305386648,3.0
Step_2a,deepseek,deepseek-v4-pro,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.8958333333333335,0.5195115843847352,3.0
Step_2a,qwen,qwen3.7-plus,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.4541666666666666,0.5510587446881589,3.0
Step_2a,qwen,qwen3.7-plus,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.95625,0.5836811068283613,3.0
Step_2a,qwen,qwen3.7-plus,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.2125,0.5344133580367256,3.0
Step_2a,qwen,qwen3.7-plus,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.625,0.6111655095435222,3.0
Step_2a,qwen,qwen3.7-plus,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.938888888888889,0.33823132971243564,3.0
Step_2a,qwen,qwen3.7-plus,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.761111111111111,0.44097168453502233,3.0
Step_2a,qwen,qwen3.7-plus,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.7055555555555557,0.45595096504607313,3.0
Step_2a,qwen,qwen3.7-plus,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.4715277777777778,0.4993620940411641,2.0
Step_2a,qwen,qwen3.7-plus,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.4458333333333333,0.5810147840556001,3.0
Step_2a,qwen,qwen3.7-plus,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.963888888888889,0.6360286695859302,3.0
Step_2a,qwen,qwen3.7-plus,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.1902777777777778,0.61815473845414,3.0
Step_2a,qwen,qwen3.7-plus,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.5965277777777778,0.6362801462588655,3.0
Step_2a,qwen,qwen3.7-plus,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.4472222222222224,0.5604456239025831,3.0
Step_2a,qwen,qwen3.7-plus,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.9493055555555556,0.5902257524752949,3.0
Step_2a,qwen,qwen3.7-plus,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.1951388888888888,0.5605554007829411,3.0
Step_2a,qwen,qwen3.7-plus,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.6152777777777776,0.614207449844656,3.0
Step_2a,qwen,qwen3.7-plus,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.713201388888889,0.5287764612128136,3.0
Step_2a,qwen,qwen3.7-plus,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.4649791666666667,0.5201163868354473,2.0
Step_2a,qwen,qwen3.7-plus,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.5011319444444444,0.5030900036015475,2.67
Step_2a,qwen,qwen3.7-plus,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.306138888888889,0.46944478925788247,2.0
Step_2a,qwen,qwen3.7-plus,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.877083333333333,0.33056456644969917,3.0
Step_2a,qwen,qwen3.7-plus,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.8069444444444445,0.4187497154889392,3.0
Step_2a,qwen,qwen3.7-plus,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.6527777777777777,0.47916194567172127,3.0
Step_2a,qwen,qwen3.7-plus,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.5236111111111112,0.5010047044135324,3.0
Step_2a,qwen,qwen3.7-plus,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.792361111111111,0.4074667687454318,3.0
Step_2a,qwen,qwen3.7-plus,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.9208333333333334,0.27265329508181524,3.0
Step_2a,qwen,qwen3.7-plus,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.0375,0.2789524233310751,3.0
Step_2a,qwen,qwen3.7-plus,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.0430555555555556,0.20644675096428083,3.0
Step_2a,mistral,mistral-medium-latest,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,4.600694444444445,0.512118130452594,5.0
Step_2a,mistral,mistral-medium-latest,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,4.117361111111111,0.6643748974216215,4.0
Step_2a,mistral,mistral-medium-latest,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,4.149305555555555,0.687877412008161,4.0
Step_2a,mistral,mistral-medium-latest,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.5368055555555555,0.7502833866075467,4.0
Step_2a,mistral,mistral-medium-latest,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.70625,0.463200149007214,4.0
Step_2a,mistral,mistral-medium-latest,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,3.4340277777777777,0.5041403549514182,3.0
Step_2a,mistral,mistral-medium-latest,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.2930555555555556,0.5313850649500319,3.0
Step_2a,mistral,mistral-medium-latest,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.948611111111111,0.5286754412525839,3.0
Step_2a,mistral,mistral-medium-latest,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,5.094444444444444,0.7186368241526329,5.0
Step_2a,mistral,mistral-medium-latest,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,4.61875,0.8557103896889074,5.0
Step_2a,mistral,mistral-medium-latest,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,4.595833333333333,0.8996852974614961,5.0
Step_2a,mistral,mistral-medium-latest,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.8243055555555556,1.1023221763042663,4.0
Step_2a,mistral,mistral-medium-latest,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,4.944444444444445,0.6031856336615631,5.0
Step_2a,mistral,mistral-medium-latest,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,4.572222222222222,0.7467738762834678,5.0
Step_2a,mistral,mistral-medium-latest,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,4.465277777777778,0.7522326688658407,4.0
Step_2a,mistral,mistral-medium-latest,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.8618055555555557,0.9939005454974874,4.0
Step_2a,mistral,mistral-medium-latest,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.652083333333333,0.581441828919244,4.0
Step_2a,mistral,mistral-medium-latest,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,3.3898194444444445,0.7532888985882603,3.0
Step_2a,mistral,mistral-medium-latest,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.2163749999999998,0.6747540552629634,3.0
Step_2a,mistral,mistral-medium-latest,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.8361180555555556,0.7517077152593103,3.0
Step_2a,mistral,mistral-medium-latest,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,4.026388888888889,0.5660030315326199,4.0
Step_2a,mistral,mistral-medium-latest,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,3.85625,0.6654606737213198,4.0
Step_2a,mistral,mistral-medium-latest,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.542361111111111,0.6496997607877291,4.0
Step_2a,mistral,mistral-medium-latest,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.328472222222222,0.7959385432434413,3.0
Step_2a,mistral,mistral-medium-latest,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.9145833333333333,0.3380993250198441,3.0
Step_2a,mistral,mistral-medium-latest,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.936111111111111,0.3634846237902127,3.0
Step_2a,mistral,mistral-medium-latest,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.19375,0.47226315528397567,3.0
Step_2a,mistral,mistral-medium-latest,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.248611111111111,0.4512335207151298,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,4.590277777777778,0.5313414709799205,5.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,3.9993055555555554,0.6949631681690582,4.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,4.102083333333334,0.6751798205900682,4.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Hireability_Score,pooled,Hireability_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.573611111111111,0.6217044999141456,4.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.557638888888889,0.5010177079967862,4.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,3.214583333333333,0.43050284124136307,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.173611111111111,0.4020424075196702,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Competence_Score,pooled,Competence_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.9819444444444443,0.3492576815385156,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,5.572916666666667,0.5481307866533998,6.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,4.968055555555556,0.7542009083228739,5.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,5.058333333333334,0.7735642622464399,5.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Fit_Score,pooled,Fit_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,4.463888888888889,0.8091391723884179,5.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,5.151388888888889,0.8472648313169457,5.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,4.602777777777778,0.7920684337072088,4.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,4.540972222222222,0.8499612217328145,4.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Performance_Score,pooled,Performance_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,4.227083333333334,0.7116345493005275,4.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.673611111111111,0.4997567318019754,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.586951388888889,0.5529754731796933,2.33
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,2.361076388888889,0.4708007990157539,2.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Leadership_Avg,pooled,Leadership_Avg ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,2.3401319444444444,0.5328736490693828,2.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,3.6840277777777777,0.5345808427886684,4.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,3.5902777777777777,0.6458634554760394,4.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.3159722222222223,0.5562411316930242,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Status_Score,pooled,Status_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.261111111111111,0.6467012688086222,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Entry-Level,2.8965277777777776,0.3512932909909707,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Agentic,Senior-Level,2.9569444444444444,0.3177957390011384,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Entry-Level,3.167361111111111,0.44633164064564484,3.0
Step_2a,sealion,aisingapore/Gemma-SEA-LION-v4-27B-IT,Warmth_Score,pooled,Warmth_Score ~ C(CV_framing) * C(Seniority_level),Communal,Senior-Level,3.2152777777777777,0.4309627608542842,3.0
