Phrase_ID,Source_Dataset,Resume_ID,Category_or_Label,Phrase,Word_Count
P000228,resume_classification_phrases,DS2_00437,19,"06/2007 to 09/2008 Manager of Data Engineering Company Name － City , State Managed technical staff; converted paper maps to digital formats targeting uranium deposits.",21
P000229,sales_phrases,16511249,SALES,"06/2008 to 01/2010 Construction Security Supervisor Company Name - City , State Managed staff schedules for all shifts and events to minimize overtime costs.",20
P000230,sales_phrases,16511249,SALES,"06/2008 to 06/2009 Security Officer Company Name - City , State Implemented video surveillance, motion detection and closed-circuit television systems to aid in monitoring the premises.",21
P000231,sales_phrases,27607632,SALES,"06/2008 to 11/2014 AGENCY SUPPORT SPECIALIST Company Name － City , State Rated all sales quotes including flood, home, and auto, motorcycle, boat,",19
P000232,resume_classification_phrases,DS2_00437,19,"06/2009 to 03/2012 Director of Planning & Development Company Name － City , State Coordinate projects with Tribal Council, providing detail information including project status reports.",21
P000233,resume_classification_phrases,DS2_00601,20,"06/2010 - 05/2011 Company Name － City , State Specialist Provided administrative support including answering calls and filing client paperwork.",15
P000234,resume_classification_phrases,DS2_00489,1,"06/2010 to 06/2014 Company Name – City , State Traveled with a subject matter experts in Outside Plant Engineering to be trained as a knowledgeable fielder.",22
P000235,sales_phrases,69155584,SALES,"06/2010 to 12/2014 Waitstaff Company Name － City , State Generated top sales ($2000+ per evening) by marketing nightly specials during high volume days (Fridays, Saturdays and Sundays) Trained new server staff brand operations, restaurant compliance and customer expectations.",34
P000236,resume_classification_phrases,DS2_00573,16,"06/2011 to 07/2017 Field/ Administrative Assistant Company Name － City , State Planned and coordinated logistics and materials for board meetings, committee meetings and staff events.",21
P000237,resume_classification_phrases,DS2_00208,5,"06/2012 to 01/2016 Co-Founder VP of Business Development Company Name － City , State LSN tracks the funding and partnering preferences of 5,000 investors and strategic partners by actively interviewing them on a 90-day rolling cycle.",29
P000238,resume_classification_phrases,DS2_00327,18,"06/2012 to 08/2013 Senior Accountant Company Name - City , State Evaluated clients' financials and accounting processes to determine plan of action Analyzed Income and evaluated working capital.",24
P000239,resume_classification_phrases,DS2_00239,23,"06/2013 to 01/2016 Manager of Customer Support Company Name － City , State Develop maximum sales potential out of major airline customers with excellent customer service techniques",23
P000240,resume_classification_phrases,DS2_00177,12,"06/2013 to 02/2014 Lead Project Manager Company Name － City , State Managed and mentored a team of Project Managers.",16
P000241,resume_classification_phrases,DS2_00123,12,"06/2013 to 04/2015 Member Care Trainer Company Name － City , State Constructed training plan to roll out new CRM software to Member Care department managers and approximately 300 Member Care team members.",29
P000242,resume_classification_phrases,DS2_00700,5,"06/2014 to 03/2015 Customer Service Call Center manager Company Name － City , State Successfully managed the activities of 12-18 team members in multiple locations.",20
P000243,sales_phrases,16511249,SALES,"06/2014 to 07/2014 Catering Chef Company Name - City , State Prepared food items such as sandwiches, salads, soups, and beverages 05/2014 to 06/2014 Server Company Name - City , State Served items requested by customers and processed payment.",31
P000244,resume_classification_phrases,DS2_00439,17,"06/2014 to 08/2014 Field Engineering Intern Company Name － City , State Prepared production progress reports for management.",14
P000245,sales_phrases,98108571,SALES,"06/2014 to 08/2014 Office Secretary Company Name － City , State Organized a storage area",11
P000246,sales_phrases,20141807,SALES,"06/2014 to 12/2014 Assistand/Warranty Administrator Company Name － City , State Conduct all payment transactions for the Service Department.",14
P000247,resume_classification_phrases,DS2_00632,7,"06/2015 to 12/2015 Administrator Company Name － City , State Directed marketing initiatives, forecasted needs and adjusted future plans, created professional",17
P000248,sales_phrases,23032182,SALES,"06/2017 to Current Customer Service Rep Company Name – City , State Answered an average of 20 calls per day by addressing customer inquiries, solving problems and providing new product information.",28
P000249,sales_phrases,16280971,SALES,"07/1983 to Current Company Name City , State promotional advertising distributor)",9
P000250,resume_classification_phrases,DS2_00079,13,"07/1990 to 06/1991 VICE PRESIDENT BRANCH ADMINISTRATOR Company Name － City , State Managed operations for seven branches with 45 employees and $184 million in deposits.",22
P000251,resume_classification_phrases,DS2_00079,13,"07/1991 to 03/1996 MARKETING / PRODUCT DEVELOPMENT MANAGER Company Name － City , State Performed various marketing and project management functions within Publishing area.",19
P000252,resume_classification_phrases,DS2_00487,23,"07/1995 to 03/2003 Manager, Aviation Services and Planning Company Name – City , State Oversaw delivery of the WSDOT Pilot and Aircraft Registration Program, Aviation Planning, Outreach and Education Program.",26
P000253,resume_classification_phrases,DS2_00359,21,"07/1997 to 06/1999 Head Men's Basketball Coach Company Name - City , State Coaching Make and execute precise decisions both on and off the court in a quick and timely manner.",27
P000254,resume_classification_phrases,DS2_00359,21,"07/2000 to 12/2007 Assistant Professor of Kinesiology & Sport Management Company Name - City , State 1713 KSM Foundations of KSM a study of the history, trends and careers of Kinesiology and Sport Management.",29
P000255,resume_classification_phrases,DS2_00441,21,07/2002 to 06/2011 Assistant Operations Manager Oversee daily operations of the department of 15 staff members.,14
P000256,resume_classification_phrases,DS2_00601,20,"07/2004 - 06/2008 Company Name － City , State Admissions Processing Manager Interviewed, hired, trained, and managed employees of the Admissions Processing Center.",18
P000257,resume_classification_phrases,DS2_00501,19,"07/2006 to 05/2007 Specialty Manager Company Name － City , State Supervise Associates in the selling effort, ensuring the store's in-stock position and maintaining an appealing and organized store appearance.",25
P000258,sales_phrases,10138632,SALES,"07/2007 to 03/2010 Emergency Road Service Technician Company Name － City , State Identify and inflate tires correctly for the size and ply.",19
P000259,resume_classification_phrases,DS2_00308,9,"07/2007 to 06/2011 Sr. REO Asset Manager Company Name － City , State Effectively managed the marketing of REO assets according to a specific time lines while focusing on lowering loss severity.",27
P000260,resume_classification_phrases,DS2_00680,4,"07/2010 to 07/2011 Customer Service Representative Company Name － City , State Managed customer and provider calls regarding benefits, eligibility and claims.",18
P000261,resume_classification_phrases,DS2_00239,23,"07/2011 to 03/2012 Administrative Assistant Company Name － City , State Demonstrated capacity to provide support for executive -level staff; managed all essential tasks, coordinated",20
P000262,resume_classification_phrases,DS2_00331,0,"07/2011 to 03/2012 Office Manager, Marketing Assistant and Customer Relations Administrator Company Name － City , State Assisted in development of marketing materials from product brochures to website information for this startup company.",29
P000263,resume_classification_phrases,DS2_00299,7,"07/2012 to 01/2013 General Manager Company Name － City , State Informed guests of spa services, programs and activities over the phone and in person.",21
P000264,sales_phrases,10603337,SALES,"07/2012 to 08/2012 Fashion Intern Company Name － City , State Use traditional or digital cameras, along with a variety of equipment such as tripods, filters, and flash attachments.",25
P000265,sales_phrases,16511249,SALES,"07/2014 to 01/2015 Sales Company Name - City , State Identify and acquire high quality, long-term, “preferred” customers to support growth through Costco Road show program participation.",22
P000266,resume_classification_phrases,DS2_00093,11,"07/2015 to 04/2016 Counselor Company Name － City , State Assist clients in finding medical, housing, nutritional, educational, and career development county and state",20
P000267,resume_classification_phrases,DS2_00186,19,"07/2016 to Current Consulting Project and Construction Manager Company Name － City , State Provide various clients with project and construction management services as required.",22
P000268,resume_classification_phrases,DS2_00512,4,"07/2016 to Current Personal Banker Safe Company Name – City , State Target and identify affluent clients, analyze their needs, provide financial solutions based on their relationship and refer then to the appropriate business department when required.",34
P000269,sales_phrases,17704246,SALES,"07/2017 to 10/2018 Assembler Tech Company Name － City , State Read and interpret drawings, diagrams, blueprints, specifications, schematics, work orders, or reports.",19
P000270,resume_classification_phrases,DS2_00534,2,"08/1998 to 09/2006 IT Specialist Company Name － City , State Managed computer support , cost analysis, and acquisition to support ANG work plans.",19
P000271,resume_classification_phrases,DS2_00308,9,"08/1999 to 05/2003 Realtor / BPO Specialist / Accredited Buyer's Specialist Company Name － City , State Negotiated, facilitated and managed real estate transactions.",18
P000272,resume_classification_phrases,DS2_00542,2,"08/2002 to 05/2004 Instructional Support Specialist Company Name － City , State Provided administrative/secretarial support to all full- and part-time instructors in the Business Computer Information Systems Department.",21
P000273,resume_classification_phrases,DS2_00100,13,"08/2003 - 10/2004 Company Name － City , State Driver/Car Hauler Coordinated daily delivery schedules based on customer schedules, peak delivery times and alternate routes.",19
P000274,sales_phrases,16511249,SALES,"08/2003 to 01/2006 Loss Prevention Officer Company Name - City , State Issued criminal trespass warnings to possible suspects and assisted police in apprehending and processing shoplifters.",23
P000275,resume_classification_phrases,DS2_00304,20,"08/2003 to 05/2009 Journalist Company Name － City , State Analyze and collect information through various modes such as personal interviews and news briefings to prepare news reports.",24
P000276,resume_classification_phrases,DS2_00542,2,"08/2004 to 03/2007 End User Support Specialist Company Name － City , State Ensure customer satisfaction by responding to calls to the help desk.",20
P000277,resume_classification_phrases,DS2_00331,0,"08/2004 to 10/2007 Senior Payroll Support Specialist Company Name － City , State Developed and administered payroll trainings on various topics from fringe benefits to year end help.",24
P000278,resume_classification_phrases,DS2_00304,20,"08/2007 to 12/2007 Communication Officer Company Name － City , State Manage internal and external communication including social media, creating and executing communications strategies Selected accomplishments: Implemented strategies to develop innovating communication tools.",29
P000279,resume_classification_phrases,DS2_00487,23,"08/2008 to 09/2011 Director of Program Management Company Name – City , State Greco led the Program Management for the AWV program with a $3.125 billion budget.",22
P000280,resume_classification_phrases,DS2_00534,2,"08/2009 to 07/2014 Information Technology Specialist (INFOSEC/NETOPS) Company Name － City , State Developed detailed operations plans and operations orders supporting cyber requirements at the strategic, operational, and tactical levels of cyber warfare.",28
P000281,resume_classification_phrases,DS2_00099,20,"08/2009 to 12/2009 Special Events and Public Relations Intern Company Name － City , State Worked on media planning and corporate budget management.",19
P000282,sales_phrases,37735467,SALES,"08/2010 - 09/2013 Security Officer , Company Name , City , State Monitored [Number] security cameras and fire, building and alarm systems.",16
P000283,resume_classification_phrases,DS2_00248,4,"08/2011 to 07/2012 Operations Team Lead/AT&T Consumer Mobility Company Name － City , State Effectively oversaw all agent personal payroll processing, attendance, etc.",19
P000284,resume_classification_phrases,DS2_00150,1,"08/2012 to 01/2016 Graphic Designer Company Name - City , State Created visuals that appeal to leaders in the big data and high-tech world.",19
P000285,sales_phrases,29815762,SALES,"08/2014 to 09/2014 Customer Service Company Name － City , State Call center for Bank Of America Provided accurate and appropriate information in response to customer inquiries.",23
P000286,resume_classification_phrases,DS2_00387,12,"08/2015 to 04/2016 Media Planner Company Name － City , State Act as day to day Account Manager for a set of clients cumulating over 10MM in media budget",25
P000287,sales_phrases,55477468,SALES,"08/2015 to 12/2016 Health Information Specialist Company Name － City , State Maintain patient medical records in accordance to NMHI, state and federal regulations.",20
P000288,sales_phrases,18885231,SALES,"08/2016 to 11/2016 Marketing Coordinator Company Name － City , State Promote ridesharing programs by hosting events at client locations.",16
P000289,sales_phrases,23032182,SALES,"08/2016 to 12/2016 Sales Associate Company Name – City , State Performed all duties related to retail sales including; Prepared merchandise for sales floor.",20
P000290,sales_phrases,17509935,SALES,"08/2016 to 12/2016 Sales associate/ad's superviser Company Name － City , State Key holder, Help with customers needs, run the registers, throw the freight, I also overseen the ordering and set up of all the ads for each month.",34
P000291,resume_classification_phrases,DS2_00632,7,"08/2016 to Current Operations Manager Company Name － City , State Identified prospective customers using lead generating methods and performing an average of 60 cold calls per day.",25
P000292,resume_classification_phrases,DS2_00002,16,"09/1988 to 09/1998 Customer Sales/Support and Correspondence Supervisor Company Name － City , State Supervised a staff of 35-40 associates providing training, cross-training and coaching to ensure associates continue to develop in their roles.",27
P000293,resume_classification_phrases,DS2_00040,0,"09/1992 - 10/2002 Company Name － City , State Management Driving record-high sales, propelling store to improve in ranking from the time assigned to a designated store.",21
P000294,resume_classification_phrases,DS2_00409,4,"09/1992 to 09/1999 Customer Service Team Lead Company Name － City , State Oversaw the processing of member transactions by the Customer Service Associates.",20
P000295,resume_classification_phrases,DS2_00675,21,"09/1995 to 08/2001 Cash Management Analyst/Cash Management Officer Company Name － City , State Developed and implemented Cash Management products for the Commercial Real Estate",20
P000296,resume_classification_phrases,DS2_00079,13,"09/1997 to 02/1999 INTERNET DEVELOPMENT PROJECT MANAGER Company Name － City , State Promoted to position.",12
P000297,resume_classification_phrases,DS2_00023,18,"09/1997 to 09/1999 Cost Accounting Manager Company Name － City , State My job was to implement SAP software.",15
P000298,resume_classification_phrases,DS2_00409,4,"09/1999 to 03/2005 Underwriting Supervisor Company Name － City , State Managed a team of twelve or more associates to successfully meet or exceed the centers daily, monthly, and yearly objectives.",27
P000299,resume_classification_phrases,DS2_00023,18,"09/1999 to 06/2001 Accounting Manager Company Name － City , State Hanna's was a company that had grown so fast it needed process, procedures, and software",22
P000300,resume_classification_phrases,DS2_00100,13,"09/2000 - 05/2003 Company Name － City , State Driver Safely loaded and unloaded deliveries according to size of load and content description.",18
P000301,resume_classification_phrases,DS2_00002,16,"09/2000 to 02/2005 Promotional Sales Manager Company Name － City , State Responsible for all promotional and up sell programs in an inbound call center.",21
P000302,resume_classification_phrases,DS2_00675,21,"09/2001 Branch Platform Banker Company Name － City , State Proactively initiaed, developed and managed long term profitable banking relationships while",18
P000303,resume_classification_phrases,DS2_00461,4,"09/2002 to 05/2004 Student Assistant/Building Manager Company Name － City , State Signed in customers to play pool.",13
P000304,resume_classification_phrases,DS2_00461,4,"09/2005 to 02/2009 Family Care Manager Company Name － City , State Handled ten dependency cases in the state of Florida and five dependency cases out of state.",24
P000305,resume_classification_phrases,DS2_00099,20,"09/2006 to 06/2009 Assistant Manager Company Name － City , State Pitched creative and original ideas to clients on a regular basis for potential events.",21
P000306,resume_classification_phrases,DS2_00534,2,"09/2006 to 08/2009 Senior Technical Analyst Company Name Technical lead on digital media projects, guided teams to solutions that leveraged technical capabilities.",20
P000307,resume_classification_phrases,DS2_00439,17,"09/2006 to 10/2010 Non-Commissioned Officer Company Name － City , State Provided leadership, instruction, training, supervision, and mentoring to a team of 4 to 30 members.",21
P000308,resume_classification_phrases,DS2_00245,21,"09/2007 to 02/2010 Client Service Manager Within three months, increased efficiency by 20% by identifying and mitigating outdated manual processes and leveraging technology.",21
P000309,resume_classification_phrases,DS2_00100,13,"09/2009 - 05/2014 Company Name － City , State Driver/Car Hauler Coordinated daily delivery schedules based on customer schedules, peak delivery times and alternate routes.",19
P000310,resume_classification_phrases,DS2_00642,12,"09/2010 to 09/2011 Director of Digital & Interactive Marketing Company Name － City , State Directed the Digital Marketing department of ten employees in all aspects of strategy, planning and execution for History, Lifetime, Warner Brothers and Scott Rudin Productions.",35
P000311,resume_classification_phrases,DS2_00439,17,"09/2011 to 01/2012 Assistant Service Manager Company Name － City , State Provided customer service by greeting and assisting customers and responding to customer inquiries.",21
P000312,resume_classification_phrases,DS2_00487,23,"09/2011 to 01/2014 Director, Budget and Program Development Company Name – City , State Serves as Director of Budget and Program Development for WSDOT Ferries Division with a $760 million biennial budget serving over 22 million passengers each year.",35
P000313,sales_phrases,10603337,SALES,"09/2011 to 02/2012 Museum Intern Company Name － City , State Describe tour points of interest to group members, and respond to questions.",19
P000314,resume_classification_phrases,DS2_00460,12,"09/2011 to 02/2013 Production Coordinator Company Name － City , State Researched and gathered information in planning phase for the execution of events.",19
P000315,sales_phrases,10603337,SALES,"09/2013 to 07/2014 Production Intern Company Name － City , State Developed and maintained overall production schedules.",13
P000316,sales_phrases,29815762,SALES,"09/2013 to 08/2014 Courier Company Name － City , State Pick up and deliver parts state wide for trucks and heavy machinery.",18
P000317,sales_phrases,12696104,SALES,"09/2013 to 09/2014 Sales Associate Company Name － City , State Organize shelves and racks/inventory.",10
P000318,resume_classification_phrases,DS2_00511,12,"09/2013 to 11/2015 Sales Representative Company Name － City , State Responsible for customer support, orders, and quotations via phone, fax, email, and person-to-person interaction.",20
P000319,sales_phrases,13637605,SALES,"09/2015 to 12/2015 Cashier Company Name － City , State I up-sold additional menu items, beverages and desserts to increase restaurant",16
P000320,sales_phrases,13637605,SALES,"09/2015 to 12/2015 Company Name － City , State I up-sold additional menu items, beverages and desserts to increase restaurant",15
P000321,sales_phrases,13178604,SALES,"1 ""Monthly Fees"" for May in North East Region ➢ No.",10
P000322,sales_phrases,21595057,SALES,1 year experience serving up to 100 dinner guests at an upscale Kickback Jacks restaurant.,15
P000323,resume_classification_phrases,DS2_00507,21,"1 | Page Professional Experience 01/2010 to Current Account Executive Company Name － City , State Initiated, built and developed relationships with clients to be the primary source for hardware and software in a defined territory.",32
P000324,resume_classification_phrases,DS2_00502,2,"1,000 cable runs, racking, 100 AP, 300 cameras, NVRs, controllers, and creating floor plans and topology documents.",16
P000325,resume_classification_phrases,DS2_00614,5,"10+ years' experience in sales, marketing, and business development.",8
P000326,resume_classification_phrases,DS2_00636,23,"10/1986 to 06/1996 Project Manager / Senior Flight Test Engineer Company Name － City , State Project Manager/Test Director: Project manager on 18 test programs.",19
P000327,resume_classification_phrases,DS2_00601,20,"10/1998 - 11/2002 Company Name － City , State Admissions Processing Clerk Collected and processed admissions applications, official transcripts and supporting documents.",17
P000328,resume_classification_phrases,DS2_00002,16,"10/1998 to 09/2000 Manager of Customer Sales/Support Company Name － City , State Manage an inbound call center handling both sales and support.",18
P000329,sales_phrases,29815762,SALES,"10/2000 to 12/2007 Procurement Associate Company Name － City , State Equipment operator working compaction presses and conveyor furnaces.",15
P000330,resume_classification_phrases,DS2_00239,23,"10/2003 to 03/2011 Lead Flight Attendant Company Name － City , State Managed a crew of five flight attendants; performing all necessary flight attendant duties pertaining to in- flight",24
P000331,resume_classification_phrases,DS2_00100,13,"10/2004 - 02/2006 Company Name － City , State Driver/Car Hauler Transport automobiles from manufacturing plant to the dealership.",13
P000332,resume_classification_phrases,DS2_00058,0,"10/2006 to 03/2007 Receptionist Company Name － City , State Managed the receptionist area, including greeting visitors and responding to telephone and in-person requests for information.",21
P000333,resume_classification_phrases,DS2_00410,20,"10/2010 to 01/2014 Assistant Director Company Name Developed several business building programs and incentives, including but not limited to, rewards program, membership program, weekly/yearly promotions, staff education and training, etc.",27
P000334,resume_classification_phrases,DS2_00443,4,"10/2010 to 03/2012 Cashier Company Name － City , State Helped lead in drive of sales by cross-selling debit and credit cards under Target brand.",20
P000335,resume_classification_phrases,DS2_00675,21,"10/2010 to 06/2013 Commercial Business Banking Relationship Manager, Assistant Vice President Company Name － City , State Responsible for generation and management of a profitable loan and deposit portfolio and",26
P000336,resume_classification_phrases,DS2_00058,0,"10/2010 to 07/2015 HR Specialist Company Name － City , State Assisted the Managers in the staffing and compliance for 16 area locations.",19
P000337,resume_classification_phrases,DS2_00594,16,"10/2010 to 10/2013 Assistant Store Manager Company Name － City , State Drives for positive results through effective coaching and reacting to the needs of the business.",23
P000338,sales_phrases,16511249,SALES,"10/2011 to 05/2014 Loss Prevention Officer Company Name - City , State First responder to medical and fie emergencies.",15
P000339,sales_phrases,19156751,SALES,"10/2012 to 03/2013 Care giver Company Name － City , State Provided clinical care encompassing both acute and chronic medical conditions and injuries, admissions, discharge summaries, and managing the hypertension clinic.",27
P000340,sales_phrases,29815762,SALES,"10/2014 to 03/2015 Warehouse Company Name － City , State Worked for a temporary agency inside of Amazon LLC.",15
P000341,sales_phrases,12696104,SALES,"10/2014 to 03/2016 Sales Associate/Smoothie Maker Company Name － City , State Interact with customers.",10
P000342,sales_phrases,38087844,SALES,"10/2015 to Current REALTOR Company Name － City , State Rent, buy, or sell property for clients.",14
P000343,sales_phrases,37735467,SALES,"10/2016 - 06/2019 Deli Associate , Company Name , City , State Received new inventory and rotated stock by dates to keep items fresh and usable.",20
P000344,sales_phrases,17704246,SALES,"10/2016 to 10/2017 Hand Packer Company Name － City , State •Safety First.",8
P000345,resume_classification_phrases,DS2_00077,23,100% SUPPORT TEAMING AND DIVERSITIES.,5
P000346,resume_classification_phrases,DS2_00694,19,"11/1994 to 06/1998 Store Manager Company Name － City , State Developed, implemented and managed programs to achieve retail objectives regarding sales, revenue, expenses, inventory control and customer service.",25
P000347,resume_classification_phrases,DS2_00023,18,"11/2001 to 01/2007 Owner Company Name － City , State BKP was created after I had my daughter and wanted a more stay at home job.",22
P000348,resume_classification_phrases,DS2_00498,18,"11/2001 to 11/2004 Assistant Controller Company Name － City , State Responsible for overseeing accounting procedures, internal controls (implementing, monitoring, enhancing), and database management.",20
P000349,resume_classification_phrases,DS2_00498,18,"11/2004 to 05/2005 Finance Manager/Accountant Company Name － City , State Responsible for financial management functions including preparation and delivery of monthly/quarterly financial statements, variance analysis, and financial forecasts.",23
P000350,resume_classification_phrases,DS2_00594,16,"11/2005 to 01/2007 Department Manager Company Name － City , State 09/2002 to 11/2005 Visual Merchandising Specialist/Retail Sales Company Name － City , State Coordinate effective interior displays that are sensitive to customer and market needs, ensuring company fashion trends are implemented.",33
P000351,resume_classification_phrases,DS2_00593,17,"11/2005 to 08/2009 Software Engineering Manager Company Name － City , State Development and team management, Nexio editing applications:.",15
P000352,resume_classification_phrases,DS2_00099,20,"11/2007 to 02/2008 Public Relations Intern Company Name － City , State Expanded website traffic through implementation of public relations support.",17
P000353,resume_classification_phrases,DS2_00303,12,"11/2007 to 03/2011 Director of Product Management Company Name – City , State In this role, I built a world-class product management organization focused on customer-driven innovation.",21
P000354,resume_classification_phrases,DS2_00544,21,"11/2008 to 11/2010 Financial Advisor Company Name － City , State Evaluated the financial plans of current and prospective clients and provided recommendations that would",21
P000355,sales_phrases,20141807,SALES,"11/2009 to 09/2015 Company Name － City , State Greet parents with a smile and a warm, inviting attitude.",15
P000356,resume_classification_phrases,DS2_00544,21,"11/2010 to 02/2011 Investment Banking Analyst Company Name － City , State Assisted lead associate and vice president in facilitating merger and acquisition transactions in the life",23
P000357,sales_phrases,18885231,SALES,"11/2013 to 06/2016 Customer Service/Sales Representative Company Name － City , State Help customers resolve billing questions, collect payments, and renew oil contracts.",18
P000358,resume_classification_phrases,DS2_00053,18,"11/2013 to 12/2013 Senior Accountant (TEMP) Company Name – City , State Assisted in the on-going development of current accounting and reporting functions.",18
P000359,sales_phrases,23296286,SALES,"11/2014 to 03/2015 Team Member Company Name － City , State Maintained up-to-date knowledge of store policies regarding payments, returns and exchanges.",17
P000360,sales_phrases,38087844,SALES,"11/2014 to Current FOUNDER/CEO Company Name － City , State Start-Up Motor Coach Transportation Company.",10
P000361,sales_phrases,36970996,SALES,"11/2016 to Current Sales Associate Company Name – City , State Prepared merchandise for sales floor.",13
P000362,resume_classification_phrases,DS2_00252,11,"12/1981 to 06/2000 Transportation/Logistics Planner Company Name － City , State Coordinated the logistics tasks of material from suppliers in the U.S. to Saudi Arabia.",19
P000363,resume_classification_phrases,DS2_00006,19,"12/1992 to 06/1996 Construction Manager Company Name – City , State Management of Landlords and General Contractors in the construction of approximately 45 retail stores per year throughout the Southeastern United States.",28
P000364,resume_classification_phrases,DS2_00546,16,"12/2006 to 08/2009 Sales Associate / Assistant Manager Company Name － City , State Assist customers with sportswear and equipment needs Achieve daily sales goals through customer satisfaction Stock and remodel store sales floor to emphasize new product and in-season sports.",35
P000365,resume_classification_phrases,DS2_00359,21,"12/2007 to Current Bank Examiner Company Name - City , State Examinations - Travel to state chartered banks and assess the banks' Capital, asset quality, management, earnings, liquidity, and sensitivity to market risk levels for FDIC insurance requirements.",34
P000366,sales_phrases,27607632,SALES,"12/2014 to 02/2015 INVENTORY CONTROL SPECIALIST Company Name － City , State Responsible for ensuring inventory production quality and efficiency levels",17
P000367,sales_phrases,69155584,SALES,"12/2014 to 10/2015 Bridal Consultant Company Name － City , State Used active listening skills as well as knowledge of merchandise to select dress options for brides, and provide feedback to encourage them to purchase.",31
P000368,sales_phrases,39581020,SALES,"12/2016 to Current Key Holder Company Name － City , State Displayed pieces in visually appealing manner.",14
P000369,resume_classification_phrases,DS2_00327,18,122 Conducted monthly meetings with projects managers for grants expenses analysis.,11
P000370,sales_phrases,16511249,SALES,"1989 Associate of Arts : History Skyline College - City , State , USA",10
P000371,sales_phrases,13178604,SALES,"2 ""Net Gain"" 2007 (achieving over 100% of quota) ➢ Two time ""Rep of the Month"" (September 2007, February 2006) ➢ Ranked 25th of approximately 200 reps in region, for new business.",30
P000372,resume_classification_phrases,DS2_00122,23,"2 Professional Affiliations Member, Small Business Association (2008 - present) Member, AAAE Skills agency, balance, budgets, contracts, delivery, government, inventory, loss prevention, managing, meetings, access, personnel, policies, program development, progress, safety, sales, training programs, transportation",34
P000373,resume_classification_phrases,DS2_00218,18,2)Working as Process Developer (Novartis Canada GL and AP) from 23.,12
P000374,resume_classification_phrases,DS2_00550,21,"20 years of accounting / finance experience; leadership - staff & executive team ​Merger & acquisition experience - international, public, private equity firms",17
P000375,resume_classification_phrases,DS2_00157,8,"2000 Robinwood Drive, Hagerstown MD Hagerstown Community College Associate of science Interests Strong work ethic and positive attitude: recipient of retail monthly recognition numerous times",25
P000376,resume_classification_phrases,DS2_00257,11,"2000, needs analysis, network security, network, Networks, operating systems, PBX, policies, problem resolution, Processes, program design and evaluation, progress, Project Management, project plans, quality assurance, quality",26
P000377,resume_classification_phrases,DS2_00219,16,2002 Technical Skills Skills Experience Total Years Last Used Crystal Reports MS Office Project Management / MS Project Quickbooks - Contractor Edition CRM - Goldmine,22
P000378,sales_phrases,15973307,SALES,"2017-Present Co-President , Native American Heritage Month, Apr.",5
P000379,sales_phrases,28377361,SALES,"2|42 Community Church, Mission Trip to Native American reservation, working in the children's area",13
P000380,sales_phrases,13178604,SALES,"3 among peers ""Stack Ranking for 2009"" in East Region ➢ Top Rep in the month of February (most activations 68) ➢ No.",21
P000381,resume_classification_phrases,DS2_00549,17,3 times achiever of “0” issues in support queue as offshore lead.,12
P000382,sales_phrases,92200491,SALES,3.0 GPA Involved with Music & Music Projects through and out of school.,11
P000383,resume_classification_phrases,DS2_00549,17,4 promotions within team including 1 lead and 1 manager.,10
P000384,sales_phrases,29134721,SALES,"40 today Analytical/Research Skills, Flexible team player who thrives in environments requiring ability to effectively prioritize and juggle multiple concurrent projects.",20
P000385,sales_phrases,29134721,SALES,40 today Computer/Technical Literacy Computer-literate performer with extensive software proficiency covering wide variety of applications.,13
P000386,sales_phrases,29134721,SALES,40 today Flexibility/Adaptability/Managing Multiple tasks Flexible team player who thrives in environments requiring ability to effectively prioritize and juggle multiple concurrent projects.,21
P000387,sales_phrases,29134721,SALES,40 today Teamwork Resourceful team player who excels at building trusting relationships with customers and colleagues.,16
P000388,resume_classification_phrases,DS2_00359,21,"4713 KSM Organizational, Leadership and Management of KSM a study of the theories and practice of management in the KSM field.",21
P000389,resume_classification_phrases,DS2_00359,21,4723 KSM Facility Management a study of theories and practices of facility management.,13
P000390,resume_classification_phrases,DS2_00473,17,"5 subcontractors including budget, scope and schedule for each company Technical Program Manager for Emirates Airlines Game Based",18
P000391,sales_phrases,19147947,SALES,5+ years of forklift driving experience both stand up and sit down lifts Maintained accurate stock records and schedules.,18
P000392,resume_classification_phrases,DS2_00551,2,"7+ years of managing project timeliness, accuracy, approving high-level and detail designs, as well as managing successful test plans.",17
P000393,resume_classification_phrases,DS2_00640,17,"737 INDUSTRIAL ENGINEERING MANAGER Professional Summary Self-motivated, innovative and goal-oriented Industrial Engineer, Project Manager and Team Leader dedicated to boosting company revenue through exceptional leadership and rigorous cost and schedule control techniques.",30
P000394,resume_classification_phrases,DS2_00551,2,"9+ years of experience as Client/Server developer using Transact SQL, PL\SQL, Classic ASP, ASP.net, HTML, DHTML, XML, JavaScript, using CSS layout and design principles.",20
P000395,resume_classification_phrases,DS2_00528,19,"95, 128 and rule 20, street utility improvements, bond release and final Fire Dept.",14
P000396,resume_classification_phrases,DS2_00512,4,": 2018 - On going Project Management Certification : Management Houston Community College - City , State 2012 Bachelor : International Business Management Universidad Autónoma de Nuevo León - City , State Emphasis in Business development and Management  2012 .",31
P000397,resume_classification_phrases,DS2_00024,15,": City , State Interests Legion of Leaders, Nissan Certified, United States Air Force * Honorable discharge from the United States Air Force * My activities always include my family.",26
