Phrase_ID,Resume_ID,Label,Phrase,Word_Count
P000904,DS2_00059,4,"Admission Advisor /Call Center Team leader 06/2006 to 07/2008 Company Name City , State Assist, guide, and motivate a cohort of online call center and face to face college students to realize personal, professional, and educational goals.",33
P000905,DS2_00059,4,Successfully held a Team Leader position within the call center for 32 reps. Meet and exceeded goal every cycle motivated and coached reps to making monthly and weekly goals.,28
P000906,DS2_00059,4,"Call Center Team Leader 08/2003 to 12/2006 Company Name City , State Directed and coordinated activities of employees engaged in installation through call center team.",22
P000907,DS2_00059,4,"satisfaction, Customer Satisfaction, Customer Service, Delivery, Documentation, Electronic mail, Financial, Food safety, Inspection, inspects, insurance, ISIS, leadership, Team Leader, managerial, market, materials, Excel, office, Microsoft Outlook, Microsoft",27
P000908,DS2_00060,0,Partnering with hiring managers to understand the skills and background requirements for each opportunity and provide expert advice and coaching to hiring managers throughout the recruitment process.,27
P000909,DS2_00060,0,"Utilize knowledge of multiple recruiting sources such as Dice, Monster, Hot jobs, 3rd party vendors, Independent consultants and execute various recruiting strategies.",22
P000910,DS2_00060,0,"Excellent relationship management skills to develop successful networks within senior management, staffing teams and HR Partners.",16
P000911,DS2_00060,0,"Dynamic and result-oriented individual with years of technical recruiting experience, focused in the placement of Software Engineers/Architects (Distributed and Mainframe), Database Architects/Developers/Administrators, Network/System/Security Engineers, Web Developers, Quality Assurance/Test Engineers, Technical Program/Product/Project Managers, Development Managers, and Business Analysts.",31
P000912,DS2_00060,0,Self-motivated professional who achieves results and has superior ability to coordinate and perform several projects simultaneously Placed high-end technical professionals in the area of Information Technology Industry in contract and full-time positions.,29
P000913,DS2_00060,0,"Specialized in Software Engineers/Architects (Distributed and Mainframe), Database Architects/Developers/Administrators, Network/System/Security Engineers, Web Developers, Quality Assurance/Test Engineers, Technical Program/Product/Project Managers, Development Managers, and Business Analysts.",19
P000914,DS2_00060,0,"Highlights Experience Volunteer HR -iVolunteer , 06/2009 － 10/2015 Job Profiling - From key job requirements to job postings Provide support for recruitment activities.",18
P000915,DS2_00060,0,Developed global recruiting presentations for International HR teams.,8
P000916,DS2_00060,0,"Performed extensive recruiting for Senior Software/Database Developers with heavy focus on technologies such as: C/C++, (Windows & UNIX/Linux), .NET, Java/J2EE, SQL Server, and Oracle.",18
P000917,DS2_00060,0,Responsible for mentoring and providing on-going training and support for new recruiters and serve as a resource for learning and navigating senior technical policies and procedures.,25
P000918,DS2_00060,0,"Managed all the logistics related to candidate placement, monitor their hours of work and client feed back on a regular basis.",21
P000919,DS2_00060,0,"Senior Executive , 06/2002 － 06/2005 Company Name － City Mitra Technology Foundation is an organization working in development sector, which aims at leveraging Information and Communications Technology for this sector.",26
P000920,DS2_00060,0,"One such flagship program being run by the organization is ""I-volunteer"" to map job volunteering opportunities in India and other developing countries across the world with the right skill set.",29
P000921,DS2_00061,2,"Director of Information Technology January 2010 to October 2010 Company Name － City , State Manage corporate network and ensure high system availability.",21
P000922,DS2_00062,20,"PUBLIC RELATIONS OFFICER Summary Public Relations knowledgeable about planning, creating and implementing campaign strategies and media relations placement.",18
P000923,DS2_00062,20,"Together with Public Relations team, we specialize in developing and implementing strategic communication programs of the company.",17
P000924,DS2_00062,20,"Researched, negotiated, implemented and tracked public relations activities.",8
P000925,DS2_00062,20,Enhance company recognition in the national press to support the sales and marketing teams.,14
P000926,DS2_00062,20,Planned and organized corporate media and other special events.,9
P000927,DS2_00062,20,Developed and implemented public relations business plans each year.,9
P000928,DS2_00062,20,Worked with management to identify trends and developments that might influence PR decisions and strategies.,15
P000929,DS2_00062,20,"Managed the editorial content, design and distribution of the internal company newsletter.",12
P000930,DS2_00062,20,"Managed all media, press and public relations issues.",8
P000931,DS2_00062,20,"Developed corporate communications strategies and programs, including project timelines.",9
P000932,DS2_00062,20,"As per its name, SOHO #BetterU has a vision to support a better public health.",15
P000933,DS2_00062,20,"Researched, negotiated, implemented and tracked client's advertising and public relations activities.",11
P000934,DS2_00062,20,Expanded product and company recognition in the national press to support client's sales and marketing teams.,16
P000935,DS2_00062,20,"Conferred with production, graphic design and web-design personnel to coordinate production of corporate communications materials.",14
P000936,DS2_00062,20,"Coordinated special events (for example : launching products), monthly, quarterly marketing and community events.",13
P000937,DS2_00063,18,Proven self-starter with strong managerial relationship and team building skills.,9
P000938,DS2_00063,18,Project Co-lead for Oracle Payroll implementation.,5
P000939,DS2_00063,18,"Created and Implemented an employee morale initiative 'Where Everybody Counts"" for the Office of Accounting.",14
P000940,DS2_00063,18,Managed employee benevolent fund for 13 years as Secretary for the MARTA Employees Club.,14
P000941,DS2_00063,18,"Professional Experience 08/2007 to Current Accountant III Company Name － City , State Team Lead for three Accounting Specialist.",16
P000942,DS2_00063,18,"Executes check printing and ACH direct deposits for AP, payroll third party and risk management vendors and employees.",18
P000943,DS2_00063,18,Manages $1M contract retainage and reconcile variances on a monthly basis.,11
P000944,DS2_00063,18,Manages $5M operating accruals account.,5
P000945,DS2_00063,18,"Collaborates with project managers, purchasing agents, contract administrators and accounting specialist regarding procedural requirements for the purpose of processing transactions.",20
P000946,DS2_00063,18,"04/1999 to 08/2007 Credit / Collections Analyst Company Name － City , State Co-managed the Authority's short-term operational investment portfolios and intermediate-term reserve investment portfolios, totaling $300 million.",20
P000947,DS2_00063,18,"Completed daily cash management activities such as setting the daily cash position, funds movement and the investment of excess funds.",20
P000948,DS2_00063,18,Initiated all wire fund transfers and manages transfer database.,9
P000949,DS2_00063,18,"Reviewed, analyzed and managed MARTA's credit policy to ensure the effectiveness of credit terms and credit granting practices.",18
P000950,DS2_00064,18,"Education and Training 2009 Bachelor of Science : Accounting Kaplan University － City , State , US Accounting",14
P000951,DS2_00065,5,BUSINESS DEVELOPMENT REPRESENTATIVE Summary Dedicated Business Development Representative who is a detail-oriented self-starter and congenial salesperson who has excelled in closing percentages.,20
P000952,DS2_00065,5,"Company Name City , State Internet & Social Media Manager 12/2015 to 07/2016 Answer customers' questions about products, prices, availability, product uses, and credit terms.",21
P000953,DS2_00065,5,Consult with clients after sales or contract signings to resolve problems and to provide ongoing support.,16
P000954,DS2_00065,5,"Create and publish gravitating posts on various social media forums (Facebook, Twitter, Instagram, etc.).",14
P000955,DS2_00065,5,Conduct weekly meetings discussing current sales percentages of the Business Development Department.,12
P000956,DS2_00065,5,"Company Name City , State Manager 10/2014 to 04/2015 Trained new employees and brought them up to the restaurant standards.",17
P000957,DS2_00065,5,"Company Name City , State Server & Lead Bartender 04/2012 to 07/2015 Provided excellent customer service.",12
P000958,DS2_00066,11,CONSULTANT Career Overview Macintosh Expert with 20 years in technical and customer support roles.,14
P000959,DS2_00066,11,"Experience in back-end programming, relational databases and development/maintenance of complex and critical systems.",11
P000960,DS2_00066,11,"Network Support: Open Directory, TCP/IP, DHCP, DNS, VOIP, VPN, AFP, SMB, FTP, NFS, SAN, HTML, PHP, Alvarion, Ubiquiti.",17
P000961,DS2_00066,11,"Software Support: Filemaker Pro, Filemaker Server, MS Office Suite, Adobe Suite, Final Cut Pro, Maya.",15
P000962,DS2_00066,11,"Work Experience Consultant January 2004 to October 2014 Company Name － City , State Worked with clients nationwide to analyze computing and network needs and install appropriate solutions within each organization's budget.",30
P000963,DS2_00066,11,Installation and support of various home automation and control systems.,10
P000964,DS2_00066,11,Managed user account and permissions on file servers.,8
P000965,DS2_00066,11,"Managed calendar, email, file sharing, backup, DHCP, DNS, VPN, FTP and web hosting on various servers.",16
P000966,DS2_00066,11,Network support for mixed network of Macintosh and Windows clients.,10
P000967,DS2_00066,11,"Installed network cabling, managed switches and routers.",7
P000968,DS2_00066,11,Network traffic analysis to improve network performance and reliability.,9
P000969,DS2_00066,11,Installed and maintained web based help desk ticketing system to track user support issues and resolutions.,16
P000970,DS2_00066,11,"Macintosh Support Specialist May 2000 to May 2004 Company Name － City , State Maintained network of 100+ Macintosh and Windows clients.",19
P000971,DS2_00066,11,"Software support for creative print, video, and 3D applications.",9
P000972,DS2_00066,11,Designed and installed Digital Asset Management solution for design teams allowing users network access to digital media.,17
P000973,DS2_00066,11,Daily system maintenance for Apple workstations and servers to support Audio/Video/3D clients.,11
P000974,DS2_00066,11,Managed and monitored storage usage for video capture.,8
P000975,DS2_00066,11,Managed backup and archive system using both disk based and tape libraries.,12
P000976,DS2_00066,11,Traveled with proposal teams to various locations to provide Audio/Video and network support during presentations.,14
P000977,DS2_00066,11,"Installed network cable, rack mounted routers, switches, KVM, servers, RAID storage, tape libraries, and Digital Asset Management storage solutions.",19
P000978,DS2_00066,11,"Business Center Manager January 1999 to December 1999 Company Name － City , State Created marketing plans.",15
P000979,DS2_00066,11,"Management of store employees including scheduling, payroll, sales and training.",10
P000980,DS2_00066,11,Worked with upper management to create incentive programs for employees.,10
P000981,DS2_00066,11,Improved call response time for business center.,7
P000982,DS2_00066,11,"General Manager May 1997 to December 1998 Company Name － City , State Designed and installed new Point Of Sale solution.",19
P000983,DS2_00066,11,"Sales / Purchasing January 1996 to April 1997 Company Name － City , State Identified prospective customers using lead generating methods.",18
P000984,DS2_00066,11,Responsible for creating and implementing advertisements and promotions.,8
P000985,DS2_00066,11,Developed price catalog and marketing materials for distribution and in house reference.,12
P000986,DS2_00066,11,Worked closely with CEO in developing sales strategies.,8
P000987,DS2_00066,11,Managed purchasing and receiving of store inventory.,7
P000988,DS2_00067,10,"05/2006 to 10/2012 Nursing Assistant Company Name － City , State Communicate with patients to ascertain feelings or need for assistance or social and emotional support.",22
P000989,DS2_00067,10,"Provide physical support to assist patients to perform daily living activities, such as getting out of bed, bathing, dressing, using the toilet, standing, walking, or exercising.",26
P000990,DS2_00067,10,"FRONT DESK MANAGER Company Name － City , State Carefully selected, developed and retained qualified staff, as well as trained [number] new staff annually.",22
P000991,DS2_00067,10,"Created annual goals, objectives and budget and made recommendations to reduce costs.",12
P000992,DS2_00068,21,"BANKING Summary Hands-on, client-oriented banking professional who implements creative investment strategies and is dedicated to continuous improvement.",15
P000993,DS2_00068,21,Entry level banking focused on applying excellent research skills and writing ability to a position in business management.Enthusiastic business major with excellent communication skills and strong motivation to succeed.,28
P000994,DS2_00068,21,"Developing and preparing accounting, statistics and Office subject papers (Word, Excel,PowerPoint).",12
P000995,DS2_00069,4,"Maintaining current knowledge of BMCHP and Wellsense Health Plan benefits, provider network development and contact issues, Mass and New Hampshire Medicaid regulations, as well as industry standards for claims adjudication and other party liability issues.",35
P000996,DS2_00069,4,Maintaining knowledge of the plan contracts and effectively interpreting information related to the plan's benefits.,15
P000997,DS2_00069,4,Achieved sales goals in accordance with productivity objectives.,8
P000998,DS2_00069,4,Recorded clients purchasing information to communicate and ensure future business.,10
P000999,DS2_00069,4,Provided excellent customer service: Worked closely with restaurant staff to ensure that orders were served in an efficient manner - Orders were assembled properly in the kitchen and delivered to customers in a timely manner.,34
P001000,DS2_00069,4,"Earned management trust by serving as key holder, responsibly opening and closing Establishment.",13
P001001,DS2_00069,4,State Developed and maintained quality relationships with clients through follow-up practices and event invitations.,13
P001002,DS2_00069,4,"Supervised Beauty department; hired and developed staff, managed performance and oversaw all departmental functions.",14
P001003,DS2_00069,4,Attend periodic vendor training seminars and achieve the highest level of product knowledge.,13
P001004,DS2_00069,4,manner - Orders were assembled properly in the kitchen and delivered to customers in a timely manner.,16
P001005,DS2_00069,4,My experience in various settings have developed my understanding in working with a broad spectrum of customers.,17
P001006,DS2_00070,11,"COMMUNICATIONS CONSULTANT Summary Seasoned Marketing Communications Professional  with a comprehensive background managing highly effective communication campaigns that supported key sales, marketing and stakeholder engagement objectives.",25
P001007,DS2_00070,11,"Marketing Manager offering a comprehensive background in the development and execution of strategic communication plans to drive member acquisition, retention and reactivation.",22
P001008,DS2_00070,11,Developed and implemented an innovative internal communications strategy to improve employee engagement through strategic messaging.,15
P001009,DS2_00070,11,"Experience Company Name City , State Communications Consultant 01/2008 to 01/2015 Managed and developed strategic integrated Teflon® branded marketing communications for Textiles, Housewares, Licensing and Industrial Businesses to ensure consistency and cost savings while supporting business growth objectives.",34
P001010,DS2_00070,11,Developed comprehensive understanding of the printing industry by collaborating with the Printing & Publishing Technical Marketing Organization.,16
P001011,DS2_00070,11,"Provided end-use marketing support to marketing representatives; managed global hang tag program, customer trademark usage and customer retail programs.",18
P001012,DS2_00071,10,"Managed quality communication, customer support and product representation for each client.",11
P001013,DS2_00072,5,"BUSINESS DEVELOPMENT ASSOCIATE Summary Extremely determined, outgoing, and passionate professional with proven ability to build rapport with clients.",18
P001014,DS2_00072,5,"​ Experience Business Development Associate 12/2015 to Current Company Name City , State Contact new and existing clients to discuss how specific products could meet their needs.",24
P001015,DS2_00072,5,Identify issues with existing marketing material to drive process improvements.,10
P001016,DS2_00072,5,Collaborate with key client stakeholders and document organizational challenges and business objectives to define client requirements.,16
P001017,DS2_00072,5,Conduct root cause analysis in order to identify data integrity issues and needed adjustments to Tableau's management reporting dashboards.,19
P001018,DS2_00072,5,"Senior Financial Analyst 08/2014 to 12/2015 Company Name City , State Worked in partnership with key multi-functional stakeholders to identify risk, develop remediation strategy and assist in the implementation of effective control structures to help mitigate potential risk.",34
P001019,DS2_00072,5,Developed and led internal control training programs for management and employees responsible for conducting key controls and self-assessments across all business lines.,21
P001020,DS2_00072,5,"Operations Analyst 11/2009 to 07/2014 Centrally managed an internal enterprise web-based application and acted as a trusted point of contact for over 2,000 users.",20
P001021,DS2_00072,5,Successfully on-boarded and trained new users and provided continuous support for existing users on system enhancements and evolving functionality Successfully managed the activities of 4 team members in multiple locations.,29
P001022,DS2_00072,5,Created training manuals targeted at resolving even the most difficult customer  issues.,12
P001023,DS2_00072,5,"Developed, implemented and monitored programs to maximize customer satisfaction.",9
P001024,DS2_00072,5,Prepared and provided detailed monthly departmental reports and updates to senior management.,12
P001025,DS2_00072,5,Developed rapport with the user base by handling difficult issues with professionalism.,12
P001026,DS2_00072,5,Led global User Acceptance Testing (UAT) for application improvements; managed enhancements and successfully coordinated testing results with business and development teams.,21
P001027,DS2_00072,5,"Education BBA : Management May 2009 James Madison University City , State Skills Microsoft Office Suite Visio SharePoint Zendesk",17
P001028,DS2_00073,17,"SENIOR ENGINEERING MANAGER Summary Personable, patient and adaptable Math tutor with 3 years of experience tutoring K-12 and college students in Mathematics.",21
P001029,DS2_00073,17,"Highly reliable and approachable person with 8 years of professional experience in people management, leadership, documentation, multi-tasking, innovation and creativity, gained through the corporate world of Silicon Valley.",27
P001030,DS2_00073,17,"Accomplishments Problem Solving   Assisted students from K-12 through college on a variety of class assignments, helped them understand how to solve quantitative problems and achieve higher grades in their classes.",29
P001031,DS2_00073,17,"Creative Lesson Planning   Motivated students to engage with course materials by organizing colorful, fun flashcard games to be used as a recall technique to enhance learning.",26
P001032,DS2_00073,17,Presentation   Designed and created course presentations to be used by SFSU instructor in a management class.,16
P001033,DS2_00073,17,Created and presented several presentations for colleagues using Microsoft PowerPoint and Google Docs.,13
P001034,DS2_00073,17,Training   Provided SQL programming trainings to corporate team members in a classroom setting to enhance their knowledge of SQL which allowed them to significantly improve data analysis.,27
P001035,DS2_00073,17,"Teaching Assistant 09/2005 to 05/2007 Company Name City , State Edited several business forecasting and operations management thesis papers for journal publications.",19
P001036,DS2_00073,17,Graded exam papers and evaluated operations management and total quality systems class assignments.,13
P001037,DS2_00073,17,"Corporate Experience Operational Excellence Lead, Google Express 11/2004 to 04/2005 Company Name City , State Analyzed data using statistical analysis tools such as correlation and multiple regression analysis.",25
P001038,DS2_00073,17,"Reviewed results and provided recommendations on system improvements, courier performance efficiency and capacity planning using various optimization and data analysis techniques.",21
P001039,DS2_00073,17,Identified operational areas that needed process and speed improvement to deliver orders faster.,13
P001040,DS2_00073,17,"Consultant 01/2013 to 02/2014 Company Name City , State Supported the 77Looks application from pre-launch to current in marketing, content management, quality testing areas.",20
P001041,DS2_00073,17,"Operations Manager 10/2011 to 01/2013 Company Name City , State Supervised a team of logistics analysts and warehouse staff in global warehouses.",19
P001042,DS2_00073,17,"Senior Analyst 10/2010 to 10/2011 Company Name City , State Supported global operations by ensuring warehouse productivity, inventory accuracy, timeliness of order fulfillment and shipments.",22
P001043,DS2_00073,17,Documented standard operating procedure(SOPs) and work flow processes for the use of operations and customer support teams.,18
P001044,DS2_00073,17,"Account Manager and Logistics Analyst 07/2007 to 10/2010 Company Name City , State Managed customer accounts in different industries to ensure on time delivery of shipments for import and export operations.",28
P001045,DS2_00073,17,Supervised and trained new users for procurement and warehouse management system.,11
P001046,DS2_00074,4,Ambitious Financial Manager determined to continually exceed expectations.,8
P001047,DS2_00074,4,Willing to take on added responsibilities to achieve desired results.,10
P001048,DS2_00074,4,Manage organizational cash flow and forecasting.,6
P001049,DS2_00074,4,Implement a robust financial management/ reporting system; ensure that the billing and collection schedule is adhered to and that financial data and cash flow are steady and support operational requirements.,29
P001050,DS2_00074,4,Effectively communicate and present the critical financial matters to the board of directors.,13
P001051,DS2_00074,4,Manage accounting and financial systems and maintain full and accurate accounting records Conduct financial analysis and prepare detailed financial reports and statements.,22
P001052,DS2_00074,4,"Provide financial and accounting advice, direction and leadership.",8
P001053,DS2_00074,4,Manage the maintenance and upgrade of financial systems.,8
P001054,DS2_00074,4,Identified and investigated variances to financial plans and forecasts by interpreting financial results.,13
P001055,DS2_00074,4,Managed a $ [Amount] annual budget that grew [Number] % in [Number] years.,11
P001056,DS2_00074,4,Created an analytical framework for identifying and developing financial growth opportunities.,11
P001057,DS2_00074,4,"Assumed ownership of accounting, forecasting and strategic supply planning.",9
P001058,DS2_00074,4,Developed annual budgets in collaboration with the financial director.,9
P001059,DS2_00074,4,Synthesized financial and budgetary information to solve problems and develop alternative solutions.,12
P001060,DS2_00074,4,"Managed high volumes of financial activity in a fast-paced, risk-based corporate environment.",10
P001061,DS2_00074,4,"05/1999 to 11/2012 Office Administration Department Manager Company Name – City , State 05/1997 to 05/1999 Accounts Receivable Coordinator Company Name – City , State Implemented Quickbooks Pro accounting software to enhance efficiency and productivity in Accounts Receivable.",30
P001062,DS2_00074,4,Designed and analyzed reports used by management to make better business decisions.,12
P001063,DS2_00074,4,Coordinated the invoicing process with Project Leaders and Financial Analyst to ensure invoices are submitted accurately to sponsors.,18
P001064,DS2_00074,4,Analyzed and retrieved billing information from non-governmental contracts.,7
P001065,DS2_00074,4,"03/1996 to 02/1997 Business Manager Company Name – City , State Managed daily Accounts Receivable and Accounts Payable functions.",15
P001066,DS2_00074,4,"04/1991 to 03/1996 Operations / Graphics Coordinator Company Name – City , State Managed a staff of seven in the production and design of yellow pages for over 20 universities.",25
P001067,DS2_00074,4,Managed and trained a staff of 25 full-time employees; assigning tasks and motivating them to meet deadlines.,16
P001068,DS2_00074,4,"Managed and maintained a $45, Book Delivery / Supply budget.",9
P001069,DS2_00074,4,Developed and implemented effective training procedures.,6
P001070,DS2_00074,4,Developed and implemented effective team building strategies.,7
P001071,DS2_00074,4,"05/1999 to 11/2012 Office Administrator Department Manager Company Name – City , State Supervised Administrative Staff by allocating work and ensuring deadlines were met.",20
P001072,DS2_00074,4,"Researched, coordinated and maintained contracts for maintenance of building, landscaping, office equipment and phone systems/service.",14
P001073,DS2_00074,4,"Provided administrative support to staff (typing, phones, filing).",8
P001074,DS2_00074,4,"Implemented company accounting software, Deltek Advantage/Vision.",5
P001075,DS2_00074,4,Insured implementation of proper controls and maintain accuracy of accounts receivable system.,12
P001076,DS2_00074,4,"Provided year-end support for audits, financial reports and tax preparation.",9
P001077,DS2_00074,4,Analyzed collection reports and made contact with customers' Accounts Payable Departments to ensure invoices are being processed for payment (collection calls).,21
P001078,DS2_00074,4,"Provided reports to Project Managers/Team Leaders to utilize in project budgeting, project progress and performance.",14
P001079,DS2_00075,10,"Excellent communication, organization and time management skills.",7
P001080,DS2_00075,10,Worked with upper management to ensure appropriate changes were made to improve customer satisfaction.,14
P001081,DS2_00075,10,"Sales Consultant Jan 2014 to Mar 2015 Company Name － City , State Communicate with customers, employees, and other individuals to answer questions, receive and distribute money, and address complaints.",28
P001082,DS2_00075,10,"Communicated information to customers about product quality, value and style.",10
P001083,DS2_00075,10,Built and maintained effective relationships with peers and upper management.,10
P001084,DS2_00075,10,"Team Member Jan 2013 to Jan 2014 Company Name － City , State Communicate with customers, employees, and other individuals to answer questions, take orders, and address complaints.",26
P001085,DS2_00075,10,"Office Clerk Jan 2012 to Jan 2013 Company Name － City , State Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",30
P001086,DS2_00075,10,Deliver messages and run errands.,5
P001087,DS2_00075,10,Created expense reports using Microsoft Excel spreadsheets.,7
P001088,DS2_00076,5,SE BUSINESS DEVELOPMENT MANAGER Highlights National account management Established track record of exceptional sales results Excellent communication skills Resolution-oriented Cross-cultural sales background Exceptional multi-tasker Accomplishments SIMSOC (Simulated Society) Leadership Workshop-Dr. Larry Pepper.,28
P001089,DS2_00076,5,Activities Mastering Business Development Workshop-Bill Scheessele.,5
P001090,DS2_00076,5,"Exceptional Management Skills-Baker Communication Inc. Print Graphic Support   Collaborated with marketing and business development groups for collateral needs by creating page layout designs for flyers, data sheets, CD covers and other printed materials.",31
P001091,DS2_00076,5,"Supporting Lewis-Goetz, Rawson, and ICD offices and sales reps to pursue opportunities for Own Brand products including ECON, Diamond Gear, C&C, Force, Smith valves.",24
P001092,DS2_00076,5,"SE Technical Outside Sales Representative May 2013 to Jun 2014 Company Name － City , State Technical support for Outside Sales Representative's in Southeast.",22
P001093,DS2_00076,5,"Business development for turbine OEM's: General Electric, Siemens, Alstom and Mitsubishi.",11
P001094,DS2_00076,5,"Strategic Automation Manager Aug 2012 to Apr 2013 Company Name － City , State Responsible for automation shop design and setup.",19
P001095,DS2_00076,5,"Technical Sales Leader Aug 2001 to Aug 2012 Company Name － City , State Process Control Equipment Business development for strategic manufacturer alliances.",21
P001096,DS2_00076,5,Developed the organizational structure and staffing plan for Production Services.,10
P001097,DS2_00076,5,Developed marketing presentation for GE Energy and other GE Business.,10
P001098,DS2_00076,5,Developed Gexpro Services MSD packaging procedures to meet/exceed GE Energy P23E-AL-0255.,9
P001099,DS2_00076,5,Developed LMS 100 VBV (variable bleed valve) and anti-icing valve systems.,10
P001100,DS2_00076,5,CE Compliance Team-Supported GE Energy CE Compliance Team as supplier.,9
P001101,DS2_00076,5,Support Gexpro Services quality organization with technical write up and evaluation for our supplier base.,15
P001102,DS2_00076,5,"Business Development Manager Jun 2001 to Aug 2001 Company Name － City , State Business development for strategic manufacturer alliances.",18
P001103,DS2_00076,5,Business development for end users.,5
P001104,DS2_00076,5,"Developed marketing presentation for end users (Chemical, Power, Pulp & Paper, etc).",11
P001105,DS2_00076,5,"Senior Manager Dec 1998 to Jun 2001 Company Name － City , State Application Engineering Manage Application Engineering Department that is responsible for product evaluation and sales implementation at customer site.",29
P001106,DS2_00076,5,Business development for strategic manufacturer alliances.,6
P001107,DS2_00076,5,Negotiated contract with EI DuPont that resulted in first year sales of 26MM that provided technical services to three plant locations.,21
P001108,DS2_00076,5,Developed the organizational structure and staffing plan for the Application Engineering Department.,12
P001109,DS2_00076,5,IT development team that assisted with the build-out of the e2bSM (Engineering-2-Business) Platform.,11
P001110,DS2_00076,5,"Sales Manager Sep 1995 to Dec 1998 Company Name － City , State Liaison between multiple valve manufacturers (Flowserve-Valtek & Kammer) and representative firm.",20
P001111,DS2_00076,5,Extensive involvement with control valve manufacturer to develop and trouble-shoot digital products and software.,13
P001112,DS2_00076,5,Manage Strategic Alliance Agreement between Flowserve and EI DuPont.,9
P001113,DS2_00076,5,"Managed five technical sales representatives, four inside sales people in South & North Carolina.",13
P001114,DS2_00076,5,Implemented training course for new sales representatives -- speeding profitability.,9
P001115,DS2_00076,5,Developed and implemented marketing plan for South & North Carolina territory.,10
P001116,DS2_00076,5,"Technical Sales Representative Aug 1990 to Sep 1995 Company Name － City , State Primary responsibilities were large industrial plants and A&E Firms.",22
P001117,DS2_00076,5,"Customer base included: EI DuPont, Hoechst Celanese, Fluor Daniels, Day & Zimmerman, Chemtex International, Bechtel Engineering, CRS-Sirrine, etc Developed anti-surge control valve specification for PET charge vessel that increased production by 40%.",29
P001118,DS2_00076,5,Develop Special Valve (SV) Codes for EI DuPont Dacron Intermediate Plants.,11
P001119,DS2_00076,5,"Technical Sales Representative May 1988 to Aug 1990 Company Name － City , State Primary responsibilities were large industrial plants and A&E Firms.",22
P001120,DS2_00076,5,"Concentration in Labor Economics, Finance, Mathematics, Business Management, and Marketing.",10
P001121,DS2_00077,23,100% SUPPORT TEAMING AND DIVERSITIES.,5
P001122,DS2_00078,10,SALES ASSOCIATE Skills Teamwork Problem Solving Skills Strong Work Values Leadership Skills Dependability Relevant Experience Customer service oriented,18
P001123,DS2_00078,10,Developed positive customer relationships through friendly greetings and excellent,9
P001124,DS2_00078,10,Created visual marketing and styled window displays.,7
P001125,DS2_00078,10,"Education and Training Dec 2015 High School Diploma Derby High School － City , State September 2016 Eric Fisher Academy － City , State Skills coach, Communication Skills, credit, Leadership Skills, marketing, window, Problem Solving Skills, sales, Teamwork, telephone",35
P001126,DS2_00079,13,"DIRECTOR Executive Profile Forward thinker with expertise in marketing, partner acquisition, contract negotiation, communications, project management, collaboration and consensus building, combined with a Master's Degree in Business Administration.",28
P001127,DS2_00079,13,"09/1997 to 02/1999 INTERNET DEVELOPMENT PROJECT MANAGER Company Name － City , State Promoted to position.",12
P001128,DS2_00079,13,"Managed overall Internet project and technical development of AAA.com functionality for online travel bookings, routings, travel material requests and TourBook look-up.",19
P001129,DS2_00079,13,"Managed staff of four developers and directed the work of Internet designers, content editors and technical writers in other departments.",20
P001130,DS2_00079,13,"04/1996 to 09/1997 ELECTRONIC PUBLISHING MANAGER Company Name － City , State Responsible for all aspects of America Online (AOL) project and interim internet project (AAA.com).",21
P001131,DS2_00079,13,"07/1991 to 03/1996 MARKETING / PRODUCT DEVELOPMENT MANAGER Company Name － City , State Performed various marketing and project management functions within Publishing area.",19
P001132,DS2_00079,13,Became Marketing Manager for the Publishing Division in January 1993.,10
P001133,DS2_00079,13,"Developed club travel store program, a direct-to-member publications sales test, club marketing programs for retail publications.",15
P001134,DS2_00079,13,Served 18 months as program manager for AAA's World Cup soccer national sponsorship.,13
P001135,DS2_00079,13,"Oversaw club promotions, AAA product development, retail distribution and premium product sales/development to sponsors.",13
P001136,DS2_00079,13,"07/1990 to 06/1991 VICE PRESIDENT BRANCH ADMINISTRATOR Company Name － City , State Managed operations for seven branches with 45 employees and $184 million in deposits.",22
P001137,DS2_00079,13,Developed and managed a successful plan to maintain existing customer base during period of government intervention.,16
P001138,DS2_00079,13,"Managed a $750,000 marketing budget with a staff of six.",9
P001139,DS2_00079,13,Developed and implemented innovative and cost efficient marketing plans to promote bank products and services.,15
P001140,DS2_00079,13,Launched business development program that generated $14 million in sales in three months.,13
P001141,DS2_00079,13,"Program focused on prospect development, formalized sales reporting, sales tracking, follow-up, incentives and recognition.",13
P001142,DS2_00079,13,Established and managed an eight-person outbound telemarketing department that generated $2 million deposits during the first four months.,17
P001143,DS2_00079,13,"01/1984 to 09/1986 BUSINESS DEVELOPMENT REPRESENTATIVE Company Name － City , State Created Newcomer Program and designed to attract business from people moving to the area.",22
P001144,DS2_00079,13,"Managed all sales efforts, which generated $20 million in deposits in the first five years.",15
P001145,DS2_00079,13,"Promoted to Vice President, Regional Marketing Manager as a result.",10
P001146,DS2_00081,18,"Promoted to delivery helper in which the duties include the following: loading/unloading inventories, picking/packing orders, maintained customer relations and reconciling all errors of clients' orders.",23
P001147,DS2_00082,11,"STAFF CONSULTANT Summary Experienced professional with project management skills and experience in marketing, supply, and financial performance reporting.",18
P001148,DS2_00082,11,Praised by management for always keeping a positive attitude and meeting deadlines.,12
P001149,DS2_00082,11,Analyzed project performance and communicated updates to key players.,9
