Phrase_ID,Resume_ID,Category,Phrase,Word_Count
P000834,26994282,SALES,"Managed job site hazards by accurately locating biohazards, low-grade radiation and chemicals.",11
P000835,26994282,SALES,"Independently worked on projects, while offering process coordination and cooperation with other teams.",13
P000836,26994282,SALES,Complied with all local plumbing codes throughout the duration of each project.,12
P000837,26994282,SALES,Inspected structures to avoid any obstruction and delays throughout the project.,11
P000838,26994282,SALES,Prepared detailed records of all project tasks from start to finish.,11
P000839,26994282,SALES,Offered guidance and training to junior team members.,8
P000840,20819838,SALES,SALES Summary To obtain a challenging position with an organization that offers the opportunity for professional growth and where I can contribute my knowledge and skills to benefit your company.,30
P000841,20819838,SALES,"Experience Sales April 2013 to December 2014 Company Name － City , State Greet customers in a prompt and professional manner.",19
P000842,20819838,SALES,"This may be in the showroom, outside on the lot or in the service or parts departments.",17
P000843,20819838,SALES,All customers regardless of their reason for being at the dealership will be greeted and directed to the proper department or staff member.,23
P000844,20819838,SALES,"Assist customers by helping them find a vehicle, test drive and demonstrate the features and benefits of vehicles.",18
P000845,20819838,SALES,Answer the questions of the customers and assist them in every aspect of buying an automobile.,16
P000846,20819838,SALES,"Negotiate price, terms and conditions and follow the direction of the sales manager on duty.",15
P000847,20819838,SALES,Escort customers throughout the sales process according to automobile sales system that is in place at the dealership.,18
P000848,20819838,SALES,Make follow up calls to past or potential customers.,9
P000849,20819838,SALES,Ask for referrals and repeat business.,6
P000850,20819838,SALES,"Quoted prices, credit terms and other bid specifications.Negotiated prices, terms of sales and service agreements.",14
P000851,20819838,SALES,"Sales Associate January 2013 to April 2013 Company Name － City , State Greet customers in a prompt and professional manner.",19
P000852,20819838,SALES,"Sales Associate November 2012 to January 2013 Company Name － City , State Greet customers in a prompt and professional manner.",19
P000853,20819838,SALES,"Sales Associate March 2011 to October 2012 Company Name － City , State Greet customers in a prompt and professional manner.",19
P000854,20819838,SALES,"Sales Associate November 2010 to March 2011 Company Name － City , State greet customers in a prompt and professional manner.",19
P000855,16511249,SALES,SALES Summary Dedicated security enforcement professional with more than 5 years managing security teams and 20 years protecting professional environments.,20
P000856,16511249,SALES,Personable leader who comfortably interacts with people from diverse cultures and backgrounds.,12
P000857,16511249,SALES,"Skills CPR, First Aid, report writing and documentation, leadership.",9
P000858,16511249,SALES,"Experience 10/2015 to 11/2015 Sales Company Name - City , State Identified prospective customers using lead generating methods and performing an average of 50 cold calls per day.",24
P000859,16511249,SALES,Sold first car immediately after training by personal referral.,9
P000860,16511249,SALES,"01/2015 to 09/2015 Sales Company Name - City , State Identify customer needs; match needs to Company products and services, and overcome customer objections and resistance.",22
P000861,16511249,SALES,"07/2014 to 01/2015 Sales Company Name - City , State Identify and acquire high quality, long-term, “preferred” customers to support growth through Costco Road show program participation.",22
P000862,16511249,SALES,Primary responsibility is to make sales presentations to prospective DSW customers at pre- identified Costco locations.,15
P000863,16511249,SALES,On occasion similar duties may be performed at other retailers.,10
P000864,16511249,SALES,"Communicate front-line conditions and customer problems to manager; create and maintain contracts, accounting and service documentation and logs as required by manager.",21
P000865,16511249,SALES,Serve as a Company representative with Costco management to ensure that DS Services of America is represented in a professional manner at all times.,24
P000866,16511249,SALES,Communicate with store management as needed.,6
P000867,16511249,SALES,Ensure in store booth set up is completed according to DS Services of America and Costco standards.,17
P000868,16511249,SALES,"06/2014 to 07/2014 Catering Chef Company Name - City , State Prepared food items such as sandwiches, salads, soups, and beverages 05/2014 to 06/2014 Server Company Name - City , State Served items requested by customers and processed payment.",31
P000869,16511249,SALES,"10/2011 to 05/2014 Loss Prevention Officer Company Name - City , State First responder to medical and fie emergencies.",15
P000870,16511249,SALES,Recommended improvements in security systems and procedures.,7
P000871,16511249,SALES,Supplied internal and external security in a hotel with 410 guest rooms.,12
P000872,16511249,SALES,Reduced general liability claims by 5% through safety audits and training.,11
P000873,16511249,SALES,Conducted site reviews and security audits and made recommendations to management based on findings.,14
P000874,16511249,SALES,"Developed procedures for the emergency response and crisis management, physical security, information protection, incident management and investigation units.",18
P000875,16511249,SALES,Counseled management on how to cut spending without compromising the safety and security of the company's assets.,17
P000876,16511249,SALES,Developed and implemented training procedures for all newly hired personnel.,10
P000877,16511249,SALES,"06/2008 to 01/2010 Construction Security Supervisor Company Name - City , State Managed staff schedules for all shifts and events to minimize overtime costs.",20
P000878,16511249,SALES,Managed more than 6 security officers for construction of 12 story high-rise building.,12
P000879,16511249,SALES,"06/2008 to 06/2009 Security Officer Company Name - City , State Implemented video surveillance, motion detection and closed-circuit television systems to aid in monitoring the premises.",21
P000880,16511249,SALES,Issued criminal trespass warnings to possible suspects and assisted police in apprehending and processing shoplifters.,15
P000881,16511249,SALES,Monitored the entire facility using CCTV while simultaneously performing dispatch duties.,11
P000882,16511249,SALES,Communicated and enforced compliance with state and local laws while emphasizing company standards of professionalism and safety.,17
P000883,16511249,SALES,"04/2006 to 06/2008 Security Officer Company Name - City , State Monitored the entire facility using CCTV while simultaneously performing dispatch duties.",18
P000884,16511249,SALES,"01/2006 to 06/2006 Security Officer Company Name - City , State Issued criminal trespass warnings to possible suspects and assisted police in apprehending and processing shoplifters.",22
P000885,16511249,SALES,"08/2003 to 01/2006 Loss Prevention Officer Company Name - City , State Issued criminal trespass warnings to possible suspects and assisted police in apprehending and processing shoplifters.",23
P000886,16511249,SALES,"02/2003 to 07/2003 Security Company Name - City , State Monitored the entire facility using CCTV while simultaneously performing dispatch duties.",17
P000887,16511249,SALES,"02/2000 to 02/2003 Room Service Assistant Manager Company Name - City , State Oversaw delivery of food.",13
P000888,16511249,SALES,"01/2000 to 01/2003 Owner Company Name - City , State Owner of catering business 01/1999 to 01/2000 Line Cook Company Name - City , State Catering Chef and server for catering and deli.",25
P000889,16511249,SALES,Graduated top 10 in Class of 500.,7
P000890,16511249,SALES,"Working on Bachelors San Francisco State - City , State , USA A ttended 9/89 to 6/91.",12
P000891,16511249,SALES,Specialized in History and American Foreign Policy.,7
P000892,16511249,SALES,"1989 Associate of Arts : History Skyline College - City , State , USA",10
P000893,36074301,SALES,"Exceeding sales goals year after year, almost 3M in sales volume in 2014, I am honored and excited to expand my knowledge into the International field in sales.",28
P000894,36074301,SALES,"Provided training for businesses, customers enabling a smooth transition to support team and reduced churn.",15
P000895,36074301,SALES,"Retail Sales Representative December 1999 to December 2002 Company Name － City , State Multiple Awards for Sales Excellence, Customer Service and Top Sales Producer,.",23
P000896,36074301,SALES,"Recommended wireless solutions to new and existing accounts Provided training to new accounts, new customers including sales training for new employees.",21
P000897,27624540,SALES,SALES ASSOCIATE/GOLF SALES ASSOCIATE Executive Summary High-energy and focused Manager with 26 years of Honorable military service.,15
P000898,27624540,SALES,Posses a wealth of experience which was developed by taking on greater postilions of responsibility and restructuring policies and improving upon the organizational goals.,24
P000899,27624540,SALES,Mentoring junior leaders and providing direction for all personnel under my charge.,12
P000900,27624540,SALES,In addition to taking-on and managing new projects with increased demand and responsibility.,12
P000901,27624540,SALES,"Core Qualifications 15 years experience in the field of Operations management in the U.S. Army under various circumstances while deployed to Iraq and Afghanistan, and at various state-side duty stations.",28
P000902,27624540,SALES,"Mentored and developed leadership skills of Iraqi and Afghan medical officers, in order to help them become more self-sufficient in their daily missions.",22
P000903,27624540,SALES,"Possess12 years of experience in Microsoft Office for Windows and MAC, including preparing and managing spreadsheets, presentations, and various types of documents.",22
P000904,27624540,SALES,Possess 12 years of experience in Adobe Acrobat/Reader and preparing and editing Portable Document Format (PDF) enabled and formatted documents and converting them to Microsoft Word.,25
P000905,27624540,SALES,"Transport and Shipping of Biomedical Materials Course is IAW the 49 CFR, 42 CFR, 9CFR, 21 CFR, and the USPS Domestic and International Mail Manuals.",25
P000906,27624540,SALES,Providing briefings to the Chief of Staff of the AMEDDC&S.,11
P000907,27624540,SALES,Supervised 65 subordinate Equal Opportunity Leaders and one Equal Opportunity Advisor within the 32nd Medical Brigade.,16
P000908,27624540,SALES,"Managed the annual budget for the Equal Opportunity program, which consisted of $45,000.",12
P000909,27624540,SALES,"Responsible for over $1.6 million dollars worth of medical equipment and 8 medical evacuation vehicles in addition to managing an operational budget of $20,000 for medical supplies and equipment ().",27
P000910,27624540,SALES,I possess two years and one month experience as a Military Medical Adviser/Trainer on a Military Transition Team in Iraq and Afghanistan.,21
P000911,27624540,SALES,"I was responsible for the planning and coordinating training with US Coalition forces at Camp Taji, Iraq and Wardak Province.",20
P000912,27624540,SALES,"Sales Associate January 2011 to January 2012 Company Name － City , State Four months experience as a Sales Associate at Bed Bath and Beyond at Davenport, IA .",26
P000913,27624540,SALES,Provided customer support and assisted customers in the selection of products for purchase.,13
P000914,27624540,SALES,Additional duties included helping as a cashier during high volume customer periods and merchandising.,14
P000915,27624540,SALES,Other duties included packaging and shipping merchandise to other stores.,10
P000916,27624540,SALES,Assisted with the balancing and closing of the registers at the end of the night.,15
P000917,27624540,SALES,"Manager January 2008 to January 2010 Company Name － City , State One year experience as the Military Manager of the Rock Island Arsenal health clinic, Rock Island Arsenal, IL.",28
P000918,27624540,SALES,Managed the daily operations of the health clinic with primary supervisory duties over 9 government civilian employees and two contract employees.,21
P000919,27624540,SALES,Was responsible for $3.8 million dollars worth of equipment and facilities.,10
P000920,27624540,SALES,"In addition to recommending and overseeing the contracts for services provided to the clinic, such as regulated medical waste removal, radiological equipment services, oxygen delivery systems, and custodial services.",29
P000921,27624540,SALES,"Sales Associate/ Forklift Driver January 2007 to January 2007 Company Name － City , State One year, nine months experience as a Sales Associate at Hechinger's Home Improvement Centers at Fayetteville, NC.",29
P000922,27624540,SALES,"Provided customer support and assisted customers in the selection of products in the Lawn/Garden and Hardware/Tools departments; additional duties included merchandising, restocking inventory, receiving and inventorying truck shipments, sending merchandise to other stores, and using a forklift.",35
P000923,27624540,SALES,This was a part time employment (1989 -1991).,7
P000924,27624540,SALES,"Cashier January 2006 to January 2007 Company Name － City , State Commercial Retail.",12
P000925,27624540,SALES,"Six months experience as a cashier in addition to helping close the registers in the evening at Bed Bath and Beyond, at W IH-10, San Antonio, TX .",26
P000926,27624540,SALES,Additional duties included customer support by providing information on various products and helping customers make a decision on their purchases.,20
P000927,27624540,SALES,"Education Select One : Human Resources , May 2011 Defense Equal Opportunity Institute － City , State , USA The Alternative Dispute Resolution Mediator course at DEOMI, Patrick Air Force Base.",26
P000928,27624540,SALES,"Interests My hobbies include team sports like ice hockey and individual sports like golf, cycling (held a racing license in Europe and the US), and triathlons.",26
P000929,27624540,SALES,"Scheduled to start a Masters degree in Organizational Development and Leadership in August 2015, at the University of The Incarnate Word in San Antonio, Texas.",25
P000930,27624540,SALES,"Additional Information I was awarded the Military Outstanding Volunteer Service Medal for volunteer work performed with the USO in San Antonio, Texas.",22
P000931,27624540,SALES,Other volunteer work included serving as head coach for a youth ice hockey team and as a mentor at the Phillis Wheatley middle school in the San Antonio public school system.,31
P000932,27624540,SALES,Skills Highly effective leader in extreme situations as well as normal conditions.,12
P000933,27624540,SALES,Posses the ability to place the correct personnel with the appropriate skills on a project.,15
P000934,27624540,SALES,Posses the interpersonal skills required to solve conflict within members of the organization.,13
P000935,27624540,SALES,Posses 15 years of Multi-unit operations experience with personnel in various circumstances.,11
P000936,20423658,SALES,SALES REPRESENTATIVE; SALES MANAGEMENT Summary I am submitting this resume to you because I am interested in the job opening that you have on the business side of AT&T.,30
P000937,20423658,SALES,"I'm a hard working, loyal and energetic manager and top-rated sales associate with more than 8 years of leading dynamic sales teams in fast-paced markets.",23
P000938,20423658,SALES,"I'm always early and if doing the job correctly means traveling to meet individual customers based on their time constraints, then working late is what I'll do.",27
P000939,20423658,SALES,I don't quit until the job is done and I know customer service will be my number one priority along with hitting my goals.,24
P000940,20423658,SALES,I know that I would be an excellent fit for this position and a reliable source of success for your team.,21
P000941,20423658,SALES,Thank you for taking the time to review my information.,10
P000942,98509238,SALES,SALES SUPERVISOR - SALES EFFECTIVENESS Summary Experienced sales supervisor and recognized training facilitator with over 25 years of sales experience in the Utility Industry.,23
P000943,98509238,SALES,Proven track record of implementing successful sales programs to exceed Team and Company goals.,14
P000944,98509238,SALES,Managed the Partner financing for legacy PNG.,7
P000945,98509238,SALES,Self taught the advanced ways to utilize CRM and quickly became the subject matter expert.,15
P000946,98509238,SALES,"Helped build and develop a training manual for new sales representatives for the SouthWest Region, which is being reviewed now for enterprise wide potential use.",25
P000947,98509238,SALES,"Gave presentations to builders, construction managers and superintendents to review the on-line service installation request process, meter placement guidelines and to solicit ways to improve communications.",25
P000948,98509238,SALES,"Commercial Sales Representative 04/2006 to 11/2012 Company Name City , State Executed strategies to ensure natural gas growth with both new and existing commercial customers in the Charlotte market.",26
P000949,98509238,SALES,"Networked with business leaders, architects, engineers, contractors and owners to promote the company's products and services.",16
P000950,98509238,SALES,Recognized for the ability to develop and maintain quality customer and business relationships.,13
P000951,98509238,SALES,Consistently met or exceeded set territory goals.,7
P000952,98509238,SALES,Became LEED certified in 2009; one of three employees at the time with the certification.,15
P000953,98509238,SALES,Was named Commercial Sales Person of the Year in 2008.,10
P000954,98509238,SALES,"Industrial Power Representative 07/1986 to 03/1993 Company Name City , State Responsible for one half of Mecklenburg County Industrial customers to promote the products and services of the Company.",26
P000955,98509238,SALES,"Identified new opportunities for off-peak shaving, such as Standby Generation, Interruptible Power and time-of-day rates.",13
P000956,98509238,SALES,Consistently met or exceed assigned goals.,6
P000957,98509238,SALES,"First female, non-engineer to hold this position Commercial Power Representative 08/1984 to 07/1986 Company Name City , State One of three reps covering Mecklenburg County's small to large commercial customers promoting energy management and peak shaving opportunities.",33
P000958,98509238,SALES,Developed training material and trained employees of the newly formed group in the Call Center to handle commercial customers exclusively.,20
P000959,25810233,SALES,"SALES MANAGER/ TERRITORY SALES MANAGER Experience Sales Manager/ Territory Sales manager 02/2014 to 08/2015 Company Name City , State Selling and working with Franchises, Strategic Partners on Mobile Loyalty Platform.",25
P000960,25810233,SALES,Working with Digital and Advertising Agencies on Reselling ProductSelling Local Clients in the Arkansas Territory on the Mobile Loyalty Platform.,20
P000961,25810233,SALES,"Senior Buyer 08/2015 to Current Company Name City , State Remote Senior Buyer--Searing for new and exciting products and reaching out to designers and manufacturers to establish partnerships.",27
P000962,25810233,SALES,Pitching brand vendors to work with Touch of Modern and establish new relationships.,13
P000963,25810233,SALES,Managing dozens of accounts while simultaneously continuing to build new ones.,11
P000964,25810233,SALES,Planning sales events and selecting the final products for sales events.,11
P000965,25810233,SALES,"Remote Senior Buyer (Fayetteville, AR) 08/2015 to Current Company Name City , State Searching for new and exciting products and reaching out to designers and maufacturers to establish partnerships.",27
P000966,25810233,SALES,Planning sales and selecting the final products for slaes events.,10
P000967,25810233,SALES,"Remote Senior Buyer in Fayetteville, AR 08/2015 to Current Company Name City , State Searching for new and exciting products and reaching out to designers and manufacturers to establish partnerships.",28
P000968,25810233,SALES,Planning sales and selecting the final products for sales events.,10
P000969,25810233,SALES,Planning sales andselecting the final products for sales events.,9
P000970,15273850,SALES,Provided high standard of service and attention to detail.,9
P000971,15273850,SALES,Quickly and effectively solve customer challenges.,6
P000972,15273850,SALES,"Maintain quality control/satisfaction records, constantly seeking",5
P000973,15273850,SALES,new ways to improve customer service.,6
P000974,15273850,SALES,Maintained inventory of office supplies.,5
P000975,15273850,SALES,Managed all aspects of daily office operations.,7
P000976,15273850,SALES,"Created and edited memos, correspondence and directory reports for management evaluations and presentations.",13
P000977,15273850,SALES,"Box Office Manager , 01/2003 to 01/2006 Company Name － City , State Managed all aspects of ticket sales.",14
P000978,15273850,SALES,"Maintained data base of all season ticket holders, answered",9
P000979,15273850,SALES,"multi-line phones, and kept an inventory of all supplies.",8
P000980,15273850,SALES,Organized volunteers to work in the box office to help with,11
P000981,15273850,SALES,"Education and Training High School Diploma : 1985 Northwood High School － City , State",12
P000982,26932091,SALES,"PMC/PSM/ SALES MANAGER/ SALES ASSOCIATE Career Focus Performance Management Consultant with more than10 years of experience planning, developing and implementing behavioral and operationally focused procedures to enable sales and productivity .",28
P000983,26932091,SALES,Currently r esponsible for maximizing performance across,7
P000984,26932091,SALES,the Corporate-Owned Retail team in the Southwest Territory by working collaboratively with Director of Sales and Area Managers in addressing key issues sales,22
P000985,26932091,SALES,"skills, leadership development, performance improvement, retail operations and",8
P000986,26932091,SALES,customer engagement for the territory.,5
P000987,26932091,SALES,"I play a critical role in creating an infrastructure that enables sustainable,",12
P000988,26932091,SALES,measurable improvement in an evolving environment and am constantly working to improve internal,13
P000989,26932091,SALES,processes and efficiencies within technical systems and behavioral,8
P000990,26932091,SALES,Ability to translate the company strategy into,7
P000991,26932091,SALES,specific goals to ensure a focus on delivering results Strong,10
P000992,26932091,SALES,ability to quickly understand complex issues and identify priorities Focus,10
P000993,26932091,SALES,on key points that can be clearly communicated to all levels of leadership Maintain,14
P000994,26932091,SALES,effective cross functional relationship to drive program consistency across,9
P000995,26932091,SALES,"retail, agent, and business channels",5
P000996,26932091,SALES,"Analyze business and system requirements, mange",6
P000997,26932091,SALES,"development of specifications to create and execute detailed test plans, and",11
P000998,26932091,SALES,"verify bug fixes Analyzed application, system, and security",8
P000999,26932091,SALES,Escalated issues to developers and verified fixes,7
P001000,26932091,SALES,"analytical, time management and problem-solving skills Professional Experience Company Name City , State PMC/PSM/ Sales Manager/ Sales Associate 05/2010 Responsible for maximizing performance across Corporate-Owned Retail team in the Southwest Territory.",25
P001001,26932091,SALES,"Work collaboratively 1:1 with Director of Sales and Area Managers in addressing key issues in operations, key performance indicators, execution of customer engagement, as well as processes and behaviors necessary to achieve expected business results.",34
P001002,26932091,SALES,"Play a critical role in creating an infrastructure that enables sustainable, measurable improvement in an evolving environment.",17
P001003,26932091,SALES,Constantly working to improve internal processes and efficiencies within the technical systems and behavioral procedures.,15
P001004,26932091,SALES,Assessed skill levels of associates in Retail environments and provided feedback to leaders on the effectiveness of ongoing training programs.,20
P001005,26932091,SALES,Suggested program improvements to increase skill levels.,7
P001006,26932091,SALES,Worked with Leaders to develop action plans to address gaps in performance.,12
P001007,26932091,SALES,Facilitated training sessions to refresh knowledge of associates as needed in order to achieve and maintain desired sales goals.,19
P001008,26932091,SALES,Developed reporting metrics and deliver to management as requested.,9
P001009,26932091,SALES,"Assisted in establishing standards for performance and monitor against standards, implementing changes when necessary.",14
P001010,26932091,SALES,"Developed knowledge of leading edge learning methods, external best practices, applications and tools.",13
P001011,26932091,SALES,"Provide leadership and coaching to retail sales staff on selling skills, company policies and practices, performance management and career development.",20
P001012,26932091,SALES,"Drive the achievement of store sales targets which include new customer acquisitions, sale of essentials, and sale of vertical features in a weekly/monthly basis while achieving the highest level of customer satisfaction.",31
P001013,26932091,SALES,"Company Name City , State Customer Service Lead 04/2009 to 01/2011 Management position responsible for all aspects of managing a single retail store.",20
P001014,26932091,SALES,"Has complete operation liability to achieve sales, service, organization, customer satisfaction and profitability goals for the store in compliance with company procedures.",22
P001015,26932091,SALES,Develops and executes short and long-term plans to achieve goals in support of district/region strategy.,13
P001016,26932091,SALES,Ensures the maintenance of expected operational and merchandising standards.,9
P001017,26932091,SALES,Ensures staff maintains store presentation and supports brand consistency.,9
P001018,26932091,SALES,"Provides effective training to staff in the areas of customer service, product knowledge, inventory control and merchandising while offering developmental opportunities.",21
P001019,26932091,SALES,Handles store level loss prevention issues.,6
P001020,26932091,SALES,"Prepared weekly sales reports for management.Responsible for customer service, including answering customer queries, problem solving and providing information on new products.",20
P001021,26932091,SALES,Tracked inventory and shipping/receiving of product.,5
P001022,26932091,SALES,Received incoming service calls and scheduled and dispatched technicians as needed.,11
P001023,26932091,SALES,Assisted with invoicing customers.Handled customer complaints.,5
P001024,26932091,SALES,"Company Name City , State Quality Analyst/Special Projects/Repair Representative 06/2001 to 10/2005 06//2005 - Quality Analyst Audited all orders coming from inside and outside sales offices to ensure customer satisfaction.",23
P001025,26932091,SALES,Exceeded set quota for weekly audits by 200%.,8
P001026,26932091,SALES,Helped create and maintain reporting guidelines for all implemented audits.,10
P001027,26932091,SALES,Revised and formatted definitions to better enable us to accurately audit reps.,12
P001028,26932091,SALES,Able to audit and/or provision on all platforms utilized by Birch Telecom.,11
P001029,26932091,SALES,Created documentation for new processes to distribute throughout the company 09//2003 - Install/Special Projects Specialist Created local service requests to install new Pots lines for existing Birch customers.,25
P001030,26932091,SALES,Statused customers on the progress of their order.,8
P001031,26932091,SALES,Successfully cleared out my queue to prevent the ETTR from running out on install orders by providing good customer service.,20
P001032,26932091,SALES,Exceeded daily quota 90% of days worked.,7
P001033,26932091,SALES,Received 100% on quality audits on 99% of orders graded.,10
P001034,26932091,SALES,"Worked all Complex MAC manual orders, ex.",7
P001035,26932091,SALES,"Loop to ground, Trunk to Pots.",6
P001036,26932091,SALES,Researched and corrected all service address inconsistencies regarding to new install orders by issuing manual records updates 06//2002 - Repair Operations Representative Received inbound customer repair issues.,25
P001037,26932091,SALES,Used troubleshooting skills and testing system to determine correct fix agents.,11
P001038,26932091,SALES,"Worked back office tickets by statusing end users, clearing and closing tickets, and further troubleshooting if necessary.",17
P001039,26932091,SALES,Relayed information to the ILECs pertaining to trouble reports.,9
P001040,26932091,SALES,"Took call takeovers in the evenings for irate customers Skills Coaching, Consultation, Customer Service, Data Analysis, Leadership, Leadership Development, Mentoring, Enterprise, Performance Management, Process Improvement, Project Management, Sales, Sales Development, Telecommunication, Mircosoft Office including Visio",35
P001041,13812481,SALES,SALES ASSOCIATE Summary My goal is to become associated with a company where I can utilize my skills and gain further experience while enhancing the company's productivity and reputation.,29
P001042,13812481,SALES,Maintained assigned area to store standards by setting up and monitoring accurate ad signage and correct merchandise placement.,18
P001043,13812481,SALES,"Handled price checks, merchandise transfers and fitting room returns to keep the store orderly.",14
P001044,13812481,SALES,Greeted each customer and offered to assist them to provide excellent customer service.,13
P001045,13812481,SALES,"Followed all company policies, rules and procedures to promote company goals and ensure safety.",14
P001046,13812481,SALES,Helped customers by answering questions and locating merchandise.,8
P001047,13812481,SALES,Sought opportunities to up-sell and add-on additional merchandise.,6
P001048,13812481,SALES,Assisted in ringing up sales at registers and bagging merchandise.,10
P001049,13812481,SALES,"Prevented store losses by utilizing awareness, attention to detail and integrity.",11
P001050,13812481,SALES,"Assembly Line Worker , 06/2016 to 03/2018 Company Name – City , State Built containers and pack parts in accordance with detailed packing specifications.",19
P001051,13812481,SALES,"Received and correctly processed both written and verbal instructions, prints and work orders.",13
P001052,13812481,SALES,Observed all safety policies and procedures Utilized established assembly instructions to complete jobs in an efficient and accurate manner.,19
P001053,13812481,SALES,Assisted quality assurance by visually inspecting items and removing defect parts.,11
P001054,13812481,SALES,Worked in a team-based environment to maintain line productivity.,8
P001055,13812481,SALES,"Library Volunteer , 01/2017 to 06/2017 Company Name – City , State Checked in, checked out and renewed library materials.",15
P001056,13812481,SALES,Located requested books on the shelves and in the library database.,11
P001057,13812481,SALES,Sorted and shelved donated collections as needed.,7
P001058,13812481,SALES,"Cleaned and organized the shelves and display cases, including the checkout desk.",12
P001059,13812481,SALES,Welcomed customers into the library and helped them locate items.,10
P001060,13812481,SALES,"Used time efficiently when not serving customers, including cleaning and updating library's website.",13
P001061,13812481,SALES,Actively pursued personal learning and development opportunities.,7
P001062,55477468,SALES,"SALES ASSOCIATE Summary Yoga Instructor who is highly energetic, outgoing and detail-oriented.",11
P001063,55477468,SALES,Handles multiple responsibilities simultaneously while providing exceptional customer service.,9
P001064,55477468,SALES,Service-focused professional and friendly team player who quickly learns and masters new concepts and skills.,14
P001065,55477468,SALES,"Skills Microsoft Word, Office, Excel, Power Point, and MindBody software",10
P001066,55477468,SALES,Extremely organized with good time management skills,7
P001067,55477468,SALES,"Experience 01/2017 to Current Sales Associate Company Name － City , State Greet customers at all points throughout the store.",17
P001068,55477468,SALES,Maintain constant presence on sales floor to assist customers.,9
P001069,55477468,SALES,Answer any questions about in store products and seasonal trends.,10
P001070,55477468,SALES,Communicate current sales and deals in the store to maximize sales.,11
P001071,55477468,SALES,Provide assistance and customer service in the fitting rooms.,9
P001072,55477468,SALES,"Replenish, fold, hang, and tidy garments throughout the day.",9
P001073,55477468,SALES,Maintain in-stock and presentable condition assigned areas.,6
P001074,55477468,SALES,Work with cash register and process transactions in a time efficient manner.,12
P001075,55477468,SALES,"Unload delivery trucks and unpack merchandise Execute reductions, price changes and label merchandise with security tags.",16
P001076,55477468,SALES,"08/2015 to 12/2016 Health Information Specialist Company Name － City , State Maintain patient medical records in accordance to NMHI, state and federal regulations.",20
P001077,55477468,SALES,"Organize files, collect data, and analyze the data for errors.",10
P001078,55477468,SALES,Accurately enter information into various computer programs.,7
P001079,55477468,SALES,Keep sensitive customer or company information confidential.,7
P001080,55477468,SALES,Research unnamed/orphan papers to ensure proper patient identification and file in the proper patient medical record.,15
P001081,55477468,SALES,Mail or fax requested information per HIPAA Guidelines to other facilities and keep log of these records being sent.,19
P001082,55477468,SALES,Scan and file medical information daily into the EMR and review documents to eliminate duplicates.,15
P001083,55477468,SALES,Verify and cross-reference information in all Health Information Management systems to ensure document accuracy.,13
P001084,55477468,SALES,"Provide attentiveness to the quality, timeliness, and accuracy of the EMR for patient care, legal, revenue, research, and regulatory needs.",20
P001085,55477468,SALES,"Communicate politely and professionally with other medical facilities, insurance companies, co-workers, management, physicians, patients, and others.",15
P001086,55477468,SALES,"01/2012 to 04/2016 Yoga Instructor Company Name － City , State Plan yoga sequences and prepare class content and format appropriate for student level and style/type of yoga class.",24
P001087,55477468,SALES,Provide a safe environment for students where they feel comfortable to move at their own level and pace throughout class.,20
P001088,55477468,SALES,"Observe students, guide them into the correct poses and correct them for necessary skill improvement.",15
P001089,55477468,SALES,Offer modifications during classes to accommodate different levels of students.,10
P001090,55477468,SALES,Promote balance of the body and mind through effective teaching and demonstrations.,12
P001091,55477468,SALES,"Maintain and clean yoga mats, blankets, and other props.",9
P001092,55477468,SALES,Maintain positive relationships with members to encourage continued class attendance.,10
P001093,55477468,SALES,Provide health & wellness information and address any concerns.,8
P001094,55477468,SALES,Support the co-creation of a non-judgmental and fun environment to optimize learning.,10
P001095,55477468,SALES,"03/2012 to 05/2013 Front Desk and Office Assistant Company Name － City , State Greet and check in students.",15
P001096,55477468,SALES,Sign students up for classes and enter in students' information.,10
P001097,55477468,SALES,Provide advice to customers regarding particular products or services.,9
P001098,55477468,SALES,Advise customers on utilization and care of merchandise.,8
P001099,55477468,SALES,Assist in display and promotion of merchandise Maintain sales records.,10
P001100,55477468,SALES,"Receive payments for classes and/or yoga merchandise through cash, cheque, and credit card.",12
P001101,55477468,SALES,Maintain and manage the calendar.,5
P001102,55477468,SALES,File liability waivers and maintain digital records.,7
P001103,55477468,SALES,"Collect, sort, distribute, or prepare mail and messages for the studio owner.",12
P001104,55477468,SALES,Help to promote the studio in print and at onsite events.,11
P001105,55477468,SALES,"Perform duties such as cleaning the floors, mats, lobby, and office area.",12
P001106,15973307,SALES,SALES CONSULTANT Summary A current sophomore majoring in sociology whom enjoys working,12
P001107,15973307,SALES,"Technologically savvy, a quick learner, and a strong",8
P001108,15973307,SALES,work ethic ensures great leadership as well as a great team member.,12
P001109,15973307,SALES,willing to put best effort into work to accomplish goals with a friendly and,14
P001110,15973307,SALES,positive attitude that contributes to a pleasant work environment.,9
P001111,15973307,SALES,"Experience Company Name City , State Sales Consultant 07/2017 to 08/2017 Processed customer payments with an uplifting and friendly attitude.",17
P001112,15973307,SALES,Served as a college mentor and advisor for Native American high school students.,13
P001113,15973307,SALES,Interacted and built relationships with students in week-long programs at various reservations.,11
P001114,15973307,SALES,"Company Name City , State Intern 06/2015 to 12/2015 Educated",7
P001115,15973307,SALES,several native communities on healthcare benefits.,6
P001116,15973307,SALES,with fellow interns at community-based events to create and execute company goals.,11
P001117,15973307,SALES,and interacted with individuals to discuss healthcare options.,8
