Log_ID,Phrase_ID,Original_Phrase,Split_Output,Phrase_Type,Competency,Decision,Confidence,Reason,Model,Prompt_Version,Timestamp
LOG_000102,P_008447,Gross salary: SAR 19000 Experience: Minimum 2 years We are hiring for the position of Senior Sales Supervisor for our reputed client in the Oil & Gas industry.,Gross salary: [Salary].,Neutral,Neutral,Split,100,Compensation data.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622096
LOG_000103,P_008447,Gross salary: SAR 19000 Experience: Minimum 2 years We are hiring for the position of Senior Sales Supervisor for our reputed client in the Oil & Gas industry.,Minimum 2 years experience.,Requirement,Neutral,Split,100,Experience requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622099
LOG_000104,P_008447,Gross salary: SAR 19000 Experience: Minimum 2 years We are hiring for the position of Senior Sales Supervisor for our reputed client in the Oil & Gas industry.,Position of Senior Sales Supervisor for our client in the Oil & Gas industry.,Neutral,Neutral,Split,100,Job title and industry info.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622103
LOG_000105,P_020521,Responsibilities Acquire new clients & maintain existing customers Perform lead generation & canvassing to acquire new accounts.,Acquire new clients.,Responsibility,Neutral,Split,95,Sales task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622109
LOG_000106,P_020521,Responsibilities Acquire new clients & maintain existing customers Perform lead generation & canvassing to acquire new accounts.,Maintain existing customers.,Responsibility,Neutral,Split,95,Sales task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622113
LOG_000107,P_020521,Responsibilities Acquire new clients & maintain existing customers Perform lead generation & canvassing to acquire new accounts.,Perform lead generation to acquire new accounts.,Responsibility,Neutral,Split,95,Sales task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622116
LOG_000108,P_020521,Responsibilities Acquire new clients & maintain existing customers Perform lead generation & canvassing to acquire new accounts.,Perform canvassing to acquire new accounts.,Responsibility,Neutral,Split,95,Sales task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622120
LOG_000109,P_010184,"Our client, a specialist Ingredients division of a larger group, is recruiting for a Global Sales Director to execute the commercial strategy in this specialist Ingredients portfolio.",Global Sales Director to execute the commercial strategy in this specialist Ingredients portfolio.,Responsibility,Neutral,Keep,90,Role summary.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622126
LOG_000110,P_022122,Determine product/service value delivered throughout customer operations and effectively communicate value to customers to promote new business and sales.,Determine product/service value delivered throughout customer operations.,Responsibility,Neutral,Split,95,Operational task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622132
LOG_000111,P_022122,Determine product/service value delivered throughout customer operations and effectively communicate value to customers to promote new business and sales.,Effectively communicate value to customers to promote new business and sales.,Responsibility,Agentic,Split,95,Communication and business development task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622135
LOG_000112,P_012729,"Build, grow and manage BD team, as client portfolio grows.","Build, grow and manage BD team.",Responsibility,Neutral,Split,95,Management task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622142
LOG_000113,P_021516,Using a laptop I can make about 50 calls per hour.,Capable of making 50 calls per hour.,Requirement,Neutral,Keep,90,Performance metric requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622149
LOG_000114,P_008504,"- Work with ADI South African leadership team by clearly communicating new opportunities, new products or suppliers and resolve transactional issues as needed.",Work with [Company] leadership team.,Responsibility,Communal,Split,95,Collaborative task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622155
LOG_000115,P_008504,"- Work with ADI South African leadership team by clearly communicating new opportunities, new products or suppliers and resolve transactional issues as needed.","Clearly communicating new opportunities, new products or suppliers.",Responsibility,Agentic,Split,95,Communication task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622159
LOG_000116,P_008504,"- Work with ADI South African leadership team by clearly communicating new opportunities, new products or suppliers and resolve transactional issues as needed.",Resolve transactional issues as needed.,Responsibility,Agentic,Split,95,Problem solving task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622162
LOG_000117,P_018139,Ensuring stock shortfalls are avoided whilst keeping stock levels to a minimum.,Ensuring stock shortfalls are avoided whilst keeping stock levels to a minimum.,Responsibility,Neutral,Keep,95,Inventory management task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622169
LOG_000118,P_011397,Maintain the knowledge required to be able to demonstrate standard equipment and software.,Maintain the knowledge required to be able to demonstrate standard equipment and software.,Requirement,Neutral,Keep,95,Technical knowledge requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622176
LOG_000119,P_018786,Ability to achieve targets with little to no supervision.,Ability to achieve targets with little to no supervision.,Competency,Agentic,Keep,95,Behavioural trait (Autonomous).,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622183
LOG_000120,P_008104,The PM will work alongside a team of Project Managers.,The PM will work alongside a team of Project Managers.,Responsibility,Communal,Keep,90,Teamwork interaction.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:30.622202
LOG_000121,P_007426,Principal Accountabilities Handle day to day Credit and Collection activities on customer accounts Liaising with Customer Services to ensure customer queries are resolved on a timely basis.,Handle day to day Credit and Collection activities on customer accounts,Requirement,Neutral,Split,90,Hard skill domain knowledge regarding credit/collections.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303887
LOG_000122,P_007426,Principal Accountabilities Handle day to day Credit and Collection activities on customer accounts Liaising with Customer Services to ensure customer queries are resolved on a timely basis.,Liaising with Customer Services to ensure customer queries are resolved on a timely basis,Competency,Communal,Split,90,Interpersonal coordination.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303901
LOG_000123,P_019151,You will work with the team to develop strategies and content that will retain and satisfy customers.,Develop strategies and content that will retain and satisfy customers.,Competency,Agentic,Keep,85,Strategy development.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303908
LOG_000124,P_022704,Facilitate team and client meetings effectively.,Facilitate team and client meetings effectively.,Competency,Communal,Keep,95,Facilitation and coordination.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303915
LOG_000125,P_007290,"This position will be based in Jakarta, Indonesia.",This position will be based in [Location].,Requirement,Neutral,Keep,100,Location requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303922
LOG_000126,P_007278,"financing, insurance, guarantees, currency & commodity hedging), CF (e.g.","Financing, insurance, guarantees, currency & commodity hedging, CF.",Requirement,Neutral,Keep,90,Specific financial knowledge domains.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303927
LOG_000127,P_008281,Manages projects involving external partners to the factory.,Manages projects involving external partners to the factory.,Competency,Agentic,Keep,90,Project management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303932
LOG_000128,P_022716,Skills Strong leadership skills and decision-making abilities.,Strong leadership skills,Competency,Agentic,Split,95,Leadership trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303937
LOG_000129,P_022716,Skills Strong leadership skills and decision-making abilities.,decision-making abilities,Competency,Agentic,Split,95,Decision-making trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303940
LOG_000130,P_013251,"Job Description Develop market share in APAC, while working with distributors and service companies serving the paper industry.","Develop market share in [Location], while working with distributors and service companies serving the paper industry.",Requirement,Neutral,Keep,90,Sales and industry knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303945
LOG_000131,P_020939,Graduates interested in this position should possess a Polytechnic Diploma or Professional Certification.,Graduates interested in this position should possess a Polytechnic Diploma or Professional Certification.,Requirement,Neutral,Keep,100,Educational qualification.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303950
LOG_000132,P_007262,A professional collaboration between the CPM and the General Project Manager is key for the overall project success.Describe the remarkable challanges & characteristics of this position/ role.,A professional collaboration between the [Company] project roles is key for the overall project success.,Competency,Communal,Split,85,Collaboration focus.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303955
LOG_000133,P_007262,A professional collaboration between the CPM and the General Project Manager is key for the overall project success.Describe the remarkable challanges & characteristics of this position/ role.,Describe the remarkable challanges & characteristics of this position/ role.,Neutral,Neutral,Split,80,Standard recruitment text.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303958
LOG_000134,P_007271,SAP # Prepares commercial documentation for regular project status meetings and ensures the accuracy of the commercial project data (i.e.,Prepares commercial documentation for regular project status meetings and ensures the accuracy of the commercial project data.,Requirement,Neutral,Keep,90,Administrative task with domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303963
LOG_000135,P_007265,"all attachments, ensures examination by Legal # Holds commercial project status meetings with the involved commercials (incl.",Coordinates with Legal for document review and holds commercial project status meetings with relevant parties.,Competency,Communal,Keep,85,Coordination and status meeting facilitation.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303968
LOG_000136,P_006714,must be a change leader Navigate uncertainty,must be a change leader,Competency,Agentic,Keep,95,Leadership.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303973
LOG_000137,P_006714,must be a change leader Navigate uncertainty,Navigate uncertainty,Competency,Agentic,Keep,85,Adaptability/Resilience (Agentic).,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303976
LOG_000138,P_021994,"Strategic Planning - Creating the capacity for business value and developing business plans for the department, Business Unit and/or PBU.","Strategic Planning - Creating the capacity for business value and developing business plans for the department, Business Unit and/or PBU.",Competency,Agentic,Keep,90,Strategic planning and business development.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303982
LOG_000139,P_022710,Minimum 2 years of experience in Client Services Management preferably in the video game industry.,Minimum 2 years of experience in Client Services Management preferably in the video game industry.,Requirement,Neutral,Keep,100,Experience requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.303990
LOG_000140,P_008101,"FOR MARKET RESEARCH PROFESSIONALS WITH EXPERIENCE ONLY**IMMEDIATE JOINING* Due to our continued growth and expansion, TIS is seeking an experienced Project Manager to join our team.",Market Research Professional.,Requirement,Neutral,Split,95,Industry knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.304002
LOG_000141,P_008101,"FOR MARKET RESEARCH PROFESSIONALS WITH EXPERIENCE ONLY**IMMEDIATE JOINING* Due to our continued growth and expansion, TIS is seeking an experienced Project Manager to join our team.",Experienced Project Manager.,Competency,Agentic,Split,95,Project management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.304005
LOG_000142,P_008107,"Ability to act quickly to replace no-shows, follow up with late respondents, send last minute materials, etc.","Ability to act quickly to replace no-shows, follow up with late respondents, send last minute materials.",Competency,Agentic,Keep,90,Proactivity and responsiveness.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.304010
LOG_000143,P_008503,"- Growing the product category profitably in line with gross margin targets, while adhering to working capital and IOS (Inactive, Obsolete, Surplus) requirements.","Growing the product category profitably in line with gross margin targets, while adhering to working capital and inventory requirements.",Requirement,Neutral,Keep,90,Profitability and business metrics management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:37.304017
LOG_000144,P_004098,Drive and coordinate the initiatives for distribution business growth according to sales team strategy.,Drive initiatives for distribution business growth.,Responsibility,Agentic,Split,95,Strategic task related to growth.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376103
LOG_000145,P_004098,Drive and coordinate the initiatives for distribution business growth according to sales team strategy.,Coordinate initiatives according to sales team strategy.,Responsibility,Agentic,Split,95,Operational task related to coordination.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376121
LOG_000146,P_019321,"While you would be centered in the greater Triad area, our reps have to ability to sell into other key markets such as the Columbia, Charleston and the Charlotte, NC regions.","While you would be centered in the [Location], our reps have the ability to sell into other key [Location] markets.",Responsibility,Neutral,Keep,90,Description of territory.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376128
LOG_000147,P_007322,"About The Procurement Director - Financial Services/Trade Finance Role Working from Jakarta, you will help to develop a new portfolio of clients.","Working from [Location], you will help to develop a new portfolio of clients.",Responsibility,Agentic,Keep,95,Business development responsibility.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376136
LOG_000148,P_009610,"Collaborate with content partnership and product colleagues to develop, test, execute, and measure ideas for specific brand and agency clients","Collaborate with content partnership and product colleagues to develop, test, execute, and measure ideas for specific brand and agency clients.",Responsibility,Communal,Keep,95,Collaboration and project execution task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376142
LOG_000149,P_018377,"You will monitor, evaluate and perform complex scenario analysis and present financial simulations, prepare and consolidate supply chain results and performance trends, review strategic plans and track supply chain's project costing activities.","Monitor, evaluate and perform complex scenario analysis and present financial simulations.",Requirement,Agentic,Split,95,Technical domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376148
LOG_000150,P_018377,"You will monitor, evaluate and perform complex scenario analysis and present financial simulations, prepare and consolidate supply chain results and performance trends, review strategic plans and track supply chain's project costing activities.",Prepare and consolidate supply chain results and performance trends.,Responsibility,Agentic,Split,95,Administrative task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376153
LOG_000151,P_018377,"You will monitor, evaluate and perform complex scenario analysis and present financial simulations, prepare and consolidate supply chain results and performance trends, review strategic plans and track supply chain's project costing activities.",Review strategic plans and track supply chain's project costing activities.,Responsibility,Agentic,Split,95,Operational oversight.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376156
LOG_000152,P_018141,Accurately projecting supply shortfalls and surpluses in a timely manner.,Accurately projecting supply shortfalls and surpluses in a timely manner.,Requirement,Agentic,Keep,95,Technical forecasting skill.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376162
LOG_000153,P_018325,Hands-on experience in Google Analytics / GA Certifications.,Hands-on experience in Google Analytics.,Requirement,Neutral,Keep,100,Software knowledge requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376169
LOG_000154,P_004102,Distributor validation process and approval matrix.,Distributor validation process and approval matrix management.,Responsibility,Neutral,Keep,90,Operational procedure.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376175
LOG_000155,P_006717,understanding of the risks and downstream impacts of inaccurate data capture High degree of numeracy and aptitude for analytical examination of problems,Demonstrate understanding of the risks and downstream impacts of inaccurate data capture.,Requirement,Neutral,Split,90,Domain knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376184
LOG_000156,P_006717,understanding of the risks and downstream impacts of inaccurate data capture High degree of numeracy and aptitude for analytical examination of problems,High degree of numeracy and aptitude for analytical examination of problems.,Competency,Agentic,Split,95,Analytical competency.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376187
LOG_000157,P_007281,"Delegation process), ECC, Customs, external auditors etc # Drives interpersonal relationship, fosters effective communication and manages conflicts # Interacts with all relevant stakeholders in order to ensure the execution of all issues with regard to project financing, e.g.","Manage delegation processes, ECC, Customs, and external auditors.",Responsibility,Agentic,Split,90,Operational management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376196
LOG_000158,P_007281,"Delegation process), ECC, Customs, external auditors etc # Drives interpersonal relationship, fosters effective communication and manages conflicts # Interacts with all relevant stakeholders in order to ensure the execution of all issues with regard to project financing, e.g.","Drives interpersonal relationship, fosters effective communication and manages conflicts.",Competency,Communal,Split,95,Soft skills.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376201
LOG_000159,P_007281,"Delegation process), ECC, Customs, external auditors etc # Drives interpersonal relationship, fosters effective communication and manages conflicts # Interacts with all relevant stakeholders in order to ensure the execution of all issues with regard to project financing, e.g.",Interacts with all relevant stakeholders to ensure execution of project financing issues.,Responsibility,Communal,Split,90,Stakeholder management.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376204
LOG_000160,P_006706,The role will report to the Head of India Credit Product Delivery.,The role will report to the Head of [Location] Credit Product Delivery.,Neutral,Neutral,Keep,100,Reporting structure.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376211
LOG_000161,P_018149,Continuous improvement of sourcing activities by identifying and implementing best practices.,Continuous improvement of sourcing activities by identifying and implementing best practices.,Responsibility,Agentic,Keep,95,Operational improvement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376218
LOG_000162,P_018320,Assist with additional ad hoc tasks to support the team as and when required.,Assist with additional ad hoc tasks to support the team.,Responsibility,Communal,Keep,90,General support task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376229
LOG_000163,P_018316,"Be the point of contact for all client requests, ensuring that briefs are met with quality and timeliness.",Be the point of contact for all client requests.,Responsibility,Communal,Split,90,Client service role.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376237
LOG_000164,P_018316,"Be the point of contact for all client requests, ensuring that briefs are met with quality and timeliness.",Ensure that briefs are met with quality and timeliness.,Competency,Agentic,Split,95,Quality-focused competency.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376240
LOG_000165,P_008279,Structures the organization chart of the project,Structures the organization chart of the project.,Responsibility,Agentic,Keep,90,Management task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376248
LOG_000166,P_018152,Working in project teams with both colleagues and client staff from a wide variety of business areas to develop innovative procurement and supply chain solutions.,Work in project teams with colleagues and client staff to develop innovative procurement and supply chain solutions.,Responsibility,Communal,Keep,95,Team-oriented project work.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376255
LOG_000167,P_008513,"- Ability to create reports and analyze data, adept at Excel, PowerPoint, Word.",Ability to create reports and analyze data.,Competency,Agentic,Split,95,Analytical capability.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376263
LOG_000168,P_008513,"- Ability to create reports and analyze data, adept at Excel, PowerPoint, Word.","Proficiency in Excel, PowerPoint, Word.",Requirement,Neutral,Split,100,Technical software skills.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376267
LOG_000169,P_018156,Managing a team of 11-50 people.,Managing a team of 11-50 people.,Responsibility,Agentic,Keep,100,Leadership responsibility.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:44.376279
LOG_000170,P_006555,Experience in driving development of project management capability and adoption of critical project management techniques,Experience in driving development of project management capability and adoption of critical project management techniques,Requirement,Agentic,Keep,95,Maps to driving/expertise/competent.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677860
LOG_000171,P_011280,"Working with design institutes, technical services and customer procurement services: providing technical information and consulting technical support, organizing and conducting seminars and presentations on the services and products offered, conducting price negotiations","Providing technical information and consulting technical support to design institutes, technical services and customer procurement services",Requirement,Communal,Split,90,Consulting and support are communal.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677866
LOG_000172,P_011280,"Working with design institutes, technical services and customer procurement services: providing technical information and consulting technical support, organizing and conducting seminars and presentations on the services and products offered, conducting price negotiations",Organizing and conducting seminars and presentations,Requirement,Agentic,Split,90,Maps to presentation/agentic actions.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677867
LOG_000173,P_011280,"Working with design institutes, technical services and customer procurement services: providing technical information and consulting technical support, organizing and conducting seminars and presentations on the services and products offered, conducting price negotiations",Conducting price negotiations,Requirement,Agentic,Split,90,Negotiation is an agentic execution task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677868
LOG_000174,P_018157,"Ideal Profile You have at least 1 year experience ideally as a Planning/ Forecasting, Sourcing or Supply Chain Consulting within Manufacturing, Transport & Logistics and Hospitality.","At least 1 year experience as a Planning/ Forecasting, Sourcing or Supply Chain Consulting within Manufacturing, Transport & Logistics and Hospitality.",Requirement,Neutral,Keep,95,Years of experience and industry knowledge.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677870
LOG_000175,P_022712,Degree in Management (an asset) or relevant experience.,Degree in Management or relevant experience.,Requirement,Neutral,Keep,95,Educational and experience requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677872
LOG_000176,P_008512,"- Experience developing and driving integrated growth programs across all sub-categories, using data mining and other tools to target appropriate customer segments.","Experience developing and driving integrated growth programs, using data mining and tools to target appropriate customer segments.",Requirement,Agentic,Keep,90,Maps to driving/developing/tools expertise.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677874
LOG_000177,P_008511,"- Ability to drive improvements in inventory management processes, including SIOP (Sales, Inventory, Operations, Planning), forecasting, and IOS (Inactive, Obsolete, Surplus).","Ability to drive improvements in inventory management processes, forecasting, and surplus management.",Requirement,Agentic,Keep,90,Maps to driving/improvements.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677881
LOG_000178,P_016995,Are you willing to do whatever it takes (including travelling to other countries independently)?,Willingness to travel independently to other countries.,Requirement,Agentic,Keep,85,Maps to independent.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677883
LOG_000179,P_010112,Our Ideal Candidate Will Meet or exceed the sales and margin expectations for the assigned territory.,Meet or exceed the sales and margin expectations for the assigned territory.,Requirement,Agentic,Keep,90,Maps to achievement-oriented/results-driven.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677885
LOG_000180,P_008276,Report to the steering committee,Report to the steering committee.,Requirement,Agentic,Keep,95,Maps to reporting.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677887
LOG_000181,P_014544,"Develops strong relationships with sales team, internal engineering, and key technical customer contacts and leverages to Zebra's advantage","Develops strong relationships with sales team, internal engineering, and key technical customer contacts.",Requirement,Communal,Keep,95,Maps to relationship-building.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677889
LOG_000182,P_022720,"Honest & open communication, speaks up in meetings, shares opinions.","Honest & open communication, speaks up in meetings, shares opinions.",Competency,Communal,Keep,90,Maps to communicative/open.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677892
LOG_000183,P_020945,"Trainee will learn about sourcing, procurement and coordination with multiple functions including but not limited to purchasing, project, production, sales and quality.","Learn about sourcing, procurement and coordination with multiple functions including purchasing, project, production, sales and quality.",Requirement,Communal,Keep,85,Maps to coordination/cooperation.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677894
LOG_000184,P_022703,Ensure correct quality control procedures are carried out.,Ensure correct quality control procedures are carried out.,Requirement,Agentic,Keep,90,Maps to execute/control.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677896
LOG_000185,P_022708,Communicate effectively with clients to identify needs and evaluate alternative business solutions.,Communicate effectively with clients to identify needs and evaluate alternative business solutions.,Competency,Communal,Keep,95,Maps to communicate/service-oriented.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677898
LOG_000186,P_018146,Developing and leading sourcing strategies together with cross-functional teams across the organisation.,Developing and leading sourcing strategies together with cross-functional teams across the organisation.,Requirement,Agentic,Keep,90,Maps to leading/developing.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677901
LOG_000187,P_000964,"You will develop customer relationships through coordinating and/or attending trade shows, seminar, and similar events.","Develop customer relationships through coordinating and attending trade shows, seminar, and events.",Requirement,Communal,Keep,90,Maps to relationships/coordinating.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677903
LOG_000188,P_019435,Strong communication and writing skills.,Strong communication and writing skills.,Competency,Agentic,Keep,95,Maps to written communication.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677906
LOG_000189,P_019810,Ensure timely submission of documents to various stakeholders when new price revisions are made.,Ensure timely submission of documents to various stakeholders when new price revisions are made.,Requirement,Agentic,Keep,90,Maps to task completion.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677908
LOG_000190,P_007261,Mission/Position Headline: Responsible for the completion of all commercial/financial related matters.,Responsible for the completion of all commercial/financial related matters.,Requirement,Agentic,Keep,95,Maps to completion/accountable.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:50.677910
LOG_000191,P_009607,Develop a detailed project plan to monitor and track progress,Develop a detailed project plan to monitor and track progress,Responsibility,Neutral,Keep,100,Standard task definition.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455307
LOG_000192,P_002580,"Listens, researches and presents technical solutions to clients to solve business challenges.",Listens to clients.,Competency,Communal,Split,95,Behavioral trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455326
LOG_000193,P_002580,"Listens, researches and presents technical solutions to clients to solve business challenges.",Researches and presents technical solutions to clients to solve business challenges.,Responsibility,Neutral,Split,95,Task-oriented job function.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455332
LOG_000194,P_012601,Would you like to lead a business team to drive customer engagement and adoption for an innovative leader in supply chain?,Lead a business team.,Competency,Agentic,Split,95,Leadership trait.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455340
LOG_000195,P_012601,Would you like to lead a business team to drive customer engagement and adoption for an innovative leader in supply chain?,Drive customer engagement and adoption for an innovative leader in supply chain.,Responsibility,Neutral,Split,90,Operational objective.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455345
LOG_000196,P_001604,Create and adapt communication plans and messages in support of the local SMS colleagues.,Create and adapt communication plans and messages in support of the local colleagues.,Responsibility,Neutral,Keep,95,Task-based duty.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455351
LOG_000197,P_001203,"Prepare periodic sales report showing sales volume, potential sales, and areas of proposed client base expansion.","Prepare periodic sales report showing sales volume, potential sales, and areas of proposed client base expansion.",Responsibility,Neutral,Keep,100,Reporting task.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455358
LOG_000198,P_020949,Graduates interested in this position should possess a Poly Diploma Qualification.,Graduates interested in this position should possess a Poly Diploma Qualification.,Requirement,Neutral,Keep,100,Educational requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455368
LOG_000199,P_007323,Key Requirements Experience and knowledge of working in relevant environments (i.e.,Experience and knowledge of working in relevant environments.,Requirement,Neutral,Keep,90,Domain knowledge requirement.,gemini-3.1-flash-lite,V3_Expanded_Anon,2026-07-13T18:38:57.455377
